gene,ko_l2_mean,ko_centroid_shift,mean_expr,frac_expr,rank,t0_tag
DOK5,0.062454842,0.046564233,3.074422,0.513728323699422,149,t115d_RG
FAT3,0.06201236,0.037318222,3.226156,0.7687861271676301,150,t115d_RG
ID4,0.061782673,0.039623983,3.463873,0.6358381502890174,151,t115d_RG
SLC35F1,0.06178238,0.04227174,4.5881505,0.7911849710982659,152,t115d_RG
ZEB1,0.06145141,0.046810903,3.4436417,0.7427745664739884,153,t115d_RG
TMTC2,0.061430298,0.048474066,3.3800578,0.7333815028901735,154,t115d_RG
DMD,0.06079632,0.038883217,3.7695086,0.8692196531791907,155,t115d_RG
TNRC6B,0.06069411,0.047383808,2.5513005,0.786849710982659,156,t115d_RG
PCDHGB4,0.060646597,0.045120694,1.2427746,0.41184971098265893,157,t115d_RG
LTBP1,0.060543764,0.040435005,4.264451,0.5708092485549133,158,t115d_RG
CDH4,0.060130224,0.041912742,2.7117052,0.6286127167630058,159,t115d_RG
TOX,0.059935488,0.04796625,2.9942195,0.6726878612716763,160,t115d_RG
TCF12,0.05967877,0.042877488,3.3684971,0.8453757225433526,161,t115d_RG
EEPD1,0.059656188,0.03807928,3.3836706,0.5917630057803468,162,t115d_RG
VCAN,0.059581835,0.043233242,3.3908958,0.7543352601156069,163,t115d_RG
PLEKHA5,0.05946889,0.042223834,3.965318,0.7897398843930635,164,t115d_RG
PTMS,0.059217438,0.05065894,1.682081,0.5852601156069365,165,t115d_RG
STMN2,0.058596496,0.050425313,1.1986995,0.5433526011560693,166,t115d_RG
PTPRG,0.05851323,0.04425265,3.7463872,0.7326589595375722,167,t115d_RG
TMEM163,0.05828455,0.04639817,2.3027456,0.49421965317919075,168,t115d_RG
BCAN,0.056772333,0.041887134,2.2290463,0.4241329479768786,169,t115d_RG
SET,0.056768715,0.04774446,1.1856936,0.4934971098265896,170,t115d_RG
MSRA,0.05661164,0.041902933,1.816474,0.6293352601156069,171,t115d_RG
MARCHF1,0.05656776,0.04528,2.37211,0.6589595375722543,172,t115d_RG
FRMD4A,0.056407124,0.041472774,2.3395953,0.7066473988439307,173,t115d_RG
GPHN,0.05638385,0.042108778,2.8894508,0.8070809248554913,174,t115d_RG
FUT9,0.05626566,0.04101502,3.2825143,0.6950867052023122,175,t115d_RG
TMEM132D,0.055933736,0.04277636,3.3648844,0.3432080924855491,176,t115d_RG
KCNH7,0.05555285,0.03979435,5.613439,0.6452312138728323,177,t115d_RG
CDON,0.055481154,0.04691053,2.1040463,0.43786127167630057,178,t115d_RG
RTN1,0.055340916,0.04468449,1.9118497,0.625,179,t115d_RG
CLASP2,0.0551791,0.040352147,3.2052023,0.8540462427745664,180,t115d_RG
PHACTR1,0.054999974,0.044085693,2.6083815,0.7117052023121387,181,t115d_RG
PAX6,0.05440858,0.04498389,0.8569364,0.41329479768786126,182,t115d_RG
LRRTM4,0.054394655,0.03753342,3.8757226,0.6083815028901735,183,t115d_RG
PLCE1,0.054352082,0.037844963,2.2413294,0.6459537572254336,184,t115d_RG
DAB1,0.05428957,0.036480863,2.343208,0.6408959537572254,185,t115d_RG
MLLT3,0.05418421,0.043902647,2.1098266,0.648121387283237,186,t115d_RG
SOX2,0.05417471,0.040352926,0.89089596,0.40895953757225434,187,t115d_RG
CALM1,0.053629044,0.04084771,1.9046242,0.6705202312138728,188,t115d_RG
PDE1A,0.05359708,0.041434795,1.4046242,0.5296242774566474,189,t115d_RG
DCC,0.05336626,0.042487703,1.5895953,0.5108381502890174,190,t115d_RG
NTNG2,0.05321872,0.043763634,1.1726879,0.4270231213872832,191,t115d_RG
MSMO1,0.053129185,0.04585307,2.0895953,0.5773121387283237,192,t115d_RG
ATP1A2,0.05310715,0.04301136,1.1712428,0.476878612716763,193,t115d_RG
H2AZ1,0.053028855,0.044613786,1.6488439,0.4523121387283237,194,t115d_RG
EXT1,0.052936144,0.041757967,3.5867052,0.796242774566474,195,t115d_RG
EPHA5,0.052692175,0.042210612,1.984104,0.4725433526011561,196,t115d_RG
PPP2R2B,0.05199577,0.038359255,2.308526,0.6351156069364162,197,t115d_RG
DSCAM,0.05195314,0.035280995,1.4089595,0.48916184971098264,198,t115d_RG
HSPD1,0.0518885,0.045775212,1.4920521,0.47326589595375723,199,t115d_RG
COL11A1,0.051775057,0.040522974,2.5592484,0.546242774566474,200,t115d_RG
DPP6,0.051711872,0.03949568,1.9183526,0.6221098265895953,201,t115d_RG
SLC8A1,0.051707868,0.040998653,2.4580925,0.5498554913294798,202,t115d_RG
LRRC3B,0.051700715,0.03794096,2.3605492,0.5498554913294798,203,t115d_RG
SAMD4A,0.051540572,0.04191621,2.3367052,0.5325144508670521,204,t115d_RG
PTPRK,0.051484153,0.038668394,1.8208092,0.5997109826589595,205,t115d_RG
CACNA2D1,0.05133353,0.036477093,1.6791908,0.5736994219653179,206,t115d_RG
FTL,0.051316805,0.04394221,1.3995665,0.583092485549133,207,t115d_RG
LRIG1-1,0.05114011,0.04320069,1.1278902,0.46098265895953755,208,t115d_RG
RPL22,0.05102045,0.04132853,1.4465318,0.6091040462427746,209,t115d_RG
PTPRT,0.051017556,0.03376802,1.6351156,0.4197976878612717,210,t115d_RG
NEGR1,0.050998513,0.04024095,1.9848266,0.5888728323699421,211,t115d_RG
TMEM108,0.050852545,0.03969899,2.2745664,0.583092485549133,212,t115d_RG
RGS20,0.05067847,0.038654994,1.3988439,0.49710982658959535,213,t115d_RG
FSTL5,0.050671913,0.0332636,1.9920521,0.588150289017341,214,t115d_RG
ADAMTS6,0.05063637,0.037004683,1.9689306,0.6206647398843931,215,t115d_RG
ANKFN1,0.05057951,0.035583396,1.6278902,0.5910404624277457,216,t115d_RG
DTNA,0.050466873,0.03800533,1.9552023,0.6799132947976878,217,t115d_RG
FABP5P1,0.050436396,0.041844986,2.2622833,0.45664739884393063,218,t115d_RG
PRKD1,0.05027641,0.03523908,2.7131503,0.6676300578034682,219,t115d_RG
CD81,0.05025614,0.037874166,1.9812139,0.5057803468208093,220,t115d_RG
ZIC1,0.050097078,0.043666728,0.8215318,0.28395953757225434,221,t115d_RG
GRAMD1B,0.050065365,0.03816623,1.5187861,0.5317919075144508,222,t115d_RG
MOXD1,0.050006647,0.041792784,1.4552023,0.33598265895953755,223,t115d_RG
IGFBP2,0.04995776,0.038732294,1.8287572,0.5,224,t115d_RG
PDE4B,0.049803462,0.034613103,3.3395953,0.7839595375722543,225,t115d_RG
LRP1B,0.049394265,0.034429748,2.04263,0.5202312138728323,226,t115d_RG
SYT1,0.049318478,0.034493346,2.0187862,0.6495664739884393,227,t115d_RG
FOXG1,0.04927133,0.040356763,1.2839595,0.40101156069364163,228,t115d_RG
ZFPM2,0.049057595,0.032751583,1.783237,0.625,229,t115d_RG
RMST,0.048580114,0.039029192,1.8135839,0.3670520231213873,230,t115d_RG
KCNMA1,0.048468743,0.037973933,1.174133,0.42846820809248554,231,t115d_RG
CCNI,0.04845456,0.039232843,1.6842486,0.6148843930635838,232,t115d_RG
CST3,0.04842178,0.036329165,7.944364,0.47832369942196534,233,t115d_RG
MIR924HG,0.048371248,0.03998403,1.8807803,0.3439306358381503,234,t115d_RG
MAML2,0.048295226,0.033717256,2.4768786,0.6589595375722543,235,t115d_RG
PSD3,0.04803963,0.03607838,2.3591042,0.6958092485549133,236,t115d_RG
ADGRL3,0.047981974,0.032796193,2.375,0.6770231213872833,237,t115d_RG
NAV2,0.047928274,0.035355527,1.4566474,0.5332369942196532,238,t115d_RG
MEG3,0.04776947,0.038071338,1.373555,0.3930635838150289,239,t115d_RG
DIAPH3,0.047696173,0.039047897,1.6372832,0.3540462427745665,240,t115d_RG
SDK1,0.04763769,0.035033762,2.6445086,0.6885838150289018,241,t115d_RG
TENM2,0.0473598,0.040125526,1.6322254,0.47760115606936415,242,t115d_RG
SOS1-1,0.047150902,0.03609909,1.1271676,0.46965317919075145,243,t115d_RG
GLIS3,0.04707925,0.03764443,1.2442197,0.38078034682080925,244,t115d_RG
ENO1,0.046962347,0.0412052,1.159682,0.4031791907514451,245,t115d_RG
ATXN1,0.046933267,0.03644659,1.5715318,0.6083815028901735,246,t115d_RG
TMEM161B-DT,0.04678947,0.032862052,3.2398844,0.7528901734104047,247,t115d_RG
ADCY2,0.046392914,0.034447975,1.2384393,0.5043352601156069,248,t115d_RG
HSPH1,0.046284202,0.039914943,1.8489884,0.40534682080924855,249,t115d_RG
GRIA4,0.04622215,0.036868922,1.1539017,0.45447976878612717,250,t115d_RG
SFRP1,0.046221558,0.037624825,1.8684971,0.45303468208092484,251,t115d_RG
RUNX1T1,0.046191096,0.03577293,1.0700867,0.48121387283236994,252,t115d_RG
DPP10,0.046008572,0.035531037,2.1921966,0.4920520231213873,253,t115d_RG
NTRK3,0.045989435,0.03575595,1.8294798,0.6076589595375722,254,t115d_RG
MEIS1,0.045868542,0.031917077,1.449422,0.5238439306358381,255,t115d_RG
KALRN,0.045797758,0.034424804,1.857659,0.6770231213872833,256,t115d_RG
JUN,0.0457031,0.039118808,2.5303469,0.4270231213872832,257,t115d_RG
XYLT1,0.045371942,0.03441098,1.783237,0.5867052023121387,258,t115d_RG
DYNLL1-1,0.045261536,0.036088143,2.1105492,0.5823699421965318,259,t115d_RG
CNTNAP2,0.045111693,0.035142004,2.5036128,0.3908959537572254,260,t115d_RG
TLE4,0.04506895,0.03535942,1.9342486,0.5426300578034682,261,t115d_RG
HSPE1,0.04476506,0.03794902,1.8699422,0.46170520231213874,262,t115d_RG
KIF26B,0.044667687,0.03224043,2.259393,0.49277456647398843,263,t115d_RG
SMOC1,0.044625174,0.033457868,1.0946531,0.3439306358381503,264,t115d_RG
PTGES3,0.044459306,0.038187265,2.1040463,0.5578034682080925,265,t115d_RG
RAD51B,0.0443835,0.036059853,2.3251445,0.625,266,t115d_RG
CDK14,0.044252466,0.03295491,1.9631503,0.7283236994219653,267,t115d_RG
PDGFD,0.04422835,0.033421136,2.916185,0.43858381502890176,268,t115d_RG
FGFR3,0.044173997,0.038865533,0.65751445,0.2897398843930636,269,t115d_RG
RFTN2,0.04412391,0.033379763,1.158237,0.5079479768786127,270,t115d_RG
CSMD3,0.043949947,0.033853408,1.3063583,0.5043352601156069,271,t115d_RG
PDE3A,0.04352262,0.032879546,1.3453758,0.4833815028901734,272,t115d_RG
TTC3,0.043465633,0.028307976,2.5281792,0.7897398843930635,273,t115d_RG
PRDM16,0.043284625,0.03165441,1.4624277,0.4523121387283237,274,t115d_RG
NBEA,0.04316471,0.026505927,2.4299133,0.773121387283237,275,t115d_RG
BOC,0.043121614,0.028131193,1.5867052,0.6054913294797688,276,t115d_RG
EGFR,0.04283027,0.03324769,0.9306358,0.3554913294797688,277,t115d_RG
PLCB1,0.04277672,0.028289467,3.2536128,0.6553468208092486,278,t115d_RG
KIRREL3,0.042759124,0.03456752,1.0960983,0.3988439306358382,279,t115d_RG
CACHD1,0.042629156,0.02987332,1.8901734,0.6394508670520231,280,t115d_RG
NEBL-1,0.04227537,0.034180332,0.5115607,0.2254335260115607,281,t115d_RG
SEL1L3,0.04215967,0.031808585,1.5050578,0.4328034682080925,282,t115d_RG
TENM4,0.042148437,0.028751837,2.2854047,0.6293352601156069,283,t115d_RG
SEZ6L,0.042135153,0.03138017,1.4949422,0.41690751445086704,284,t115d_RG
PRKCA,0.042068932,0.032249752,1.8504335,0.5751445086705202,285,t115d_RG
WWOX,0.041998085,0.03179673,3.6705203,0.7290462427745664,286,t115d_RG
DDX11,0.041940663,0.029319376,1.1799133,0.5476878612716763,287,t115d_RG
AGBL4,0.041808695,0.03333256,1.166185,0.4263005780346821,288,t115d_RG
SLC4A4,0.041751727,0.03246218,0.91618496,0.39739884393063585,289,t115d_RG
TANC2,0.041606292,0.030665204,2.549133,0.630057803468208,290,t115d_RG
PLXDC2,0.041574545,0.029949358,1.5231214,0.5072254335260116,291,t115d_RG
CCSER1,0.041533887,0.031604785,1.033237,0.40390173410404623,292,t115d_RG
LUZP2,0.041530933,0.032810897,1.484104,0.38439306358381503,293,t115d_RG
FGFR2,0.04150263,0.031205747,1.4804913,0.45303468208092484,294,t115d_RG
BCL2,0.041330587,0.032242715,1.416185,0.5671965317919075,295,t115d_RG
MMS22L,0.04127467,0.03434286,1.5989884,0.4407514450867052,296,t115d_RG
CDC42,0.041196615,0.03530801,0.9053468,0.43352601156069365,297,t115d_RG
TPI1,0.04103559,0.03603394,1.1336706,0.32875722543352603,298,t115d_RG
PKM,0.04094061,0.036134154,1.0354047,0.4125722543352601,299,t115d_RG
CTNNA3,0.040893517,0.029648418,1.8468208,0.5549132947976878,300,t115d_RG
LINC01473,0.040759683,0.031053592,1.8135839,0.6033236994219653,301,t115d_RG
MDGA2,0.040554978,0.030002868,1.341763,0.4161849710982659,302,t115d_RG
CNN3,0.040414862,0.031802896,1.9660405,0.559971098265896,303,t115d_RG
IL1RAPL1,0.040173586,0.029101254,1.9190751,0.5195086705202312,304,t115d_RG
EPHA3,0.04016063,0.03390385,0.7976879,0.3432080924855491,305,t115d_RG
SATB2,0.039871037,0.031175246,0.72615606,0.3157514450867052,306,t115d_RG
LDB2-1,0.03985556,0.027613081,1.2095376,0.42052023121387283,307,t115d_RG
SLCO1C1,0.039811835,0.03332421,0.7160405,0.2861271676300578,308,t115d_RG
PLPP3,0.039716143,0.027520483,1.1517341,0.47326589595375723,309,t115d_RG
LDHA,0.039397895,0.03435926,1.182081,0.33309248554913296,310,t115d_RG
SLC44A5,0.039326955,0.02972595,1.6221098,0.6033236994219653,311,t115d_RG
LRRTM3,0.03916655,0.03037054,1.4776012,0.4393063583815029,312,t115d_RG
PAX3,0.039123155,0.032203086,0.61777455,0.2333815028901734,313,t115d_RG
RFX4,0.03907756,0.028543044,1.4934971,0.5874277456647399,314,t115d_RG
NALF1,0.038983457,0.030456385,2.224711,0.5101156069364162,315,t115d_RG
SPON1,0.038979247,0.032591704,0.6596821,0.22760115606936415,316,t115d_RG
NOVA1,0.038870003,0.024989532,2.2550578,0.7203757225433526,317,t115d_RG
HDAC9,0.038855635,0.029161528,2.740607,0.5527456647398844,318,t115d_RG
ZEB2,0.038746998,0.030200945,1.2731214,0.5671965317919075,319,t115d_RG
NUCKS1,0.03861834,0.03193561,1.2572254,0.49927745664739887,320,t115d_RG
H1-10,0.038577054,0.031633805,1.1950867,0.43858381502890176,321,t115d_RG
CADM1,0.038560335,0.027272774,2.1625721,0.6546242774566474,322,t115d_RG
PALLD,0.038411412,0.027675243,2.5447977,0.6278901734104047,323,t115d_RG
CA12,0.038238,0.029295646,0.7398844,0.3916184971098266,324,t115d_RG
HES4,0.03815837,0.030686965,1.2767341,0.505057803468208,325,t115d_RG
GRM3,0.038130816,0.030141454,1.2384393,0.5021676300578035,326,t115d_RG
MOB3B,0.03810704,0.029810308,1.308526,0.39378612716763006,327,t115d_RG
RGS7,0.03810078,0.022557978,1.7348266,0.5223988439306358,328,t115d_RG
EDNRB,0.0380862,0.032429412,0.7153179,0.2810693641618497,329,t115d_RG
BASP1-AS1,0.037687764,0.024660824,1.7796242,0.536849710982659,330,t115d_RG
FRY,0.03757795,0.025722662,1.4421965,0.6040462427745664,331,t115d_RG
THSD7A,0.037551112,0.025380166,1.5267341,0.559971098265896,332,t115d_RG
CARMIL1,0.037450094,0.028148554,1.0968208,0.4790462427745665,333,t115d_RG
RPS20,0.037339915,0.03165061,0.88439304,0.46459537572254334,334,t115d_RG
SQLE,0.037283808,0.03187671,1.1972543,0.4913294797687861,335,t115d_RG
COL4A5,0.037261594,0.028053984,1.4790462,0.4884393063583815,336,t115d_RG
