gene,bio_rank,ko_l2_mean,residual_l2,resid_rank,mean_expr,frac_expr,is_ref
GALNT14,1006,0.007904129,5.541896761690977e-4,822,0.17268786,0.1054913294797687,FALSE
IL17RD,946,0.0091580665,5.527936591936193e-4,823,0.21242775,0.1582369942196531,TRUE
ONECUT2,1757,0.0015229483,5.514781997584078e-4,824,0.023121387,0.0223988439306358,FALSE
HOXA3,1845,0.001289545,5.512915244852988e-4,825,0.016618498,0.0115606936416184,FALSE
SNX33-1,1737,0.001612622,5.504073339037799e-4,826,0.025289018,0.0245664739884393,FALSE
KLHL35,1646,0.0020075974,5.481130748975408e-4,827,0.03468208,0.0332369942196531,FALSE
VXN,1837,0.0013130675,5.475126945415808e-4,828,0.018063584,0.0166184971098265,FALSE
GNG3,1295,0.0044880356,5.471634907430913e-4,829,0.09393064,0.0802023121387283,FALSE
DLX5,1798,0.0014174355,5.471079250311655e-4,830,0.020231213,0.0173410404624277,FALSE
OLIG3,1649,0.0019916093,5.470371623841011e-4,831,0.031069364,0.0151734104046242,FALSE
VLDLR-AS1,1038,0.0075143,5.459687912276182e-4,832,0.16763006,0.1221098265895953,FALSE
SLC27A6,1261,0.0047984263,5.457437022458872e-4,833,0.095375724,0.0541907514450867,FALSE
TAC1,1878,0.0011883628,5.449048491067409e-4,834,0.01517341,0.0137283236994219,FALSE
SMIM45,1830,0.0013392881,5.432752227753126e-4,835,0.018786127,0.0173410404624277,FALSE
LINC01828,1898,0.001145413,5.429462358557232e-4,836,0.013728323,0.0101156069364161,FALSE
MT1X,1535,0.0027114477,5.425952920585865e-4,837,0.049855493,0.0390173410404624,FALSE
DOC2A,1493,0.0029858567,5.404279815495024e-4,838,0.056358382,0.0440751445086705,FALSE
FREM2,886,0.010238503,5.402569906864247e-4,839,0.23193641,0.1307803468208092,FALSE
GFRA1,1706,0.0017626897,5.394138329778074e-4,840,0.028179191,0.0231213872832369,FALSE
WDFY3-AS1,1676,0.001871385,5.383389494532316e-4,841,0.031791907,0.0310693641618497,FALSE
EPN2-AS1,1539,0.0026409335,5.37558705668104e-4,842,0.048410404,0.0382947976878612,FALSE
PECR,1417,0.003522404,5.347790380376621e-4,843,0.0700867,0.0585260115606936,FALSE
FOXO6,1703,0.0017713184,5.31427971457861e-4,844,0.028901733,0.0252890173410404,FALSE
LINC00402,1788,0.0014484201,5.27496906157737e-4,845,0.020953758,0.0158959537572254,FALSE
CREB3L1,1852,0.0012618635,5.267932266982029e-4,846,0.01734104,0.0158959537572254,FALSE
KCNV2,1777,0.0014733061,5.253975863762404e-4,847,0.022398844,0.0209537572254335,FALSE
LIMD1-AS1,1780,0.0014656436,5.244739019121789e-4,848,0.022398844,0.0216763005780346,FALSE
NPIPA5,1782,0.0014648315,5.236618019121799e-4,849,0.022398844,0.0216763005780346,FALSE
AQP4-AS1,642,0.017771581,5.235047092861761e-4,850,0.4465318,0.2239884393063584,FALSE
RASSF9,1328,0.004215847,5.233269099935079e-4,851,0.081647396,0.0433526011560693,FALSE
SLC17A8,1573,0.0024065452,5.215593546496988e-4,852,0.041907515,0.0267341040462427,FALSE
LINC02232,1475,0.0030948392,5.213729863666599e-4,853,0.056358382,0.0303468208092485,FALSE
SULF2,1034,0.007562643,5.211287237121934e-4,854,0.15968208,0.0758670520231213,FALSE
MFAP4,1461,0.0032058617,5.207837240481314e-4,855,0.059971098,0.0375722543352601,FALSE
LINC00923,1744,0.0015718773,5.195414133271401e-4,856,0.023121387,0.0137283236994219,FALSE
SNCG,1750,0.0015435284,5.181477754708953e-4,857,0.023121387,0.0166184971098265,FALSE
HKDC1,1288,0.0045286594,5.175855596945626e-4,858,0.09104046,0.0578034682080924,FALSE
SEPSECS,1470,0.0031496345,5.172209958405452e-4,859,0.06286127,0.0585260115606936,FALSE
TFF3,1858,0.0012510086,5.163373765478414e-4,860,0.015895953,0.0079479768786127,FALSE
KCNJ16,1580,0.002351199,5.160620362895701e-4,861,0.04118497,0.028179190751445,FALSE
DHFR2,1516,0.0028043368,5.160269268371583e-4,862,0.05346821,0.0455202312138728,FALSE
