gene,bio_rank,ko_l2_mean,mean_expr,frac_expr
CD36,1074,0.0070557953,0.17557803,0.065028901734104
ETFB,1075,0.0070369276,0.22398844,0.1690751445086705
KCTD8,1076,0.0070170104,0.17774567,0.0874277456647398
KCTD13,1077,0.00701209,0.18208092,0.1380057803468208
MYO1D,1078,0.0070099374,0.23121387,0.1589595375722543
UNC79,1079,0.0070075314,0.28757226,0.1893063583815029
DCT,1080,0.006988175,0.13222544,0.0476878612716763
CPEB3,1081,0.0069839223,0.27023122,0.1777456647398844
LINC01876,1082,0.0069807195,0.25072256,0.1083815028901734
DNAI3,1083,0.006975116,0.106213875,0.0614161849710982
ERICH3,1084,0.0069692074,0.16546243,0.1062138728323699
CTDSP1,1085,0.006956165,0.13294798,0.1184971098265895
DLGAP5-1,1086,0.006949903,0.24927746,0.0823699421965317
CNTN6,1087,0.0069470634,0.1315029,0.0802023121387283
SSH1,1088,0.00694048,0.18352601,0.1531791907514451
EYA2,1089,0.006916767,0.11127168,0.0736994219653179
SYT4,1090,0.006904073,0.12427746,0.1011560693641618
SLC1A3-AS1,1091,0.006894469,0.12210982,0.097543352601156
PBK,1092,0.0068544354,0.23627168,0.0917630057803468
URB1,1093,0.006816911,0.1517341,0.1235549132947976
NSG2,1094,0.006812969,0.20014451,0.1604046242774566
MTUS2,1095,0.006805442,0.216763,0.1192196531791907
TUBA1C,1096,0.006804602,0.26734105,0.1127167630057803
MIR325HG,1097,0.0067995214,0.29624277,0.1040462427745664
CFAP144,1098,0.0067890068,0.11849711,0.0505780346820809
SYNDIG1,1099,0.006720946,0.14595376,0.0953757225433526
ARHGAP6,1100,0.0067191897,0.15317918,0.0917630057803468
GADD45G,1101,0.0067038834,0.19653179,0.0715317919075144
NAA10,1102,0.00666824,0.18713872,0.1495664739884393
CERK,1103,0.0066559287,0.18786128,0.1553468208092485
GTSE1,1104,0.006643659,0.22615607,0.0895953757225433
MECOM,1105,0.006617601,0.23410405,0.055635838150289
GTF2H3,1106,0.0066015515,0.19797687,0.1582369942196531
SLCO3A1,1107,0.0065705343,0.16763006,0.1184971098265895
RXRA,1108,0.006553304,0.10476878,0.0924855491329479
LIX1,1109,0.0065530916,0.17413294,0.088150289017341
AGXT,1110,0.006547061,0.11849711,0.0455202312138728
LINC01725,1111,0.006539576,0.17557803,0.0794797687861271
EGR1,1112,0.006509949,0.109104045,0.0332369942196531
DLEU7,1113,0.0064914455,0.17919075,0.1026011560693641
AURKB,1114,0.0064616217,0.18786128,0.0838150289017341
ZNF219,1115,0.0064350395,0.19436416,0.1625722543352601
CCNB2,1116,0.006427554,0.20520231,0.065028901734104
TLL1,1117,0.0063926983,0.12644508,0.0700867052023121
LMX1A,1118,0.006387788,0.10693642,0.0267341040462427
SPANXA2-OT1,1119,0.00638486,0.2947977,0.1271676300578034
BHLHE22,1120,0.006376907,0.10549133,0.0874277456647398
NAPSB,1121,0.0063641937,0.112716764,0.097543352601156
LINC00907,1122,0.006351339,0.18786128,0.0693641618497109
KIF2C,1123,0.0063303,0.2015896,0.0874277456647398
FOXO1,1124,0.006312678,0.12933525,0.0838150289017341
ADAM33,1125,0.0063057607,0.07586705,0.0534682080924855
CEP120,1126,0.006303761,0.16040462,0.1221098265895953
RMDN2-AS1,1127,0.006303226,0.102601156,0.0549132947976878
SPDYE3,1128,0.006289255,0.12138728,0.1011560693641618
OLIG1,1129,0.0062764334,0.09754335,0.0339595375722543
SRC,1130,0.006272129,0.13294798,0.1105491329479768
PLOD3,1131,0.006268759,0.14812139,0.120664739884393
PTCHD1-AS,1132,0.0062499708,0.1300578,0.0592485549132947
KCNJ10,1133,0.006247136,0.11199422,0.0932080924855491
EDIL3,1134,0.006242431,0.19075145,0.1466763005780346
RERGL,1135,0.006215183,0.19869941,0.0484104046242774
OTX2-AS1,1136,0.006171074,0.12138728,0.0426300578034682
NBN,1137,0.006160758,0.17630059,0.1380057803468208
CEBPD,1138,0.00610451,0.10982659,0.0657514450867052
BUB1,1139,0.0060976055,0.23916185,0.088150289017341
PRDM6,1140,0.006092321,0.11416185,0.0368497109826589
RYR2,1141,0.0060585705,0.119942196,0.097543352601156
BHLHE40,1142,0.0060185534,0.07297688,0.0570809248554913
NHERF1,1143,0.006018255,0.13294798,0.1083815028901734
RMDN3,1144,0.0060084844,0.17124277,0.1394508670520231
CHMP4A,1145,0.006000378,0.17413294,0.1322254335260115
EMP1,1146,0.0059986804,0.067919075,0.0433526011560693
SPHKAP,1147,0.005993428,0.1083815,0.0867052023121387
GRM1,1148,0.005989803,0.11416185,0.0794797687861271
ARHGEF28,1149,0.0059862714,0.106213875,0.0794797687861271
KLHL4,1150,0.005958951,0.11054913,0.0722543352601156
ENPP2,1151,0.005956067,0.17268786,0.1083815028901734
ARPC4,1152,0.005948628,0.15101156,0.1307803468208092
DYNC1I1,1153,0.005947548,0.13078035,0.1040462427745664
TPPP3,1154,0.0059441375,0.12933525,0.0541907514450867
ERVMER61-1,1155,0.0059319385,0.06286127,0.0361271676300578
DEPDC1B,1156,0.0058845193,0.18352601,0.1098265895953757
ATP2C2,1157,0.0058807363,0.10982659,0.0816473988439306
MIR646HG,1158,0.005869452,0.18713872,0.0968208092485549
CIBAR1-DT,1159,0.005864102,0.11127168,0.0845375722543352
RNF217-AS1,1160,0.005857403,0.11488439,0.0794797687861271
WNT7B,1161,0.005855756,0.115606934,0.0657514450867052
FBXL18,1162,0.0058509675,0.15317918,0.125
ZNF793,1163,0.0058494564,0.18858382,0.1517341040462427
ID1,1164,0.0058444375,0.25072256,0.0736994219653179
CKS1B,1165,0.0058354526,0.17052023,0.1004335260115606
HCN1,1166,0.0058291075,0.14306359,0.0867052023121387
ARHGAP24,1167,0.005797861,0.13800578,0.0845375722543352
PCDHB16,1168,0.0057971724,0.081647396,0.0657514450867052
SLA,1169,0.005794469,0.1083815,0.0823699421965317
IRX3,1170,0.005794257,0.09682081,0.0664739884393063
PCDH9-AS1,1171,0.005785315,0.081647396,0.0541907514450867
EXD2,1172,0.005768316,0.16040462,0.130057803468208
ITIH5,1173,0.005767367,0.078034684,0.0390173410404624
VIPR2,1174,0.0057379412,0.09682081,0.0491329479768786
PTPRU-1,1175,0.005729247,0.22254336,0.111271676300578
PEX5L,1176,0.005695615,0.123554915,0.0932080924855491
COL21A1,1177,0.0056906347,0.10693642,0.055635838150289
TPBG,1178,0.005682195,0.2066474,0.0484104046242774
ADRA2A,1179,0.005675736,0.06213873,0.0520231213872832
SLC6A1-AS1,1180,0.005672969,0.07514451,0.0657514450867052
CCBE1,1181,0.0056650075,0.056358382,0.0455202312138728
CDH9,1182,0.0056594405,0.11849711,0.0570809248554913
EXOC3,1183,0.0056418166,0.13367052,0.1156069364161849
FNDC4,1184,0.0056329765,0.123554915,0.1091040462427745
PRDM8,1185,0.005632944,0.11054913,0.0910404624277456
HAS2,1186,0.0056321905,0.10404624,0.0643063583815028
LINC01091,1187,0.005630972,0.07369942,0.0484104046242774
DLX6-AS1,1188,0.005629548,0.07586705,0.0570809248554913
PRRG1,1189,0.00562006,0.10476878,0.0867052023121387
SLC22A3,1190,0.0056142164,0.098988436,0.051300578034682
RBFOX3,1191,0.005599609,0.115606934,0.0823699421965317
DIO2,1192,0.0055875024,0.11777457,0.0765895953757225
TMEM240,1193,0.005545308,0.085260116,0.0802023121387283
RBM20,1194,0.005516665,0.09465318,0.0447976878612716
IGSF21,1195,0.005461497,0.106213875,0.0657514450867052
SDHAF2,1196,0.005458279,0.070809245,0.0643063583815028
CCDC85A,1197,0.005453836,0.13078035,0.0910404624277456
EFS,1198,0.0054509523,0.13583815,0.1134393063583815
NRP2,1199,0.0054446557,0.11777457,0.0751445086705202
CPNE8,1200,0.0053938283,0.09609827,0.0708092485549133
LINC02256,1201,0.005376811,0.074421965,0.0679190751445086
QPRT,1202,0.005358634,0.08598266,0.0729768786127167
LINC01619,1203,0.0053522056,0.17557803,0.1040462427745664
SEMA3E,1204,0.0053398404,0.10115607,0.0614161849710982
TC2N,1205,0.0053397184,0.109104045,0.0606936416184971
KLHL21,1206,0.005336683,0.08453757,0.0679190751445086
TNFRSF1A,1207,0.005335403,0.09393064,0.0802023121387283
TTK,1208,0.005333881,0.2015896,0.088150289017341
ACKR3,1209,0.0053315545,0.12572254,0.0708092485549133
SH3BP2,1210,0.005319277,0.10549133,0.097543352601156
CCND1,1211,0.0053060567,0.12644508,0.0635838150289017
TSHZ3,1212,0.005282358,0.13294798,0.097543352601156
RERG,1213,0.0052795196,0.115606934,0.0917630057803468
IL1RAPL2,1214,0.0052659926,0.06936416,0.0469653179190751
PIK3R2,1215,0.005250763,0.15245664,0.1278901734104046
C21orf62,1216,0.005227661,0.08453757,0.0606936416184971
PRSS51,1217,0.005220833,0.06358381,0.055635838150289
NEFM,1218,0.005215517,0.08453757,0.0751445086705202
PYGB,1219,0.00521239,0.15534683,0.1322254335260115
SNAP25-AS1,1220,0.0051902635,0.14089595,0.0997109826589595
TSPAN13,1221,0.005188294,0.18424855,0.1502890173410404
LINC01505,1222,0.005186209,0.14739884,0.0773121387283237
LIMD2,1223,0.005185631,0.07297688,0.0614161849710982
CCNT2-AS1,1224,0.0051702796,0.119942196,0.0816473988439306
NEFL,1225,0.0051587145,0.0700867,0.0621387283236994
PKN3,1226,0.0051200064,0.12066474,0.0960982658959537
CDCA3,1227,0.0051119863,0.115606934,0.0585260115606936
PI16,1228,0.0051095313,0.10187861,0.028179190751445
PCSK2,1229,0.005109128,0.1315029,0.0997109826589595
ARL4A,1230,0.005090048,0.11488439,0.0823699421965317
LINC-PINT,1231,0.005086572,0.06719653,0.0606936416184971
GAD2,1232,0.0050853263,0.06286127,0.0541907514450867
NUP37,1233,0.005061091,0.15317918,0.1199421965317919
EYA4,1234,0.005045917,0.07875723,0.0541907514450867
SLC38A3,1235,0.005044598,0.07875723,0.0693641618497109
LINC01266,1236,0.0050180433,0.088872835,0.0527456647398843
GSTM5,1237,0.0050165383,0.07225434,0.0614161849710982
ZSCAN26,1238,0.0050118547,0.074421965,0.0664739884393063
SOX3,1239,0.005007377,0.12210982,0.0729768786127167
MIR137HG,1240,0.0049916855,0.07947977,0.0657514450867052
ENDOG,1241,0.004984995,0.10115607,0.0794797687861271
MORN5,1242,0.0049739904,0.102601156,0.055635838150289
CDC20,1243,0.0049537066,0.17774567,0.051300578034682
NXPH2,1244,0.004951543,0.09465318,0.0563583815028901
MSX2,1245,0.004947789,0.07875723,0.0447976878612716
ADRA1D,1246,0.0049289665,0.0867052,0.0549132947976878
EOMES,1247,0.0048902477,0.04552023,0.0361271676300578
S100A10,1248,0.0048850244,0.11921965,0.0382947976878612
LEPR,1249,0.004884434,0.119942196,0.0859826589595375
MTTP,1250,0.004875104,0.070809245,0.0592485549132947
AREG,1251,0.0048734783,0.078034684,0.0527456647398843
SLC24A2,1252,0.004839486,0.09104046,0.0708092485549133
CDH6,1253,0.004835946,0.1083815,0.0816473988439306
COX15,1254,0.004830554,0.067919075,0.0606936416184971
THSD7B,1255,0.0048301225,0.09682081,0.0592485549132947
LRMDA,1256,0.0048244516,0.09609827,0.051300578034682
ENOX2,1257,0.0048191445,0.15606937,0.0968208092485549
SGO1,1258,0.0048184954,0.16329479,0.0773121387283237
ZMAT4,1259,0.0048130252,0.1083815,0.0773121387283237
TBR1,1260,0.004798584,0.08381503,0.0700867052023121
SLC27A6,1261,0.0047984263,0.095375724,0.0541907514450867
ZDHHC7,1262,0.0047928193,0.12861271,0.1105491329479768
DLL3,1263,0.004787923,0.098988436,0.0628612716763005
ZNF766,1264,0.0047875238,0.13439307,0.1127167630057803
VWC2,1265,0.0047693895,0.08309249,0.0498554913294797
INSM1,1266,0.004765326,0.095375724,0.0838150289017341
SLC35F4,1267,0.0047633373,0.091763005,0.0664739884393063
WFDC1,1268,0.0047459807,0.08236994,0.0440751445086705
LINC01776,1269,0.004728474,0.06286127,0.0433526011560693
LMO1,1270,0.0047163614,0.0700867,0.0549132947976878
GDF10,1271,0.004705059,0.08236994,0.0354046242774566
ADCY8-1,1272,0.0046957973,0.08309249,0.0606936416184971
ENTR1,1273,0.0046765557,0.123554915,0.1098265895953757
RAB3C,1274,0.00465994,0.16401733,0.1091040462427745
ZNF418,1275,0.004656162,0.095375724,0.0823699421965317
WNT11,1276,0.0046504983,0.064306356,0.0433526011560693
RAB34,1277,0.004639169,0.08453757,0.0765895953757225
TRIP6,1278,0.004625438,0.102601156,0.0823699421965317
LINC02223,1279,0.0046078674,0.098988436,0.0498554913294797
NEIL3,1280,0.004604943,0.14089595,0.0773121387283237
LINC02315,1281,0.0045841956,0.14450867,0.0498554913294797
B4GAT1-1,1282,0.0045700716,0.06647399,0.0643063583815028
BRINP1,1283,0.0045418986,0.10404624,0.0758670520231213
ARSD,1284,0.0045410627,0.08381503,0.074421965317919
LINC00276,1285,0.0045396164,0.16546243,0.0758670520231213
ABTB3,1286,0.0045354795,0.0700867,0.0549132947976878
NTS,1287,0.00453116,0.088872835,0.0426300578034682
HKDC1,1288,0.0045286594,0.09104046,0.0578034682080924
MARCHF4,1289,0.004511478,0.099710986,0.0722543352601156
LINC02666,1290,0.0045084734,0.08236994,0.0686416184971098
HAPLN1,1291,0.004506303,0.09248555,0.0599710982658959
ST8SIA5,1292,0.0045034476,0.06069364,0.0491329479768786
TOX2,1293,0.004503337,0.08309249,0.0679190751445086
PTF1A,1294,0.0044993795,0.0700867,0.0354046242774566
GNG3,1295,0.0044880356,0.09393064,0.0802023121387283
LRP5,1296,0.004487773,0.12716763,0.0924855491329479
TRABD2B,1297,0.0044857217,0.05346821,0.0397398843930635
SLCO5A1,1298,0.004481063,0.17413294,0.1170520231213872
LAMP5,1299,0.0044780206,0.059248555,0.0491329479768786
SHANK3,1300,0.0044766236,0.07586705,0.0664739884393063
SNRPD3,1301,0.004470608,0.07586705,0.0700867052023121
LINC02641,1302,0.004463006,0.051300578,0.0354046242774566
CFAP77,1303,0.0044521773,0.08236994,0.0570809248554913
PRKCB,1304,0.0044381684,0.09609827,0.0758670520231213
USH1C,1305,0.00443534,0.06647399,0.0354046242774566
CDCA2,1306,0.004429819,0.15534683,0.0693641618497109
PLS3,1307,0.0044297483,0.085260116,0.0708092485549133
CAPSL,1308,0.0044187247,0.119942196,0.0491329479768786
LGR6,1309,0.0044178097,0.06575145,0.0433526011560693
DYNLL1,1310,0.0044172034,0.0650289,0.0440751445086705
PIF1,1311,0.0044116057,0.099710986,0.0368497109826589
KCNH5,1312,0.004376578,0.085260116,0.0614161849710982
LINC01956,1313,0.0043638283,0.03468208,0.01878612716763
SCNM1,1314,0.004361968,0.10982659,0.0939306358381502
FKBP15,1315,0.0043521617,0.123554915,0.1004335260115606
RIMBP2-1,1316,0.0043326505,0.08236994,0.0693641618497109
RUNDC3B,1317,0.004327579,0.098265894,0.0867052023121387
TNR,1318,0.0042977124,0.071531795,0.0534682080924855
SNHG22,1319,0.004285624,0.067919075,0.0570809248554913
MITF,1320,0.004280724,0.07947977,0.0570809248554913
KDELR2,1321,0.0042764316,0.070809245,0.0635838150289017
REPIN1,1322,0.004268341,0.050578035,0.0491329479768786
MAN2A2,1323,0.0042433445,0.074421965,0.0700867052023121
AURKA,1324,0.004237826,0.123554915,0.0549132947976878
KIRREL2,1325,0.004225635,0.057803467,0.0354046242774566
DCN,1326,0.0042239386,0.04696532,0.0289017341040462
TEX26,1327,0.0042210384,0.07586705,0.0578034682080924
RASSF9,1328,0.004215847,0.081647396,0.0433526011560693
VAV3,1329,0.004213909,0.0700867,0.0541907514450867
SLC25A21-1,1330,0.0042137504,0.116329476,0.0794797687861271
MGP,1331,0.0042050625,0.06936416,0.0260115606936416
RGMB,1332,0.004201682,0.11849711,0.0982658959537572
RCAN2,1333,0.0041992553,0.08020231,0.0621387283236994
PCDHA4-1,1334,0.0041740956,0.099710986,0.0599710982658959
RARB,1335,0.004166353,0.07947977,0.0578034682080924
LEF1,1336,0.0041578575,0.098988436,0.0541907514450867
EBF3,1337,0.0041471394,0.074421965,0.0476878612716763
DPF3,1338,0.004140697,0.07658959,0.0606936416184971
MAN2B1,1339,0.004101551,0.10043353,0.0852601156069364
VAMP5,1340,0.004086328,0.048410404,0.0354046242774566
RASGRF2,1341,0.0040842886,0.06286127,0.0520231213872832
NPPC,1342,0.004077395,0.06358381,0.0520231213872832
SMIM20,1343,0.0040559713,0.13078035,0.101878612716763
AGTRAP,1344,0.004043674,0.1033237,0.0830924855491329
NKX6-2,1345,0.0040356,0.10187861,0.0310693641618497
TCERG1L,1346,0.004025723,0.09609827,0.0628612716763005
TRPC4,1347,0.0040251613,0.091763005,0.0729768786127167
GPX8,1348,0.0040182695,0.098988436,0.0794797687861271
RGS16,1349,0.0040104734,0.08598266,0.0455202312138728
EYA1,1350,0.004009663,0.070809245,0.0426300578034682
SNTG2,1351,0.003999035,0.08453757,0.055635838150289
IMPA2,1352,0.003997951,0.102601156,0.0794797687861271
H2BC6-AS1,1353,0.003997058,0.091763005,0.0520231213872832
B3GALT5,1354,0.0039924686,0.061416186,0.0549132947976878
PLPPR2,1355,0.0039789323,0.08742774,0.0809248554913294
SLC12A7,1356,0.0039620656,0.0650289,0.0585260115606936
OLFM3,1357,0.0039517507,0.088872835,0.0671965317919075
NECAB1,1358,0.003951187,0.06864162,0.0570809248554913
TRMT44,1359,0.0039421218,0.08815029,0.078757225433526
CFAP157,1360,0.0039192475,0.09248555,0.041907514450867
BNC2,1361,0.0039186394,0.08815029,0.0433526011560693
ST18,1362,0.0038951514,0.059248555,0.0375722543352601
DGAT1,1363,0.0038788328,0.08236994,0.074421965317919
SPATA6L,1364,0.0038771348,0.10043353,0.0794797687861271
LUM,1365,0.0038500836,0.046242774,0.0346820809248554
MT1F,1366,0.0038486808,0.061416186,0.0469653179190751
CDKN3,1367,0.0038484505,0.15245664,0.0628612716763005
LRP3,1368,0.0038419983,0.10187861,0.0895953757225433
INA,1369,0.0038364988,0.10765896,0.0968208092485549
STX1B,1370,0.0037919902,0.06647399,0.0599710982658959
LHX1,1371,0.0037879054,0.03251445,0.0289017341040462
CALCRL,1372,0.0037876223,0.061416186,0.0447976878612716
C11orf68,1373,0.0037838414,0.07297688,0.0679190751445086
ENKD1,1374,0.0037766434,0.06719653,0.0614161849710982
CYP26A1,1375,0.0037730932,0.07586705,0.0317919075144508
ZNF500,1376,0.0037724758,0.05563584,0.0491329479768786
LHX9,1377,0.003755212,0.040462427,0.0260115606936416
ASB8,1378,0.0037450108,0.098988436,0.0809248554913294
NR4A2,1379,0.0037263555,0.07369942,0.0599710982658959
NRN1,1380,0.0037160881,0.06286127,0.0563583815028901
PAK6-1,1381,0.0037115354,0.057803467,0.0433526011560693
ITGB5-AS1,1382,0.003702721,0.06358381,0.0534682080924855
PALMD,1383,0.003701636,0.07586705,0.0606936416184971
CNOT11,1384,0.0036949771,0.088872835,0.0773121387283237
MAF,1385,0.0036908688,0.061416186,0.0520231213872832
TMEM63A,1386,0.0036851403,0.06864162,0.0585260115606936
BMPER,1387,0.0036744021,0.088872835,0.0599710982658959
MIR4300HG,1388,0.003672701,0.06647399,0.0346820809248554
ANXA1,1389,0.003670179,0.112716764,0.0433526011560693
SLITRK6,1390,0.003654134,0.049855493,0.041907514450867
NMU,1391,0.00365104,0.12789017,0.0411849710982658
NPPC-1,1392,0.003646111,0.09609827,0.0751445086705202
CDCA8,1393,0.0036451714,0.12210982,0.055635838150289
SMOC2,1394,0.0036444506,0.1083815,0.0968208092485549
ZNF180,1395,0.0036426482,0.06936416,0.0628612716763005
CDKN1C,1396,0.0036423372,0.09320809,0.0426300578034682
NPAS2,1397,0.003639071,0.06286127,0.0491329479768786
TRHDE,1398,0.003636365,0.06213873,0.0397398843930635
FLNC,1399,0.0036360791,0.051300578,0.0426300578034682
FHIP1A,1400,0.003632759,0.06864162,0.0484104046242774
PXN,1401,0.0036271394,0.07875723,0.0722543352601156
RBM15,1402,0.0036079732,0.07947977,0.0671965317919075
MMADHC-DT,1403,0.0035840687,0.1033237,0.0534682080924855
OTX2,1404,0.0035749155,0.05346821,0.0274566473988439
HHIPL1,1405,0.0035719955,0.056358382,0.0476878612716763
FAM47E,1406,0.0035682986,0.054913294,0.0476878612716763
DOCK2,1407,0.003565968,0.061416186,0.051300578034682
PLK1,1408,0.0035615845,0.10476878,0.0447976878612716
GJD3-1,1409,0.0035517544,0.099710986,0.0664739884393063
NEUROG2,1410,0.0035486221,0.07947977,0.0455202312138728
AGA,1411,0.0035471448,0.06647399,0.0592485549132947
MKRN2OS,1412,0.003544929,0.07586705,0.0679190751445086
DDX19B,1413,0.003532808,0.06575145,0.0599710982658959
RAB3B,1414,0.0035298152,0.06575145,0.0527456647398843
LINC01630,1415,0.0035259249,0.059248555,0.0375722543352601
PGM5,1416,0.0035253556,0.049855493,0.0339595375722543
PECR,1417,0.003522404,0.0700867,0.0585260115606936
CENPA,1418,0.0035131576,0.1365607,0.0520231213872832
LRRTM2,1419,0.003508931,0.07586705,0.0657514450867052
ANKRD18CP,1420,0.003508559,0.056358382,0.0317919075144508
GPC5-AS2,1421,0.0035032423,0.0433526,0.0354046242774566
MOCOS,1422,0.0035025736,0.04696532,0.0354046242774566
GSR,1423,0.0034942462,0.099710986,0.0830924855491329
CD38,1424,0.0034836945,0.059971098,0.0440751445086705
RORA-1,1425,0.0034790288,0.085260116,0.0491329479768786
CLN8,1426,0.003473463,0.04696532,0.0440751445086705
RAB43,1427,0.003467262,0.051300578,0.0455202312138728
VEGFC,1428,0.0034591202,0.078034684,0.0498554913294797
LINC02306,1429,0.0034547478,0.04552023,0.0289017341040462
DNAJB4,1430,0.0034542126,0.051300578,0.0491329479768786
CORO1B,1431,0.0034519262,0.08309249,0.0722543352601156
CLK2,1432,0.0034442004,0.070809245,0.0635838150289017
PRSS12,1433,0.0034306655,0.046242774,0.0390173410404624
POU2F2,1434,0.0034278966,0.09031792,0.0671965317919075
MAL2,1435,0.0034230435,0.06647399,0.0541907514450867
MEIS1-AS2,1436,0.0034192607,0.057080925,0.0491329479768786
TST,1437,0.0033928049,0.06213873,0.0520231213872832
HAPLN3,1438,0.0033926296,0.04696532,0.0411849710982658
LINC02055,1439,0.0033850065,0.06719653,0.0375722543352601
CCNA2-1,1440,0.0033846612,0.14956647,0.0570809248554913
LINC02197,1441,0.0033772918,0.057803467,0.0216763005780346
WARS2-IT1,1442,0.0033755742,0.051300578,0.0440751445086705
DRP2,1443,0.0033631586,0.0700867,0.055635838150289
NYAP2,1444,0.0033528458,0.08742774,0.0708092485549133
LINC01418,1445,0.0033506735,0.06647399,0.0411849710982658
VPS33A,1446,0.003338703,0.091763005,0.0780346820809248
TFAP2B,1447,0.003299379,0.033236995,0.0209537572254335
NETO1,1448,0.0032989068,0.07586705,0.0491329479768786
SDCBP2,1449,0.0032758217,0.06213873,0.051300578034682
LRFN2,1450,0.0032719078,0.06286127,0.0426300578034682
RAB9B,1451,0.0032554707,0.040462427,0.0346820809248554
GPR63,1452,0.0032430307,0.081647396,0.0700867052023121
RAB27B,1453,0.0032360312,0.052745666,0.0411849710982658
GPRIN3,1454,0.0032359003,0.06213873,0.0505780346820809
APOL2,1455,0.0032259591,0.048410404,0.0411849710982658
SEZ6L2,1456,0.0032242916,0.07586705,0.0671965317919075
HSD17B6,1457,0.0032222678,0.044075146,0.0267341040462427
NPTX2,1458,0.0032164527,0.06936416,0.0404624277456647
ADAMTS18,1459,0.0032099313,0.08236994,0.0231213872832369
LINC02899,1460,0.0032094948,0.08092485,0.0368497109826589
MFAP4,1461,0.0032058617,0.059971098,0.0375722543352601
SLC43A3,1462,0.0031999177,0.04118497,0.0397398843930635
NFKBIA,1463,0.0031961477,0.074421965,0.0671965317919075
RBMS3-AS2,1464,0.00317569,0.035404623,0.0296242774566473
ZNF775,1465,0.0031668355,0.05202312,0.0469653179190751
RAB40B,1466,0.0031638076,0.08959538,0.0780346820809248
ZNF853,1467,0.003162422,0.051300578,0.0440751445086705
MSX1,1468,0.003158424,0.058526013,0.0339595375722543
FBRS,1469,0.0031554159,0.0650289,0.0621387283236994
SEPSECS,1470,0.0031496345,0.06286127,0.0585260115606936
ADAMTS19,1471,0.0031459904,0.070809245,0.0491329479768786
DDX3P1,1472,0.0031435553,0.06864162,0.0520231213872832
PIMREG,1473,0.0031371894,0.09320809,0.0484104046242774
TEX15,1474,0.0031355282,0.06069364,0.0426300578034682
LINC02232,1475,0.0030948392,0.056358382,0.0303468208092485
TNS2,1476,0.003093998,0.054913294,0.0505780346820809
SLC36A1,1477,0.0030909402,0.06213873,0.0534682080924855
ASS1,1478,0.0030895493,0.049855493,0.0289017341040462
ADRA1D-1,1479,0.0030697405,0.03612717,0.0267341040462427
KCNJ3,1480,0.003064187,0.064306356,0.0527456647398843
RIOK2,1481,0.0030634108,0.08453757,0.0736994219653179
SV2C,1482,0.0030555914,0.08092485,0.0484104046242774
PLA2R1,1483,0.0030493038,0.04479769,0.0368497109826589
FDX2,1484,0.0030460532,0.04552023,0.0447976878612716
SYNPO2,1485,0.0030400539,0.051300578,0.0397398843930635
SAMD3,1486,0.0030343735,0.041907515,0.0361271676300578
PITPNA-AS1,1487,0.0030330846,0.059971098,0.0534682080924855
SLC17A6,1488,0.0030286757,0.042630058,0.0354046242774566
NFATC2,1489,0.0030215592,0.08020231,0.0382947976878612
CPED1,1490,0.0030093568,0.05563584,0.0296242774566473
SPHK1,1491,0.0030019558,0.046242774,0.0375722543352601
NEK2,1492,0.002994228,0.1083815,0.0332369942196531
DOC2A,1493,0.0029858567,0.056358382,0.0440751445086705
IGSF6,1494,0.0029820527,0.047687862,0.0411849710982658
LINC02774,1495,0.0029812425,0.048410404,0.041907514450867
INF2,1496,0.002980108,0.06575145,0.0599710982658959
MIR1915HG,1497,0.0029755428,0.05202312,0.0469653179190751
MYO18A,1498,0.0029742138,0.059248555,0.0520231213872832
CTU1,1499,0.0029706832,0.046242774,0.0426300578034682
CLDN10,1500,0.0029641993,0.047687862,0.0375722543352601
TMEM151B,1501,0.002954261,0.046242774,0.0455202312138728
LINC02254,1502,0.002939782,0.03468208,0.0260115606936416
ZNG1C,1503,0.002926384,0.052745666,0.0491329479768786
MEIKIN,1504,0.0029257732,0.031069364,0.0245664739884393
TOGARAM2,1505,0.002922353,0.056358382,0.0375722543352601
LINC00499,1506,0.00290273,0.056358382,0.0390173410404624
FXYD1,1507,0.0029017336,0.046242774,0.0390173410404624
LINC00648,1508,0.0028956132,0.047687862,0.0397398843930635
RRM2B,1509,0.0028873389,0.06719653,0.0592485549132947
NAPRT,1510,0.002874444,0.06069364,0.0541907514450867
TNFAIP8L1,1511,0.002871821,0.050578035,0.0462427745664739
CLDN5,1512,0.002848444,0.05346821,0.0390173410404624
KCNE4,1513,0.0028481125,0.03468208,0.0216763005780346
KCNIP2,1514,0.0028450843,0.051300578,0.0455202312138728
TCFL5,1515,0.0028223374,0.06864162,0.0657514450867052
DHFR2,1516,0.0028043368,0.05346821,0.0455202312138728
SNIP1,1517,0.0028018623,0.06213873,0.0520231213872832
SYCP3,1518,0.0028003668,0.03684971,0.0361271676300578
MTARC1,1519,0.0027889968,0.058526013,0.051300578034682
LINC02301,1520,0.002786634,0.059248555,0.0382947976878612
NXT1,1521,0.0027838321,0.078034684,0.065028901734104
EML3,1522,0.0027796782,0.03034682,0.0289017341040462
PLA2G4A,1523,0.0027777508,0.033959538,0.0289017341040462
NWD2,1524,0.0027599677,0.027456647,0.0231213872832369
PPP1R1B,1525,0.0027533,0.03468208,0.0260115606936416
HOXB2,1526,0.0027506405,0.03684971,0.0195086705202312
HCG22,1527,0.0027489334,0.04696532,0.0404624277456647
CHRM2,1528,0.002744284,0.047687862,0.0346820809248554
INO80-AS1,1529,0.0027437212,0.03612717,0.0339595375722543
