gene,ko_l2_mean,ko_centroid_shift,mean_expr,frac_expr,rank,t0_tag
ELAVL2,0.011220965,0.0089756185,0.2578102,0.19445255474452555,739,t70d_RG
BUB1,0.011031526,0.008035226,0.34335765,0.16671532846715328,740,t70d_RG
FZD2,0.010973907,0.008571055,0.19649635,0.16262773722627738,741,t70d_RG
NEUROG2-AS1,0.0109591745,0.00878691,0.16875912,0.11240875912408758,742,t70d_RG
SEL1L3,0.010849919,0.008468588,0.1868613,0.13635036496350364,743,t70d_RG
ABRACL,0.010848602,0.008541697,0.23182482,0.1964963503649635,744,t70d_RG
RAB34,0.010829372,0.008621515,0.15824817,0.14043795620437957,745,t70d_RG
PRELID2,0.01081921,0.007866399,0.21956204,0.15328467153284672,746,t70d_RG
NETO2,0.010784478,0.0072789593,0.34481752,0.24058394160583943,747,t70d_RG
MON2,0.010778148,0.008029439,0.3491971,0.2575182481751825,748,t70d_RG
RNF220,0.010752374,0.0091605,0.13372263,0.09927007299270073,749,t70d_RG
GNG3,0.010734611,0.008389096,0.2140146,0.17518248175182483,750,t70d_RG
IL33,0.0107296705,0.008827993,0.15182482,0.10686131386861314,751,t70d_RG
NSG1,0.010726355,0.00796266,0.25576642,0.19912408759124087,752,t70d_RG
RALYL,0.010694524,0.008842799,0.23094891,0.1056934306569343,753,t70d_RG
CHST11,0.010647645,0.0075330497,0.3179562,0.2,754,t70d_RG
HES5,0.010631969,0.007653017,0.43678832,0.14948905109489052,755,t70d_RG
AGBL4,0.010614397,0.008517662,0.22890511,0.1305109489051095,756,t70d_RG
ZDHHC21,0.010590616,0.007058344,0.26978102,0.20817518248175182,757,t70d_RG
PDE3A,0.010542659,0.008317889,0.18744525,0.13138686131386862,758,t70d_RG
SLC4A10,0.0105423,0.0084936675,0.2070073,0.15240875912408758,759,t70d_RG
ADAMTSL1,0.010446362,0.0076976926,0.3211679,0.09722627737226278,760,t70d_RG
ANKRD30BL,0.010340217,0.008278221,0.19445255,0.12875912408759124,761,t70d_RG
ZNF766,0.010325674,0.007914911,0.22218978,0.18627737226277372,762,t70d_RG
STRADA,0.010319639,0.0069700177,0.2870073,0.2283211678832117,763,t70d_RG
ATP1A2,0.010307361,0.008826591,0.12671533,0.08175182481751825,764,t70d_RG
OPCML,0.010254365,0.00757171,0.21722628,0.12934306569343065,765,t70d_RG
LINC02609,0.010248158,0.00787272,0.12583941,0.08934306569343066,766,t70d_RG
LYPD1,0.010240445,0.008211733,0.15766424,0.09284671532846715,767,t70d_RG
LMO1,0.010224037,0.008371386,0.13605839,0.09576642335766423,768,t70d_RG
H1-3,0.010195693,0.008300048,0.17781022,0.12029197080291971,769,t70d_RG
DNAI1,0.010136164,0.0077330885,0.15211679,0.11007299270072993,770,t70d_RG
OLFM3,0.010122965,0.00705369,0.22072993,0.12408759124087591,771,t70d_RG
CD9,0.009957447,0.008304467,0.10189781,0.06978102189781021,772,t70d_RG
PTPRU-1,0.009916464,0.0058294474,0.28233576,0.20233576642335765,773,t70d_RG
UST,0.009893569,0.007054191,0.1868613,0.12992700729927006,774,t70d_RG
NTN1,0.009890974,0.007729929,0.23386861,0.10715328467153284,775,t70d_RG
ERC2,0.009867672,0.0072066067,0.31445256,0.21751824817518248,776,t70d_RG
PIF1,0.009811633,0.008213289,0.18335767,0.08467153284671533,777,t70d_RG
SCG5,0.009752334,0.007624273,0.18014598,0.15094890510948905,778,t70d_RG
RASSF8,0.009723806,0.0058704023,0.26744527,0.18773722627737227,779,t70d_RG
ESRRG,0.009648171,0.00736827,0.20759124,0.1310948905109489,780,t70d_RG
GALNT13,0.009633071,0.00746327,0.2589781,0.17927007299270073,781,t70d_RG
TNIK,0.00961463,0.006852638,0.3929927,0.21313868613138687,782,t70d_RG
APLP1,0.009608876,0.007218538,0.2770803,0.2151824817518248,783,t70d_RG
BMT2,0.009605288,0.0059414636,0.3068613,0.23357664233576642,784,t70d_RG
TOPBP1,0.009581535,0.0068989475,0.25547445,0.20262773722627736,785,t70d_RG
AGBL1,0.0095759705,0.0072299177,0.21868613,0.09167883211678832,786,t70d_RG
SNCA,0.0095478,0.007424598,0.13605839,0.1127007299270073,787,t70d_RG
MGMT,0.009536287,0.0065015303,0.20087591,0.16905109489051096,788,t70d_RG
ATXN1,0.009515691,0.0079463385,0.21927008,0.12846715328467154,789,t70d_RG
NEIL3,0.009484192,0.006822098,0.20437956,0.13722627737226278,790,t70d_RG
GSTM5,0.00947444,0.0076569044,0.11124088,0.09839416058394161,791,t70d_RG
UNK,0.009459785,0.006054415,0.32379562,0.24467153284671533,792,t70d_RG
DCX,0.009419143,0.007956852,0.1929927,0.15737226277372263,793,t70d_RG
RSPO1,0.009362386,0.007887176,0.09547445,0.0689051094890511,794,t70d_RG
MAST4,0.0093574505,0.007463881,0.16759124,0.11883211678832117,795,t70d_RG
IBTK,0.009338824,0.0057526636,0.34861314,0.26423357664233577,796,t70d_RG
CYP26A1,0.009333293,0.0070498004,0.14277372,0.06306569343065693,797,t70d_RG
LRP1B,0.009248149,0.0069110747,0.26072994,0.11153284671532847,798,t70d_RG
RBMS3,0.009220383,0.007032598,0.19328468,0.11795620437956204,799,t70d_RG
EEPD1,0.0092165945,0.0065664104,0.20321168,0.13255474452554744,800,t70d_RG
ELMO1,0.009160264,0.0058618914,0.26394162,0.1813138686131387,801,t70d_RG
UNC5C,0.009140416,0.0077129453,0.13138686,0.07328467153284672,802,t70d_RG
ADCY2,0.009100129,0.0072851297,0.14919709,0.09839416058394161,803,t70d_RG
AFF2,0.009098354,0.0075842794,0.20671533,0.1305109489051095,804,t70d_RG
PLPPR1,0.009087215,0.0070206737,0.20992701,0.14861313868613138,805,t70d_RG
PITPNA-AS1,0.009064228,0.007122489,0.14072993,0.1308029197080292,806,t70d_RG
DGKB,0.009042298,0.007449551,0.1529927,0.08788321167883212,807,t70d_RG
SLAIN1,0.00901157,0.00694254,0.2449635,0.1891970802919708,808,t70d_RG
SMIM20,0.009006541,0.0058308966,0.23941606,0.20233576642335765,809,t70d_RG
CDH10,0.009000173,0.005711201,0.20116788,0.13722627737226278,810,t70d_RG
SNAP25-AS1,0.008949718,0.0066704536,0.21051095,0.14277372262773722,811,t70d_RG
PRTG,0.008932399,0.0062892404,0.18423358,0.11094890510948906,812,t70d_RG
HJURP,0.008929363,0.0057681254,0.25518247,0.14452554744525548,813,t70d_RG
PCDH9-AS2,0.008915915,0.00713265,0.14948905,0.09576642335766423,814,t70d_RG
CDCA2,0.008911837,0.005770744,0.2718248,0.1421897810218978,815,t70d_RG
MARCHF3,0.008899729,0.0066306842,0.23211679,0.15532846715328466,816,t70d_RG
LRFN5,0.008882556,0.006965511,0.22832116,0.13138686131386862,817,t70d_RG
CD81,0.008744338,0.0068686707,0.18656935,0.11503649635036496,818,t70d_RG
UBA6-DT,0.008703879,0.0066531007,0.31328467,0.19532846715328467,819,t70d_RG
SH3RF3,0.008695442,0.0062516048,0.15649635,0.1056934306569343,820,t70d_RG
KCNB2,0.008682775,0.0068142554,0.23970804,0.15824817518248174,821,t70d_RG
SNTG1,0.008678678,0.007222194,0.18277372,0.08700729927007299,822,t70d_RG
NALF1,0.008655222,0.006890216,0.28145987,0.13635036496350364,823,t70d_RG
GALNTL6-1,0.008650697,0.0069347005,0.12817518,0.08700729927007299,824,t70d_RG
IRX2,0.008641946,0.0069535817,0.122627735,0.08554744525547445,825,t70d_RG
CHD8,0.008625057,0.0063785473,0.21781021,0.17693430656934306,826,t70d_RG
WNT7B,0.008505514,0.006278423,0.14131387,0.07795620437956205,827,t70d_RG
DACH2,0.008497776,0.006564052,0.17781022,0.11591240875912409,828,t70d_RG
CCM2,0.008495415,0.006346269,0.20963503,0.1675912408759124,829,t70d_RG
PDGFC,0.008473327,0.006375641,0.15941606,0.12379562043795621,830,t70d_RG
GRM5,0.008450307,0.0060460907,0.17226277,0.11357664233576642,831,t70d_RG
SCARA3,0.008395638,0.0058893794,0.1270073,0.10890510948905109,832,t70d_RG
PDZRN3,0.0083955815,0.0068187956,0.14102189,0.0905109489051095,833,t70d_RG
SEMA6D,0.00838479,0.0065899435,0.21051095,0.12875912408759124,834,t70d_RG
GABRG3,0.008375415,0.0066059236,0.15766424,0.09021897810218978,835,t70d_RG
EPB41L4A,0.008373361,0.006372591,0.1640876,0.12175182481751824,836,t70d_RG
SPARCL1,0.008364206,0.006595092,0.2910949,0.05897810218978102,837,t70d_RG
GPC3,0.008362932,0.006700552,0.13518248,0.07153284671532846,838,t70d_RG
TMOD3,0.0083461525,0.0048905853,0.29751825,0.2327007299270073,839,t70d_RG
ADARB2,0.008345286,0.0065664356,0.17080292,0.09956204379562043,840,t70d_RG
THTPA,0.008325389,0.0065374654,0.12379562,0.11357664233576642,841,t70d_RG
DELEC1,0.008308426,0.006043301,0.14014599,0.08291970802919708,842,t70d_RG
H2BC5,0.008297996,0.006280263,0.1929927,0.11474452554744526,843,t70d_RG
EDIL3,0.008230799,0.0060090967,0.28554744,0.14481751824817518,844,t70d_RG
RMDN3,0.008228124,0.005586628,0.18861313,0.16058394160583941,845,t70d_RG
RORB,0.008203912,0.006430608,0.16262774,0.11036496350364963,846,t70d_RG
MDGA2,0.00819909,0.0064437217,0.1810219,0.09868613138686132,847,t70d_RG
HBA1,0.008094309,0.0062888646,0.10364964,0.0910948905109489,848,t70d_RG
STK24-1,0.008072817,0.0054996014,0.24175182,0.18043795620437955,849,t70d_RG
PIP5K1B,0.008069908,0.0067705223,0.10160584,0.07941605839416059,850,t70d_RG
NFIC,0.008065943,0.0061563747,0.15211679,0.12291970802919708,851,t70d_RG
GRM3,0.008064718,0.00650686,0.1719708,0.11912408759124088,852,t70d_RG
PLS3,0.008060984,0.006603671,0.12145986,0.09547445255474453,853,t70d_RG
LMCD1-AS1,0.008057014,0.0058990815,0.20817518,0.1343065693430657,854,t70d_RG
PAK6-1,0.008010855,0.0058603887,0.1459854,0.12087591240875913,855,t70d_RG
MED15,0.007976542,0.005038336,0.2029197,0.1678832116788321,856,t70d_RG
CRADD,0.007976511,0.005358038,0.30656934,0.20408759124087592,857,t70d_RG
GRIN2A,0.007892378,0.006001363,0.13605839,0.07620437956204379,858,t70d_RG
LAMA4-1,0.007856169,0.0062213046,0.097810216,0.07036496350364964,859,t70d_RG
CTDSP1,0.007854747,0.00499525,0.115620434,0.10744525547445255,860,t70d_RG
PPP2R2D,0.007845898,0.00582784,0.26452553,0.19124087591240876,861,t70d_RG
RIMS2,0.007845296,0.0063642687,0.18364963,0.12467153284671532,862,t70d_RG
BUB1B,0.0078164125,0.0060703056,0.16379562,0.11036496350364963,863,t70d_RG
LRRC7,0.007815795,0.0051920568,0.17459854,0.13255474452554744,864,t70d_RG
OLIG3,0.007769513,0.0067258826,0.070948906,0.049927007299270076,865,t70d_RG
LRP2,0.007762715,0.0057090847,0.16,0.1016058394160584,866,t70d_RG
GJD3-1,0.00775823,0.0048810975,0.17985402,0.14394160583941606,867,t70d_RG
CDHR3,0.0077476106,0.0060919253,0.16262774,0.11591240875912409,868,t70d_RG
SPON1,0.0077372217,0.006586672,0.10890511,0.04262773722627737,869,t70d_RG
IFITM2,0.007736838,0.005763162,0.083211675,0.07124087591240875,870,t70d_RG
RIT2,0.0077282526,0.0064089117,0.09372263,0.06014598540145986,871,t70d_RG
MIR1915HG,0.0077094687,0.0059055127,0.11240876,0.10072992700729927,872,t70d_RG
GTF2H3,0.00770912,0.0045622117,0.20233576,0.17226277372262774,873,t70d_RG
GRIP2,0.0076870304,0.005242489,0.09956204,0.07883211678832117,874,t70d_RG
CORO1B,0.0076845153,0.0042412854,0.1640876,0.14861313868613138,875,t70d_RG
NEUROD6,0.007636967,0.005543286,0.094306566,0.08175182481751825,876,t70d_RG
DCDC1,0.0076205526,0.005451353,0.13635036,0.09605839416058394,877,t70d_RG
LINC01876,0.0076167043,0.0052497545,0.1830657,0.09518248175182482,878,t70d_RG
PACRG,0.0076141334,0.0052918135,0.22569343,0.1383941605839416,879,t70d_RG
TRIOBP,0.0076132705,0.0053790985,0.17985402,0.15153284671532846,880,t70d_RG
CMAHP,0.0076073715,0.005870882,0.107445255,0.0797080291970803,881,t70d_RG
PRKCB,0.0075675556,0.0053333463,0.14364964,0.10014598540145986,882,t70d_RG
GRM8,0.007535242,0.00577932,0.13868614,0.0910948905109489,883,t70d_RG
PCDH7,0.0075193676,0.005368306,0.22306569,0.1272992700729927,884,t70d_RG
DPY19L1,0.007518248,0.004873099,0.15620437,0.13226277372262774,885,t70d_RG
SYT4,0.007513896,0.0059404923,0.10364964,0.07912408759124087,886,t70d_RG
IRF1,0.007451492,0.006533334,0.07883212,0.05021897810218978,887,t70d_RG
ZFHX4-AS1,0.007443771,0.0056257406,0.11065693,0.08905109489051095,888,t70d_RG
HS3ST4,0.0074314056,0.006281867,0.07007299,0.0508029197080292,889,t70d_RG
LUM,0.0073949234,0.0063118814,0.06510949,0.04467153284671533,890,t70d_RG
SLC17A3,0.007393393,0.006673742,0.05109489,0.03007299270072993,891,t70d_RG
ASB8,0.0073854844,0.005098123,0.15211679,0.13722627737226278,892,t70d_RG
FGF12,0.0073344945,0.0057625705,0.13635036,0.09810218978102189,893,t70d_RG
FPGT,0.0073249293,0.0051324773,0.13927007,0.11474452554744526,894,t70d_RG
DHRS3,0.007309381,0.00573551,0.08029197,0.06423357664233577,895,t70d_RG
FLOT2,0.0073047867,0.0052422746,0.13605839,0.11883211678832117,896,t70d_RG
CSMD1,0.007304659,0.0059457216,0.122627735,0.07824817518248176,897,t70d_RG
SH3GL2,0.0072985017,0.0054781274,0.15824817,0.12145985401459854,898,t70d_RG
TSHZ3,0.0072717387,0.005182595,0.13489051,0.09518248175182482,899,t70d_RG
PLD5,0.0072489316,0.005674589,0.10861314,0.07854014598540146,900,t70d_RG
LRP5,0.00717174,0.0053133178,0.13109489,0.11036496350364963,901,t70d_RG
MYO16,0.007100764,0.00608202,0.090218976,0.06861313868613139,902,t70d_RG
SEMA3C,0.007091659,0.0058597587,0.0989781,0.06394160583941606,903,t70d_RG
FLRT2,0.0070902677,0.006021956,0.110364966,0.07649635036496351,904,t70d_RG
PIERCE1,0.0070597245,0.0055015003,0.088175185,0.07445255474452554,905,t70d_RG
TFRC,0.0070594386,0.0051891417,0.14510949,0.11824817518248175,906,t70d_RG
FGF14,0.0070570842,0.005920528,0.11678832,0.08204379562043795,907,t70d_RG
KCNIP4,0.0070570316,0.0053323125,0.1570803,0.08467153284671533,908,t70d_RG
PLEKHF2,0.00705086,0.005223945,0.11708029,0.1091970802919708,909,t70d_RG
ATP1B2,0.0070456313,0.0052438346,0.14423357,0.12233576642335767,910,t70d_RG
KIF2A-1,0.0070435526,0.0050761253,0.15883212,0.14072992700729928,911,t70d_RG
SHTN1,0.006993153,0.005525213,0.12321168,0.08291970802919708,912,t70d_RG
SMN2,0.0069642067,0.004269711,0.15474452,0.1381021897810219,913,t70d_RG
L3MBTL4,0.006950079,0.005432465,0.11240876,0.08233576642335766,914,t70d_RG
RIOK2,0.0069455006,0.004572588,0.17489052,0.15503649635036496,915,t70d_RG
TOX2,0.0068918816,0.005497948,0.10072993,0.08671532846715328,916,t70d_RG
MYO1D,0.006877076,0.0051712836,0.1769343,0.12671532846715328,917,t70d_RG
KIRREL3,0.00686214,0.005763039,0.12467153,0.07065693430656934,918,t70d_RG
UNC13C,0.0068557262,0.004972607,0.1270073,0.08700729927007299,919,t70d_RG
CACNA1A,0.0068531455,0.0052535515,0.15065694,0.11562043795620439,920,t70d_RG
AMBN,0.0068157525,0.005588946,0.08846715,0.06277372262773723,921,t70d_RG
SLC9A9,0.006814571,0.0055558616,0.08029197,0.06277372262773723,922,t70d_RG
MT1X,0.006773157,0.00533699,0.08145986,0.07328467153284672,923,t70d_RG
SORCS3,0.006772353,0.005186905,0.117956206,0.07124087591240875,924,t70d_RG
AGA,0.006750011,0.004252219,0.103941604,0.09868613138686132,925,t70d_RG
SLC4A4,0.0067485594,0.005072782,0.100437954,0.07678832116788321,926,t70d_RG
EFL1,0.0067418455,0.0047550052,0.16379562,0.1378102189781022,927,t70d_RG
LRRTM4,0.0067194444,0.0045833588,0.28204378,0.10978102189781022,928,t70d_RG
MAB21L1,0.006657345,0.0054277894,0.07445256,0.040875912408759124,929,t70d_RG
NAPRT,0.00665167,0.0049839797,0.106861316,0.10102189781021897,930,t70d_RG
KCNIP1,0.006615946,0.005101491,0.12759124,0.08992700729927007,931,t70d_RG
ARAF,0.0065961774,0.0045232,0.12992701,0.11737226277372263,932,t70d_RG
CSNK2A2,0.0065870928,0.004794942,0.15912409,0.14014598540145987,933,t70d_RG
IMPA2,0.0065688496,0.004503391,0.12116788,0.09722627737226278,934,t70d_RG
GFAP,0.0065676523,0.005569445,0.06423358,0.05284671532846715,935,t70d_RG
CSMD3,0.0065667545,0.005377663,0.12175182,0.07854014598540146,936,t70d_RG
NMU,0.0065615987,0.004876483,0.14540146,0.08583941605839417,937,t70d_RG
H2AC20,0.006514113,0.0049627637,0.10919708,0.08992700729927007,938,t70d_RG
GRM7,0.006510887,0.004995998,0.090218976,0.06306569343065693,939,t70d_RG
PCDH17,0.006493674,0.0029621702,0.17547445,0.12467153284671532,940,t70d_RG
GRIA3,0.006488638,0.0049760495,0.119124085,0.09284671532846715,941,t70d_RG
SGCD,0.006470586,0.0049267304,0.114452556,0.07007299270072993,942,t70d_RG
H2AC6,0.006449126,0.005064817,0.13693431,0.09518248175182482,943,t70d_RG
MIAT,0.006399418,0.005058827,0.12379562,0.09664233576642335,944,t70d_RG
WWTR1-1,0.0063877227,0.0045091035,0.111532845,0.10248175182481752,945,t70d_RG
EP400,0.0063873185,0.0033984692,0.22744526,0.1781021897810219,946,t70d_RG
STRA6,0.006330817,0.0053576925,0.06364963,0.05664233576642336,947,t70d_RG
GLRA2,0.006328389,0.0050463355,0.095766425,0.07795620437956205,948,t70d_RG
GSTM4,0.006316284,0.0046064625,0.08175182,0.07737226277372262,949,t70d_RG
CNTN4,0.0062776147,0.0043116636,0.19737226,0.10832116788321168,950,t70d_RG
ALYREF,0.006268119,0.005357966,0.08759124,0.07445255474452554,951,t70d_RG
ZMAT4,0.0062346086,0.0047626914,0.12321168,0.08525547445255474,952,t70d_RG
ALCAM,0.006230109,0.004799874,0.10364964,0.07357664233576643,953,t70d_RG
FNDC4,0.0062017427,0.00471667,0.096350364,0.08846715328467153,954,t70d_RG
CSGALNACT1,0.0061906567,0.0052021528,0.07883212,0.05430656934306569,955,t70d_RG
ENOX1,0.0061762594,0.0042872373,0.18656935,0.12759124087591242,956,t70d_RG
TEKT1,0.006164726,0.0049188253,0.06189781,0.04817518248175182,957,t70d_RG
FAM111A,0.006163339,0.004253546,0.0919708,0.07708029197080292,958,t70d_RG
RIMS1,0.0061394563,0.0041853697,0.20992701,0.15182481751824817,959,t70d_RG
PDZD2,0.006133886,0.0046200473,0.11970803,0.09547445255474453,960,t70d_RG
EYA4,0.0061259237,0.004686523,0.08350365,0.051094890510948905,961,t70d_RG
PLXNA2,0.0060885465,0.004361547,0.12525548,0.09313868613138686,962,t70d_RG
LRRC9,0.0060871225,0.0044489834,0.103941604,0.072992700729927,963,t70d_RG
RGMB,0.0060848887,0.004623966,0.14131387,0.12145985401459854,964,t70d_RG
TEX15,0.0060829096,0.0040744008,0.10189781,0.07766423357664233,965,t70d_RG
IGFBP5,0.006060419,0.004661397,0.08408759,0.058394160583941604,966,t70d_RG
CYP26B1,0.006051468,0.0049294215,0.08379562,0.03854014598540146,967,t70d_RG
OSBPL3,0.006047183,0.0048734485,0.10248175,0.07649635036496351,968,t70d_RG
TFPI,0.0060381144,0.005130387,0.059562042,0.043503649635036494,969,t70d_RG
DPP8,0.0060299183,0.0045666597,0.12554744,0.10715328467153284,970,t70d_RG
MOGAT1-1,0.006009664,0.0044022896,0.08963504,0.08116788321167884,971,t70d_RG
CCDC8,0.005943586,0.0033711167,0.09868613,0.09313868613138686,972,t70d_RG
SLC2A3,0.005919885,0.004380771,0.118540145,0.08934306569343066,973,t70d_RG
DOCK4,0.005883556,0.0041376054,0.21167883,0.15386861313868613,974,t70d_RG
TAFA2,0.0058400854,0.004076269,0.15474452,0.1018978102189781,975,t70d_RG
MCTP1,0.0057946946,0.0045414274,0.106861316,0.07124087591240875,976,t70d_RG
LINC01322,0.0057363063,0.0041712215,0.08759124,0.07912408759124087,977,t70d_RG
SGO1-AS1,0.0057277735,0.003648346,0.13693431,0.08846715328467153,978,t70d_RG
GRIA4,0.005717567,0.004500281,0.09664234,0.0727007299270073,979,t70d_RG
VAV3,0.0057036285,0.004363959,0.07970803,0.05927007299270073,980,t70d_RG
CDH11,0.0056841094,0.00457158,0.100437954,0.06598540145985402,981,t70d_RG
ACKR3,0.005683651,0.0040571485,0.11328467,0.0727007299270073,982,t70d_RG
C1QTNF7-AS1,0.005680909,0.0040996554,0.11620438,0.072992700729927,983,t70d_RG
EXD2,0.0056639244,0.003609854,0.13343066,0.12058394160583942,984,t70d_RG
SPOCK1,0.0056425943,0.004528866,0.110948905,0.08905109489051095,985,t70d_RG
SP8,0.005639589,0.004305678,0.06306569,0.05547445255474453,986,t70d_RG
SGIP1,0.0056336373,0.004526341,0.14452554,0.11036496350364963,987,t70d_RG
SMOC1,0.005584819,0.004300177,0.092846714,0.053138686131386864,988,t70d_RG
H2AC17,0.0055734343,0.00425119,0.08992701,0.06277372262773723,989,t70d_RG
PHLDB1,0.005571048,0.004093376,0.10510949,0.09547445255474453,990,t70d_RG
CADPS2,0.005561511,0.0039416077,0.08642336,0.06598540145985402,991,t70d_RG
GPR39,0.0055548027,0.0042440738,0.07854015,0.06160583941605839,992,t70d_RG
ZNF236,0.005551232,0.0038118511,0.13051096,0.10948905109489052,993,t70d_RG
LINC01956,0.005547326,0.0049502193,0.039124086,0.021605839416058394,994,t70d_RG
SHOX2,0.005545974,0.004621046,0.056642335,0.04116788321167883,995,t70d_RG
RASGEF1B,0.005541859,0.004106573,0.12496351,0.09605839416058394,996,t70d_RG
ADRA2A,0.0055113216,0.0046643233,0.05489051,0.03912408759124088,997,t70d_RG
SMIM6,0.00550972,0.0037231308,0.08759124,0.06832116788321167,998,t70d_RG
DLEU7,0.0055049243,0.0043201046,0.08408759,0.06686131386861315,999,t70d_RG
RAB3B,0.0055031255,0.0044483063,0.07970803,0.061897810218978104,1000,t70d_RG
SHISA6,0.0054706167,0.0036411448,0.09343065,0.06832116788321167,1001,t70d_RG
DMRT3,0.0054676756,0.004316876,0.06919708,0.05956204379562044,1002,t70d_RG
KIF26B,0.0054658395,0.0039509083,0.10627737,0.07795620437956205,1003,t70d_RG
CRTC1,0.0054377066,0.0034113042,0.13751824,0.11678832116788321,1004,t70d_RG
DDX28,0.005422128,0.004163489,0.065985404,0.06306569343065693,1005,t70d_RG
DNM2,0.005410333,0.0036726424,0.15737227,0.13284671532846715,1006,t70d_RG
GABRB3,0.0054020425,0.003760325,0.17051095,0.12175182481751824,1007,t70d_RG
IL17RD,0.005401123,0.0042828904,0.09313869,0.07474452554744526,1008,t70d_RG
SCN1A,0.0053746845,0.004318827,0.0820438,0.053722627737226275,1009,t70d_RG
TRMT9B,0.0053684264,0.00401635,0.09080292,0.07766423357664233,1010,t70d_RG
NBN,0.005363729,0.00305135,0.12321168,0.10832116788321168,1011,t70d_RG
PCLO,0.005351273,0.0040243817,0.12992701,0.09722627737226278,1012,t70d_RG
CBX8,0.005339394,0.0039918935,0.07854015,0.07386861313868613,1013,t70d_RG
SEPSECS,0.0053256853,0.0033002251,0.0919708,0.08058394160583941,1014,t70d_RG
NXT2,0.00530233,0.0039706407,0.073576644,0.07094890510948905,1015,t70d_RG
DDX11,0.005285957,0.004025311,0.10364964,0.07153284671532846,1016,t70d_RG
TMEFF2,0.005276144,0.0037467296,0.11620438,0.08583941605839417,1017,t70d_RG
DLK1,0.005272768,0.004409172,0.092846714,0.027153284671532846,1018,t70d_RG
NHERF1,0.005265554,0.0036233237,0.083211675,0.07708029197080292,1019,t70d_RG
NEBL,0.0052635325,0.004261146,0.07941606,0.05284671532846715,1020,t70d_RG
VPS33A,0.0052244244,0.003320594,0.12496351,0.11036496350364963,1021,t70d_RG
GPR63,0.0051982393,0.0033910312,0.104525544,0.08905109489051095,1022,t70d_RG
EDRF1,0.0051967637,0.0035281177,0.13868614,0.11824817518248175,1023,t70d_RG
POLQ-1,0.0051770722,0.0036340342,0.1059854,0.08583941605839417,1024,t70d_RG
MMADHC-DT,0.005152999,0.0029947865,0.11474453,0.07503649635036497,1025,t70d_RG
AGTRAP,0.005152257,0.0032691325,0.10218978,0.09372262773722628,1026,t70d_RG
TNFRSF1A,0.0051358636,0.0037348152,0.07328467,0.07036496350364964,1027,t70d_RG
KCNMA1,0.005132113,0.0042849407,0.06773723,0.05605839416058394,1028,t70d_RG
TAFA4,0.005118156,0.003918942,0.077664234,0.05664233576642336,1029,t70d_RG
WNT4,0.005111041,0.004182835,0.07416058,0.038832116788321165,1030,t70d_RG
ECEL1,0.0051107043,0.0044623977,0.04759124,0.04204379562043795,1031,t70d_RG
CFAP126,0.0051043597,0.0040846444,0.07182482,0.03678832116788321,1032,t70d_RG
KCNJ6,0.0050919633,0.0039434284,0.07824817,0.0581021897810219,1033,t70d_RG
BNC2,0.005086451,0.003881083,0.07620438,0.05343065693430657,1034,t70d_RG
KLHL4,0.0050633685,0.003993957,0.06919708,0.05343065693430657,1035,t70d_RG
DPYD,0.0050551267,0.004146515,0.08087591,0.05284671532846715,1036,t70d_RG
ENOX2,0.0050408524,0.0034310874,0.12145986,0.09985401459854015,1037,t70d_RG
GABRG3-AS1,0.005032667,0.003782212,0.06715328,0.044963503649635035,1038,t70d_RG
PCBP3,0.0050040493,0.0036500776,0.106861316,0.08262773722627738,1039,t70d_RG
FEZF1,0.0049970006,0.0039708028,0.046423357,0.030364963503649634,1040,t70d_RG
STS,0.0049860277,0.0032842238,0.10627737,0.07240875912408759,1041,t70d_RG
SLC24A3,0.004969359,0.0033452336,0.10919708,0.07941605839416059,1042,t70d_RG
CACNA1C,0.0049683084,0.0035060032,0.1270073,0.0948905109489051,1043,t70d_RG
SULF2,0.004964496,0.0039776308,0.06540146,0.043503649635036494,1044,t70d_RG
NELL1,0.0049473983,0.003764902,0.0969343,0.06160583941605839,1045,t70d_RG
GAS7,0.004911707,0.0034241104,0.10306569,0.08204379562043795,1046,t70d_RG
EDA,0.0048925513,0.0035882513,0.099854015,0.07153284671532846,1047,t70d_RG
CHSY3,0.004883165,0.0040474413,0.082627736,0.05693430656934306,1048,t70d_RG
GRID1,0.0048764804,0.0036244255,0.11328467,0.07094890510948905,1049,t70d_RG
RGS6,0.004856573,0.0035744882,0.09605839,0.049635036496350364,1050,t70d_RG
SATB2,0.0048514158,0.0038351924,0.045839418,0.040875912408759124,1051,t70d_RG
TRMT44,0.0048494968,0.003553146,0.0919708,0.08116788321167884,1052,t70d_RG
CPNE8,0.004825631,0.003515267,0.07883212,0.05664233576642336,1053,t70d_RG
SH3KBP1,0.004814676,0.0036933762,0.107445255,0.08700729927007299,1054,t70d_RG
PDGFRB,0.0048130713,0.0037101104,0.063941605,0.055182481751824816,1055,t70d_RG
RAB3C,0.0048090024,0.0036450152,0.12583941,0.09372262773722628,1056,t70d_RG
ACSBG1,0.0048073404,0.0038880846,0.055766422,0.04291970802919708,1057,t70d_RG
NPHS1,0.0047871466,0.0038943319,0.06160584,0.04,1058,t70d_RG
ZSCAN31,0.0047855885,0.0033523347,0.058978103,0.05605839416058394,1059,t70d_RG
C11orf87,0.0047622886,0.003564814,0.06861314,0.05897810218978102,1060,t70d_RG
TRAPPC10,0.0047532273,0.0035286432,0.0989781,0.08437956204379563,1061,t70d_RG
