gene,ko_l2_mean,ko_centroid_shift,mean_expr,frac_expr,rank,t0_tag
RHOXF1P3,0.00028823008,0.0002288429,0.0046715327,0.0037956204379562043,2504,t70d_RG
MCOLN2,0.00028780138,0.00022805957,0.0046715327,0.004087591240875913,2505,t70d_RG
SLC25A34-AS1,0.00028586452,0.00025081792,0.004379562,0.003211678832116788,2506,t70d_RG
SLC22A2,0.00028573282,0.00024003338,0.0035036497,0.0035036496350364962,2507,t70d_RG
MGC4859,0.000284545,0.000241923,0.0037956205,0.00291970802919708,2508,t70d_RG
MOS,0.00028390047,0.00026173334,0.002919708,0.00291970802919708,2509,t70d_RG
ZNF676,0.00028258955,0.00024693453,0.003211679,0.003211678832116788,2510,t70d_RG
IGF2,0.00028159327,0.0002076777,0.004379562,0.004379562043795621,2511,t70d_RG
CORO2A,0.00028140325,0.00021136049,0.004087591,0.0035036496350364962,2512,t70d_RG
INCA1,0.00028076133,0.00023846157,0.004379562,0.00291970802919708,2513,t70d_RG
RPS4XP11,0.0002807198,0.00021954566,0.0037956205,0.0037956204379562043,2514,t70d_RG
LIPC,0.0002804872,0.00023573436,0.0046715327,0.0035036496350364962,2515,t70d_RG
IKBKE,0.00028015792,0.00021479712,0.004087591,0.004087591240875913,2516,t70d_RG
LINC02202,0.00027929226,0.0002476843,0.002919708,0.002627737226277372,2517,t70d_RG
LINC01947,0.00027918187,0.00022393769,0.0037956205,0.0037956204379562043,2518,t70d_RG
NGF-AS1,0.00027872683,0.00023114587,0.004379562,0.004087591240875913,2519,t70d_RG
XDH,0.0002786568,0.0002310762,0.0035036497,0.0035036496350364962,2520,t70d_RG
IGLV10-54,0.00027806588,0.00021578326,0.004087591,0.0037956204379562043,2521,t70d_RG
RAX,0.0002776795,0.00024953936,0.0020437955,0.0020437956204379564,2522,t70d_RG
LINC01501,0.00027660758,0.00022973529,0.002919708,0.00291970802919708,2523,t70d_RG
LINC01411,0.00027658924,0.0001856966,0.004087591,0.0037956204379562043,2524,t70d_RG
LINC02645,0.00027624948,0.00022110388,0.0035036497,0.00291970802919708,2525,t70d_RG
AKR7A3,0.00027600658,0.00023583099,0.002919708,0.00291970802919708,2526,t70d_RG
LINC01727,0.0002759798,0.00025323045,0.0011678832,0.0011678832116788322,2527,t70d_RG
CPLX4,0.00027590792,0.00021843813,0.0035036497,0.003211678832116788,2528,t70d_RG
LINC01205,0.0002758835,0.00024405788,0.002919708,0.002627737226277372,2529,t70d_RG
PAQR9,0.00027440587,0.00022833295,0.0026277371,0.002627737226277372,2530,t70d_RG
TRPV4,0.00027391562,0.0002153491,0.0035036497,0.003211678832116788,2531,t70d_RG
LINC01415,0.0002734074,0.00022803363,0.0035036497,0.0035036496350364962,2532,t70d_RG
LINC00470,0.00027327452,0.00022585271,0.0026277371,0.002627737226277372,2533,t70d_RG
LINC02770,0.00027269736,0.00023915054,0.002919708,0.0023357664233576644,2534,t70d_RG
MARCHF11,0.00027209186,0.00022433487,0.002919708,0.0023357664233576644,2535,t70d_RG
MYH15,0.00027095477,0.00022842399,0.002919708,0.00291970802919708,2536,t70d_RG
TSGA13,0.00026936134,0.00022920613,0.004379562,0.002627737226277372,2537,t70d_RG
GPC5-AS2,0.00026918162,0.00022308811,0.0026277371,0.0023357664233576644,2538,t70d_RG
RPE65,0.00026885926,0.0002120408,0.0049635037,0.004087591240875913,2539,t70d_RG
SLFN11,0.00026845402,0.00020583409,0.003211679,0.002627737226277372,2540,t70d_RG
MYO7B,0.00026843292,0.00024379519,0.0052554742,0.0020437956204379564,2541,t70d_RG
LINC00237,0.00026810652,0.00024455786,0.0020437955,0.0020437956204379564,2542,t70d_RG
GLRA3,0.00026786164,0.00020227212,0.0035036497,0.0035036496350364962,2543,t70d_RG
OIT3,0.00026557586,0.00021873286,0.0035036497,0.00291970802919708,2544,t70d_RG
CD2BP2-DT,0.00026529795,0.00022735527,0.003211679,0.003211678832116788,2545,t70d_RG
ESM1,0.000264946,0.00022776483,0.003211679,0.00291970802919708,2546,t70d_RG
PCDHA4,0.0002647305,0.00023428135,0.0020437955,0.0017518248175182481,2547,t70d_RG
CFAP107,0.0002645093,0.00020618076,0.004087591,0.0035036496350364962,2548,t70d_RG
CREB3L1,0.00026424578,0.00020598822,0.002919708,0.0023357664233576644,2549,t70d_RG
NPFFR2,0.00026373164,0.00022484925,0.003211679,0.002627737226277372,2550,t70d_RG
LINC02675,0.00026354557,0.00022303773,0.004087591,0.0037956204379562043,2551,t70d_RG
KCNG2,0.0002631363,0.0002282975,0.0026277371,0.0023357664233576644,2552,t70d_RG
CT66,0.00026310387,0.0002195749,0.0037956205,0.0035036496350364962,2553,t70d_RG
TACSTD2,0.00026301743,0.00023072827,0.0020437955,0.0020437956204379564,2554,t70d_RG
LINC02346,0.00026290523,0.0002007391,0.0037956205,0.00291970802919708,2555,t70d_RG
LINC02449,0.00026270826,0.00022351925,0.003211679,0.00291970802919708,2556,t70d_RG
DSP,0.00026260436,0.00022849496,0.002919708,0.002627737226277372,2557,t70d_RG
SLC30A8,0.00026185313,0.00021540826,0.004087591,0.0035036496350364962,2558,t70d_RG
LINC02864,0.00026138598,0.00022090583,0.003211679,0.002627737226277372,2559,t70d_RG
LYPLAL1-DT-1,0.0002599924,0.00022734933,0.0035036497,0.002627737226277372,2560,t70d_RG
MMP25-1,0.00025926012,0.00021850354,0.0026277371,0.002627737226277372,2561,t70d_RG
ITIH2,0.0002585966,0.0002040779,0.0037956205,0.003211678832116788,2562,t70d_RG
LINC01393,0.00025828838,0.00023022054,0.0037956205,0.002627737226277372,2563,t70d_RG
CFAP141,0.0002571729,0.00020929772,0.003211679,0.00291970802919708,2564,t70d_RG
C5orf47,0.00025662023,0.00020096851,0.003211679,0.00291970802919708,2565,t70d_RG
GABRR3,0.00025659287,0.00021860075,0.0046715327,0.00145985401459854,2566,t70d_RG
GHRH,0.0002561202,0.00018693246,0.0026277371,0.002627737226277372,2567,t70d_RG
TAMALIN,0.00025556204,0.00020758838,0.0026277371,0.002627737226277372,2568,t70d_RG
NT5E,0.00025528792,0.00021823627,0.0026277371,0.002627737226277372,2569,t70d_RG
PLN,0.00025475564,0.00019491541,0.003211679,0.003211678832116788,2570,t70d_RG
UNC93B1,0.00025469557,0.00020183927,0.004379562,0.004087591240875913,2571,t70d_RG
SLC6A7,0.00025362958,0.00020205067,0.002919708,0.00291970802919708,2572,t70d_RG
SMASR,0.0002535084,0.0002266903,0.004087591,0.00291970802919708,2573,t70d_RG
LRRC56,0.00025317146,0.00021691577,0.0035036497,0.0035036496350364962,2574,t70d_RG
PLAC8,0.000252006,0.0001887212,0.0037956205,0.003211678832116788,2575,t70d_RG
OSTN,0.0002515511,0.00020330481,0.0026277371,0.002627737226277372,2576,t70d_RG
LINC02087,0.0002515147,0.00021154583,0.0026277371,0.002627737226277372,2577,t70d_RG
SNPH,0.0002511209,0.00020208201,0.0026277371,0.002627737226277372,2578,t70d_RG
SETBP1-DT,0.00025077222,0.00018267975,0.0035036497,0.0035036496350364962,2579,t70d_RG
COL1A1,0.00025058858,0.00022505879,0.002919708,0.0020437956204379564,2580,t70d_RG
PSMA8,0.00025057228,0.00020461166,0.004379562,0.0035036496350364962,2581,t70d_RG
FAM83H,0.00025042475,0.00020401028,0.0035036497,0.0035036496350364962,2582,t70d_RG
INHA,0.00025018115,0.00019981172,0.0035036497,0.0035036496350364962,2583,t70d_RG
H2BC17,0.00025000266,0.00019433051,0.004379562,0.004379562043795621,2584,t70d_RG
MARVELD2,0.00024993398,0.00021551472,0.002919708,0.00291970802919708,2585,t70d_RG
LINC01659,0.00024924322,0.00021195387,0.0035036497,0.003211678832116788,2586,t70d_RG
LINC02671,0.00024902032,0.00022301034,0.002919708,0.0017518248175182481,2587,t70d_RG
RBM46,0.00024867462,0.00020345573,0.0035036497,0.0035036496350364962,2588,t70d_RG
TMEM52B,0.00024866595,0.00021550138,0.003211679,0.0020437956204379564,2589,t70d_RG
LRRC46,0.0002485429,0.00021291191,0.0035036497,0.003211678832116788,2590,t70d_RG
CLDN19,0.00024844217,0.00019770104,0.004087591,0.004087591240875913,2591,t70d_RG
LIM2,0.00024756088,0.00022501373,0.0035036497,0.003211678832116788,2592,t70d_RG
KMO,0.0002474959,0.00020688222,0.0035036497,0.0023357664233576644,2593,t70d_RG
IGFBP3,0.00024722354,0.00021155621,0.0037956205,0.0023357664233576644,2594,t70d_RG
PCDHGB4,0.0002466464,0.00018960352,0.0026277371,0.002627737226277372,2595,t70d_RG
IQCM,0.00024501933,0.00019833265,0.003211679,0.00291970802919708,2596,t70d_RG
SLC14A2-AS1,0.0002438952,0.00019724242,0.003211679,0.0023357664233576644,2597,t70d_RG
ANPEP,0.00024388355,0.00019635055,0.002919708,0.00291970802919708,2598,t70d_RG
DEFA6,0.00024270543,0.0001905784,0.0037956205,0.0035036496350364962,2599,t70d_RG
HAS3,0.0002424452,0.00016864343,0.002919708,0.00291970802919708,2600,t70d_RG
SCGN,0.00024214537,0.00019972879,0.0023357663,0.0023357664233576644,2601,t70d_RG
ALOX5,0.00024204157,0.0001931519,0.003211679,0.00291970802919708,2602,t70d_RG
LINC01807,0.00024172741,0.00018729908,0.0035036497,0.003211678832116788,2603,t70d_RG
RPL21P136,0.00024164488,0.00019453594,0.004087591,0.004087591240875913,2604,t70d_RG
GATA2-AS1,0.00024116729,0.0001996058,0.0026277371,0.0023357664233576644,2605,t70d_RG
LINC01591,0.00024100789,0.00021813966,0.0026277371,0.002627737226277372,2606,t70d_RG
ASB17,0.00024013939,0.00020260451,0.0037956205,0.003211678832116788,2607,t70d_RG
GJD2,0.00024006853,0.00018661447,0.002919708,0.00291970802919708,2608,t70d_RG
ZNF700,0.00023999698,0.0001949478,0.002919708,0.00291970802919708,2609,t70d_RG
LINC00922,0.00023982079,0.00018463732,0.0023357663,0.0020437956204379564,2610,t70d_RG
SCARA5,0.00023923919,0.0001987657,0.002919708,0.002627737226277372,2611,t70d_RG
SIX6,0.00023907972,0.0002105058,0.0011678832,0.0011678832116788322,2612,t70d_RG
HOATZ,0.0002386935,0.00020377927,0.0035036497,0.00291970802919708,2613,t70d_RG
LRRC2,0.00023785203,0.00017132213,0.003211679,0.00291970802919708,2614,t70d_RG
RNVU1-27,0.0002377131,0.00021308269,0.002919708,0.002627737226277372,2615,t70d_RG
RASL11A,0.00023729447,0.00019315042,0.002919708,0.0023357664233576644,2616,t70d_RG
TEKTIP1,0.00023704564,0.00017794006,0.002919708,0.00291970802919708,2617,t70d_RG
LINC02074,0.000236521,0.00020241423,0.0035036497,0.0020437956204379564,2618,t70d_RG
LINC02355,0.0002358255,0.00018949591,0.0035036497,0.0035036496350364962,2619,t70d_RG
YBX1P10,0.00023573307,0.00021698128,0.002919708,0.002627737226277372,2620,t70d_RG
ESRRAP2,0.00023501723,0.00019372386,0.0052554742,0.002627737226277372,2621,t70d_RG
LINC01554,0.00023486238,0.00018754054,0.003211679,0.003211678832116788,2622,t70d_RG
POU2F3,0.00023472974,0.00020659143,0.0046715327,0.0020437956204379564,2623,t70d_RG
IFNG-AS1,0.00023471758,0.00019332759,0.002919708,0.002627737226277372,2624,t70d_RG
LINC00652,0.00023413762,0.00019687138,0.002919708,0.00291970802919708,2625,t70d_RG
LINC00987,0.00023321129,0.00018243471,0.004087591,0.0035036496350364962,2626,t70d_RG
LINC00326,0.0002327119,0.00019318434,0.0035036497,0.0023357664233576644,2627,t70d_RG
ABHD17AP6,0.00023229772,0.00020574199,0.004087591,0.0020437956204379564,2628,t70d_RG
KCNE2,0.00023199095,0.00019734871,0.003211679,0.00291970802919708,2629,t70d_RG
DPYS,0.00023181821,0.0001821496,0.002919708,0.00291970802919708,2630,t70d_RG
TXK,0.00023173176,0.00019130032,0.0026277371,0.0023357664233576644,2631,t70d_RG
FAM177B,0.00023167604,0.00020211807,0.003211679,0.0023357664233576644,2632,t70d_RG
PLSCR2,0.00023147352,0.0001955982,0.0035036497,0.00291970802919708,2633,t70d_RG
MCHR1,0.0002314647,0.00018797551,0.003211679,0.00291970802919708,2634,t70d_RG
LINC00299,0.00023140186,0.00018107523,0.002919708,0.00291970802919708,2635,t70d_RG
SLC24A4,0.00023137286,0.00018462667,0.0023357663,0.0023357664233576644,2636,t70d_RG
CDKN2A,0.0002310268,0.00020145578,0.003211679,0.0023357664233576644,2637,t70d_RG
SLCO6A1,0.00023096331,0.00017242914,0.0026277371,0.0020437956204379564,2638,t70d_RG
MUC4,0.00023020178,0.00018857853,0.002919708,0.00291970802919708,2639,t70d_RG
LINC02028,0.00022965981,0.00019011289,0.004379562,0.004087591240875913,2640,t70d_RG
RNU1-1,0.00022964017,0.0001829258,0.003211679,0.003211678832116788,2641,t70d_RG
TMEM26,0.00022934245,0.0001853545,0.002919708,0.002627737226277372,2642,t70d_RG
COX7B2,0.00022925739,0.00018704386,0.003211679,0.003211678832116788,2643,t70d_RG
SLC45A2,0.00022912175,0.00018347758,0.003211679,0.002627737226277372,2644,t70d_RG
RPL21P44,0.00022910174,0.00019348862,0.0020437955,0.0020437956204379564,2645,t70d_RG
ITPK1-AS1,0.0002290413,0.00020178032,0.0023357663,0.0023357664233576644,2646,t70d_RG
EXOC3L2,0.00022844871,0.0002100189,0.003211679,0.0017518248175182481,2647,t70d_RG
RAB19,0.00022842643,0.00018497474,0.0035036497,0.003211678832116788,2648,t70d_RG
RHAG,0.00022678792,0.00019063236,0.003211679,0.00291970802919708,2649,t70d_RG
ANXA1,0.00022661958,0.0001866376,0.0026277371,0.002627737226277372,2650,t70d_RG
LRRTM4-AS1,0.00022636678,0.0001732846,0.0026277371,0.0020437956204379564,2651,t70d_RG
GTF3C2-AS1,0.0002262876,0.00018587273,0.003211679,0.00291970802919708,2652,t70d_RG
LINC00463,0.00022596018,0.00017796808,0.002919708,0.00291970802919708,2653,t70d_RG
PAH,0.00022580574,0.0001664147,0.003211679,0.00291970802919708,2654,t70d_RG
PTGER3,0.00022549494,0.00016866483,0.0026277371,0.002627737226277372,2655,t70d_RG
MPP7-DT,0.00022518913,0.00015308674,0.004379562,0.0037956204379562043,2656,t70d_RG
ABCC11,0.00022490443,0.00019790063,0.002919708,0.0020437956204379564,2657,t70d_RG
LINC01574,0.0002246386,0.0001940849,0.0026277371,0.002627737226277372,2658,t70d_RG
TAC3,0.00022462406,0.00016866506,0.0026277371,0.002627737226277372,2659,t70d_RG
MTARC1,0.00022407701,0.00014944494,0.0035036497,0.0035036496350364962,2660,t70d_RG
RN7SL263P,0.00022370767,0.00019494665,0.0023357663,0.0023357664233576644,2661,t70d_RG
NAALADL2-AS1,0.00022255456,0.00018911946,0.0035036497,0.003211678832116788,2662,t70d_RG
NR1H4,0.00022198206,0.00018605083,0.0023357663,0.0023357664233576644,2663,t70d_RG
LINC02270,0.00022184441,0.0001819662,0.0035036497,0.00291970802919708,2664,t70d_RG
PPEF2,0.00022165343,0.0001855318,0.0037956205,0.003211678832116788,2665,t70d_RG
AGAP12P,0.00022135391,0.00018032148,0.0026277371,0.002627737226277372,2666,t70d_RG
LINC02539,0.00022087565,0.00019249314,0.004087591,0.003211678832116788,2667,t70d_RG
LINC01378,0.00022072364,0.00018675067,0.0023357663,0.0023357664233576644,2668,t70d_RG
FAM180A,0.00022018261,0.00020332025,0.0026277371,0.0020437956204379564,2669,t70d_RG
AIFM3,0.00022011339,0.00018794958,0.0026277371,0.0023357664233576644,2670,t70d_RG
WDFY3-AS1,0.00022011134,0.00014716743,0.0037956205,0.0035036496350364962,2671,t70d_RG
WFIKKN2,0.0002194233,0.00017895868,0.002919708,0.0023357664233576644,2672,t70d_RG
POPDC3,0.00021915819,0.00016099484,0.0026277371,0.002627737226277372,2673,t70d_RG
LINC02661,0.00021901075,0.00018473117,0.0026277371,0.0020437956204379564,2674,t70d_RG
HERC2P10,0.00021851383,0.00018242674,0.0037956205,0.003211678832116788,2675,t70d_RG
AKAIN1,0.00021834455,0.00018430022,0.0020437955,0.0020437956204379564,2676,t70d_RG
GGTA2P-1,0.00021829999,0.00018755381,0.003211679,0.003211678832116788,2677,t70d_RG
NUS1P2,0.00021757181,0.00019898519,0.003211679,0.003211678832116788,2678,t70d_RG
ANO7L1,0.00021745382,0.00019027773,0.0023357663,0.0017518248175182481,2679,t70d_RG
WIF1,0.00021739061,0.00019077727,0.0020437955,0.0017518248175182481,2680,t70d_RG
CCDC172,0.00021738713,0.00017803014,0.002919708,0.00291970802919708,2681,t70d_RG
MORC1,0.0002173515,0.00018475219,0.002919708,0.00291970802919708,2682,t70d_RG
PM20D1,0.00021733156,0.00016106905,0.004087591,0.0037956204379562043,2683,t70d_RG
LINC00609,0.00021718198,0.00016295329,0.0035036497,0.002627737226277372,2684,t70d_RG
ZBTB20-AS4,0.00021683444,0.00018323891,0.0023357663,0.0023357664233576644,2685,t70d_RG
GCSAML,0.00021671926,0.00019887828,0.0017518249,0.0017518248175182481,2686,t70d_RG
VSIR,0.0002165541,0.00017603314,0.0035036497,0.003211678832116788,2687,t70d_RG
SLC5A4,0.00021580435,0.00015147582,0.003211679,0.00291970802919708,2688,t70d_RG
OR9K1P,0.00021576269,0.00019876605,0.0037956205,0.00145985401459854,2689,t70d_RG
COL10A1,0.00021566868,0.0001897796,0.0020437955,0.0020437956204379564,2690,t70d_RG
PDE6G,0.0002149718,0.00018508543,0.0037956205,0.003211678832116788,2691,t70d_RG
RPL24P4,0.00021490671,0.000183873,0.0020437955,0.0020437956204379564,2692,t70d_RG
TM4SF18,0.00021379058,0.00018865927,0.002919708,0.002627737226277372,2693,t70d_RG
POM121L2,0.00021229466,0.00017233723,0.004087591,0.00291970802919708,2694,t70d_RG
GPR18,0.00021212842,0.0001762117,0.002919708,0.002627737226277372,2695,t70d_RG
LINC02580,0.0002120012,0.0001604282,0.0049635037,0.00291970802919708,2696,t70d_RG
P2RX6,0.00021190569,0.00018227533,0.003211679,0.002627737226277372,2697,t70d_RG
C8orf89,0.00021179057,0.0001677426,0.002919708,0.00291970802919708,2698,t70d_RG
SLC26A4,0.00021177102,0.00015031631,0.0026277371,0.002627737226277372,2699,t70d_RG
ADGRG5,0.00021135114,0.00018706758,0.0035036497,0.0023357664233576644,2700,t70d_RG
NLRP12,0.00021114836,0.00017573427,0.0026277371,0.0023357664233576644,2701,t70d_RG
APOBEC3F,0.00021057254,0.00017362583,0.0023357663,0.0023357664233576644,2702,t70d_RG
ACKR4,0.00021044421,0.00016072328,0.0023357663,0.0023357664233576644,2703,t70d_RG
RPS4XP13,0.00020967404,0.00018489966,0.002919708,0.00291970802919708,2704,t70d_RG
ANKRD26P1,0.00020913001,0.0001839523,0.0023357663,0.0023357664233576644,2705,t70d_RG
RIPOR3-AS1,0.0002087257,0.00018051844,0.003211679,0.0023357664233576644,2706,t70d_RG
FKBP10,0.00020849462,0.00016861066,0.0023357663,0.0023357664233576644,2707,t70d_RG
LINC02030,0.00020826994,0.00018427538,0.002919708,0.002627737226277372,2708,t70d_RG
RPL23P2,0.00020810317,0.00018083102,0.003211679,0.00291970802919708,2709,t70d_RG
LINC02427,0.00020763974,0.00015899658,0.0026277371,0.002627737226277372,2710,t70d_RG
RPS7P10,0.00020729775,0.00016757174,0.002919708,0.00291970802919708,2711,t70d_RG
ITGA10,0.00020708136,0.00015265569,0.0026277371,0.002627737226277372,2712,t70d_RG
LINC02868,0.00020676925,0.00018743538,0.0023357663,0.0011678832116788322,2713,t70d_RG
OR2A9P,0.00020673483,0.00017764224,0.002919708,0.00291970802919708,2714,t70d_RG
LINC02080,0.00020663379,0.00018397499,0.0035036497,0.0020437956204379564,2715,t70d_RG
SOX14,0.00020548685,0.00017798308,0.001459854,0.00145985401459854,2716,t70d_RG
SRL,0.00020505783,0.00016742545,0.0020437955,0.0020437956204379564,2717,t70d_RG
MEP1B,0.00020493768,0.00016800895,0.0026277371,0.0023357664233576644,2718,t70d_RG
LINC00589,0.00020486637,0.00015539596,0.0026277371,0.002627737226277372,2719,t70d_RG
PKLR,0.00020461732,0.00016230719,0.0023357663,0.0023357664233576644,2720,t70d_RG
GPR20,0.00020441154,0.00016213494,0.0035036497,0.00291970802919708,2721,t70d_RG
C8orf34-AS1,0.00020395647,0.00015801266,0.0026277371,0.0023357664233576644,2722,t70d_RG
LY86-AS1,0.00020384706,0.00017225902,0.0026277371,0.0020437956204379564,2723,t70d_RG
C1orf167,0.00020358256,0.00017742049,0.0020437955,0.0020437956204379564,2724,t70d_RG
VSX2,0.00020356366,0.00018787304,0.0017518249,0.00145985401459854,2725,t70d_RG
PLIN4,0.00020279251,0.00017634146,0.0026277371,0.002627737226277372,2726,t70d_RG
BMP3,0.00020227204,0.0001674608,0.0017518249,0.0017518248175182481,2727,t70d_RG
LPAR3,0.00020220251,0.00016696459,0.003211679,0.002627737226277372,2728,t70d_RG
SAMD12-AS1,0.0002016689,0.00013747923,0.0037956205,0.003211678832116788,2729,t70d_RG
LGR6,0.00020105248,0.00015888724,0.0026277371,0.0020437956204379564,2730,t70d_RG
DAAM2-AS1,0.00020059802,0.00016857672,0.002919708,0.0023357664233576644,2731,t70d_RG
LINC00658,0.00020046027,0.00014503613,0.003211679,0.003211678832116788,2732,t70d_RG
CYP4F24P,0.00020046023,0.00017665875,0.002919708,0.00291970802919708,2733,t70d_RG
DM1-AS,0.00020027421,0.00015666083,0.0026277371,0.0023357664233576644,2734,t70d_RG
ZSWIM8-AS1,0.00019989307,0.00016989118,0.0023357663,0.0020437956204379564,2735,t70d_RG
CD5,0.00019986724,0.00017609251,0.003211679,0.002627737226277372,2736,t70d_RG
GBGT1,0.00019950686,0.00016987608,0.002919708,0.002627737226277372,2737,t70d_RG
SLC32A1,0.00019874184,0.00015513274,0.0026277371,0.002627737226277372,2738,t70d_RG
MYOCOS,0.00019825368,0.00016769647,0.002919708,0.00291970802919708,2739,t70d_RG
VN1R76P,0.00019804714,0.0001704549,0.0020437955,0.0020437956204379564,2740,t70d_RG
GRAMD2A,0.00019803189,0.00015804556,0.0035036497,0.003211678832116788,2741,t70d_RG
CLPSL1,0.0001980305,0.0001689257,0.002919708,0.0023357664233576644,2742,t70d_RG
C3orf49,0.00019753353,0.00015242555,0.0026277371,0.0023357664233576644,2743,t70d_RG
GLB1L3,0.00019751005,0.0001579428,0.0026277371,0.0023357664233576644,2744,t70d_RG
TEX46,0.0001972605,0.00015916587,0.002919708,0.00291970802919708,2745,t70d_RG
LINC02745,0.00019715076,0.00016964583,0.0026277371,0.002627737226277372,2746,t70d_RG
P3R3URF-PIK3R3,0.00019707164,0.00015356416,0.0035036497,0.0035036496350364962,2747,t70d_RG
SYK,0.0001969374,0.00013061069,0.0037956205,0.0035036496350364962,2748,t70d_RG
CRAMP1,0.00019586089,0.00014610369,0.002919708,0.002627737226277372,2749,t70d_RG
LINC01221,0.000195344,0.00016711904,0.0020437955,0.0020437956204379564,2750,t70d_RG
PRSS50,0.00019525751,0.00016587874,0.002919708,0.00291970802919708,2751,t70d_RG
NOP9,0.00019478645,0.00015495779,0.0026277371,0.002627737226277372,2752,t70d_RG
LCP2,0.00019474229,0.00017196957,0.0023357663,0.0020437956204379564,2753,t70d_RG
PRDM1,0.00019448518,0.00014050995,0.0026277371,0.002627737226277372,2754,t70d_RG
IZUMO2,0.0001940239,0.00016695312,0.002919708,0.00291970802919708,2755,t70d_RG
TEKT4P2,0.0001934063,0.00016214894,0.0026277371,0.002627737226277372,2756,t70d_RG
DAZL,0.00019335726,0.00016517515,0.0026277371,0.002627737226277372,2757,t70d_RG
C1orf100,0.0001925316,0.00016461642,0.003211679,0.0023357664233576644,2758,t70d_RG
SPATA18,0.00019241762,0.00015605747,0.0023357663,0.0017518248175182481,2759,t70d_RG
SYP-AS1,0.00019200852,0.00016447283,0.0020437955,0.0017518248175182481,2760,t70d_RG
LINC01707,0.00019181693,0.00014609579,0.0026277371,0.002627737226277372,2761,t70d_RG
LRP5-1,0.00019169235,0.00012921913,0.0023357663,0.0023357664233576644,2762,t70d_RG
CARTPT,0.00019133583,0.00016910452,0.001459854,0.00145985401459854,2763,t70d_RG
SPINK4,0.00019050397,0.00017230267,0.0035036497,0.0011678832116788322,2764,t70d_RG
PTGS1,0.00019035718,0.0001621246,0.002919708,0.00291970802919708,2765,t70d_RG
CES3,0.00019029237,0.00014977047,0.003211679,0.002627737226277372,2766,t70d_RG
NFS1,0.00019029123,0.00015358678,0.0023357663,0.0020437956204379564,2767,t70d_RG
TRP-AGG2-6,0.00019028617,0.00012899961,0.002919708,0.00291970802919708,2768,t70d_RG
CLRN1-AS1,0.00019002185,0.0001563573,0.0020437955,0.0020437956204379564,2769,t70d_RG
DNAJC5G,0.0001895639,0.00015853823,0.0017518249,0.0017518248175182481,2770,t70d_RG
BNIP3P11,0.00018953586,0.00016597372,0.0026277371,0.002627737226277372,2771,t70d_RG
ANXA10,0.00018952198,0.00015833731,0.0020437955,0.0020437956204379564,2772,t70d_RG
KLHL41,0.00018900365,0.00016682876,0.0020437955,0.0020437956204379564,2773,t70d_RG
TRIM38,0.00018857294,0.00017174121,0.0023357663,0.0023357664233576644,2774,t70d_RG
TP73,0.00018826754,0.00015941272,0.0020437955,0.00145985401459854,2775,t70d_RG
ZPLD2P,0.00018823189,0.00016817669,0.0026277371,0.0023357664233576644,2776,t70d_RG
KCNK5,0.00018755387,0.00015567121,0.0026277371,0.002627737226277372,2777,t70d_RG
MTND6P21,0.00018733845,0.00014981136,0.0035036497,0.0035036496350364962,2778,t70d_RG
LINC02224,0.000186356,0.00012119796,0.003211679,0.00291970802919708,2779,t70d_RG
LINC01697,0.00018601348,0.0001694444,0.001459854,0.0011678832116788322,2780,t70d_RG
LINC02378,0.0001858283,0.00016480818,0.0017518249,0.0017518248175182481,2781,t70d_RG
BNC2-AS1,0.00018580732,0.0001600191,0.0026277371,0.002627737226277372,2782,t70d_RG
NLGN4Y-AS1,0.00018546553,0.00016138339,0.003211679,0.003211678832116788,2783,t70d_RG
STX11,0.00018510198,0.00012178589,0.004087591,0.0037956204379562043,2784,t70d_RG
LOXL4,0.00018482344,0.00015061871,0.0023357663,0.0023357664233576644,2785,t70d_RG
SLC19A3,0.00018477105,0.00015221987,0.0026277371,0.002627737226277372,2786,t70d_RG
ZNF385D-AS2,0.00018467191,0.00014835632,0.0017518249,0.00145985401459854,2787,t70d_RG
SLC6A5-1,0.00018447424,0.00016431703,0.0017518249,0.0011678832116788322,2788,t70d_RG
LINC01719,0.00018402202,0.00013307031,0.0023357663,0.0023357664233576644,2789,t70d_RG
UBE2Q2P16,0.00018372232,0.0001467496,0.0023357663,0.0023357664233576644,2790,t70d_RG
CCDC39-AS1,0.00018305518,0.0001605134,0.002919708,0.002627737226277372,2791,t70d_RG
KCNJ16,0.00018282083,0.00014392109,0.0026277371,0.002627737226277372,2792,t70d_RG
IRX4,0.00018265584,0.00016235876,0.001459854,0.00145985401459854,2793,t70d_RG
TNFAIP6,0.00018241245,0.00014146132,0.002919708,0.0023357664233576644,2794,t70d_RG
EIF2AK3-DT,0.00018241227,0.0001559173,0.002919708,0.00291970802919708,2795,t70d_RG
HTRA4,0.00018231534,0.00014276661,0.003211679,0.002627737226277372,2796,t70d_RG
LINC02471,0.00018214405,0.00016027673,0.0023357663,0.0023357664233576644,2797,t70d_RG
SUMO2P16,0.00018161412,0.0001646636,0.0026277371,0.0023357664233576644,2798,t70d_RG
MIR3976HG,0.00018131256,0.00016123644,0.0026277371,0.002627737226277372,2799,t70d_RG
VWA8-AS1,0.00018057204,0.00014056529,0.0035036497,0.0035036496350364962,2800,t70d_RG
RNA5SP437,0.00018002639,0.00015780397,0.0023357663,0.0023357664233576644,2801,t70d_RG
LNCAROD,0.00017965809,0.00016404157,0.0020437955,0.0020437956204379564,2802,t70d_RG
