gene,ko_l2_mean_70d,ko_l2_mean_115d
IRX6,2.0489597e-05,6.799589e-05
SHISA8,2.0423933e-05,0.00022947264
NTSR2,2.0348449e-05,0.00015137487
SUSD2,2.0328307e-05,5.2539897e-05
CLCNKA,2.0275236e-05,5.4476465e-07
PDILT,2.0254316e-05,8.237472e-05
RCC2-AS1,2.0246627e-05,5.4476465e-07
LINC00989,2.021286e-05,0.0002471398
UGT2B15,1.9784009e-05,5.4476465e-07
MGC27382,1.9748324e-05,5.4476465e-07
CX3CR1,1.9741052e-05,0.00012815151
LINC02304,1.9644316e-05,5.4476465e-07
GLIS3-AS1,1.961254e-05,0.00013030841
SP6,1.960846e-05,5.4476465e-07
TRAPPC3L,1.959508e-05,5.4476465e-07
CD83P1,1.9577583e-05,5.4476465e-07
TMIGD2,1.9567857e-05,5.4476465e-07
ZNF468,1.948463e-05,0.0002922288
LINC01491,1.9432135e-05,9.914672e-05
CCDC87,1.9351219e-05,5.4476465e-07
OTOP1,1.9258518e-05,5.4476465e-07
TRIML1,1.9231933e-05,7.54062e-05
SIRLNT,1.9195104e-05,5.685537e-05
OSTCP1,1.9146479e-05,5.4476465e-07
GOLT1A,1.9106476e-05,7.171567e-05
SUMO2P18,1.9093837e-05,5.4476465e-07
OR7E102P,1.9040543e-05,1.9849094e-05
ZNF716,1.9039155e-05,2.510527e-05
PCAT14,1.9036279e-05,5.4237964e-05
TBX4,1.8999865e-05,5.4476465e-07
SUMO1P3,1.894468e-05,5.4476465e-07
OTOR,1.890178e-05,5.4476465e-07
GALNTL5-1,1.8824016e-05,3.1990276e-05
SLCO1B1,1.8802535e-05,6.631274e-05
LINC02393,1.874825e-05,1.4657391e-05
PROP1,1.8690742e-05,2.800128e-05
ARL14EPL,1.8617942e-05,3.0745137e-05
NXF3,1.8603034e-05,5.4476465e-07
TPMTP2,1.8568026e-05,5.4476465e-07
LINC02017,1.8558665e-05,0.00011783682
POU5F1B,1.8547453e-05,6.167192e-05
GPR151,1.8545135e-05,5.4476465e-07
UGT2B29P,1.851402e-05,1.459767e-05
PYCARD,1.8463956e-05,5.4476465e-07
DOCK9-AS1,1.8437404e-05,6.4898624e-05
RAC2,1.839073e-05,2.0633217e-05
SAMSN1-AS1,1.8363937e-05,5.4476465e-07
VN1R107P,1.83224e-05,2.1583739e-05
SDHAF2,1.8318993e-05,0.005458279
LINC01348,1.808013e-05,5.4476465e-07
SERPINB11,1.8012526e-05,4.7731035e-05
PHF2P2,1.7967508e-05,5.4476465e-07
CCKAR,1.7926219e-05,5.4476465e-07
CASC20,1.7893488e-05,5.4476465e-07
DBH,1.7872419e-05,5.0805735e-05
CLDN2,1.7870685e-05,6.009996e-05
CALML3-AS1,1.786887e-05,0.00015982271
CIBAR1P2,1.783655e-05,5.4476465e-07
GOLGA6L5P,1.7801507e-05,5.4476465e-07
NXPE2,1.772562e-05,0.00021032387
NME2P1,1.7722645e-05,5.4476465e-07
LTK,1.7690536e-05,5.3918677e-05
LINC02037,1.7665445e-05,5.4476465e-07
HMX3,1.7615328e-05,5.4476465e-07
HADHAP1,1.7287997e-05,1.8838813e-05
LINC00377,1.7174332e-05,0.00017461546
TNNI1,1.702709e-05,0.00025691467
LINC02717,1.7007893e-05,5.4476465e-07
PSG3,1.697384e-05,5.1943694e-05
DMBT1,1.6946084e-05,1.3165935e-05
ADAMDEC1,1.6929236e-05,5.4476465e-07
LINC02052,1.6912898e-05,5.4476465e-07
LINC00701,1.6901351e-05,5.4476465e-07
ARHGAP42P1,1.6862454e-05,5.4476465e-07
LINC01541,1.6837019e-05,8.327049e-05
DRGX,1.6778657e-05,5.4476465e-07
MYOC,1.6768714e-05,5.9607617e-05
OPTC,1.6744327e-05,5.4476465e-07
MADD-AS1,1.6731672e-05,5.4476465e-07
LINC02045,1.6723554e-05,5.4688797e-05
KCNK18,1.6677774e-05,1.5040938e-05
CEACAM7,1.6668055e-05,5.4476465e-07
SLAMF1,1.6661766e-05,5.4476465e-07
LINC02071,1.6648217e-05,2.3573159e-05
HAR1B,1.6626624e-05,8.144448e-05
LINC02626,1.6576165e-05,5.4476465e-07
POU5F2,1.656496e-05,0.0019314532
LINC02596,1.649645e-05,5.4476465e-07
UBE2L4,1.6432874e-05,5.4476465e-07
SLC34A1-1,1.6412367e-05,5.4476465e-07
F9,1.6355401e-05,1.3387864e-05
LINC01936,1.6335627e-05,3.3966502e-05
LINC00332,1.6258087e-05,4.3929893e-05
LINC02875,1.6248077e-05,5.4476465e-07
VNN1,1.6240801e-05,5.4476465e-07
TEX33,1.6222082e-05,4.583487e-05
PLAAT2,1.6215108e-05,1.5645963e-05
RN7SL426P,1.6133476e-05,5.4476465e-07
ZNF587P1,1.6122884e-05,5.4476465e-07
CENPNP2,1.6080538e-05,2.3198845e-05
YWHAZP4,1.599825e-05,2.8027154e-05
LINC00384,1.5956624e-05,5.4476465e-07
SUN5,1.594959e-05,5.4476465e-07
RBM8B,1.5936932e-05,5.4476465e-07
TGM7,1.5924124e-05,5.4476465e-07
TRAT1,1.5887814e-05,2.6079662e-05
PTMAP11,1.5880527e-05,5.4476465e-07
TMEM270,1.586787e-05,3.9861978e-05
PABPN1L,1.5867701e-05,5.4476465e-07
FAM25G,1.5825797e-05,2.1047439e-05
RN7SL239P,1.5789128e-05,5.703086e-05
NHP2P1,1.5726966e-05,5.4476465e-07
SMIM10L2B-AS1,1.5705487e-05,5.4476465e-07
BEND3P1,1.5648853e-05,5.4476465e-07
FGD2,1.5629783e-05,2.2356511e-05
TGM1,1.5549738e-05,0.0002623994
HDAC9-AS1,1.5545435e-05,1.7286673e-05
TRBV26OR9-2,1.5517917e-05,4.7478625e-05
SIRPB3P,1.5477044e-05,0.00017095984
OR1L6,1.5458218e-05,6.1286955e-05
FCAR,1.5427506e-05,0.0001664699
NTRAS,1.5412088e-05,5.4476465e-07
IGSF21-AS1,1.5407919e-05,5.4476465e-07
ABCA6,1.5303334e-05,0.0001649072
OTOP3,1.5248635e-05,3.5305013e-05
PUDPP1,1.52402345e-05,5.4476465e-07
HMGB3P24,1.5115627e-05,5.4476465e-07
PRR18,1.5092287e-05,0.0005498056
CATSPERZ,1.508168e-05,0.00019717235
CCDC197,1.5022701e-05,4.2743926e-05
LINC01997,1.5014331e-05,2.5491123e-05
FER1L6-AS1,1.5007736e-05,5.4476465e-07
LINC01283,1.4997525e-05,5.4476465e-07
RNU6-199P,1.4988917e-05,3.2464985e-05
RPS3AP42,1.4972299e-05,5.4476465e-07
TREM2,1.4948359e-05,5.6192795e-05
RNU6-31P,1.4917052e-05,5.4476465e-07
NUPR2,1.4837443e-05,5.4476465e-07
GPRC5D,1.4830821e-05,7.097854e-05
NLRP9P1,1.4812639e-05,2.5258334e-05
LINC02089,1.4808589e-05,5.4476465e-07
LAIR2,1.4807647e-05,5.4476465e-07
MS4A4A,1.4741167e-05,6.610556e-05
ACCSL,1.4735684e-05,1.35376e-05
PATE2,1.4700968e-05,0.00010337088
RASAL3,1.4655399e-05,0.00010720829
MALL,1.4517823e-05,0.00011144628
SLC25A24P1,1.44754495e-05,5.4476465e-07
RNF183,1.4445555e-05,5.4476465e-07
LINC02033,1.4433541e-05,3.804517e-05
SIGLEC9,1.4423402e-05,5.4476465e-07
GZMA,1.437762e-05,2.4569848e-05
RORC,1.4287492e-05,3.032784e-05
PSG5,1.4254075e-05,4.3059623e-05
ZNF860,1.4233557e-05,0.00017448669
IL18RAP,1.4148157e-05,2.0826337e-05
LINC00402,1.4146119e-05,0.0014484201
NAIPP1,1.4143954e-05,5.4476465e-07
FHL5,1.4107734e-05,0.00090764643
NPR1,1.4105313e-05,5.4476465e-07
TREHP1,1.4059335e-05,5.4476465e-07
VSIG2-1,1.4051765e-05,5.4476465e-07
LINC01363,1.4047097e-05,2.1165146e-05
PTMAP10,1.3986354e-05,5.4476465e-07
SIGLECL1,1.39775075e-05,5.4476465e-07
LINC02846,1.3975032e-05,5.4476465e-07
AADACL3,1.3972594e-05,5.4476465e-07
SERPINB5,1.3948068e-05,5.4476465e-07
TMEM190,1.3941513e-05,0.00011797673
MAG,1.3876932e-05,5.4476465e-07
LINC02475,1.3865943e-05,7.923601e-05
NBEAP1,1.38591e-05,1.980551e-05
SELL,1.3846164e-05,3.1895514e-05
KRT27,1.3818504e-05,1.9284833e-05
MEP1A,1.3815488e-05,5.4476465e-07
CD44-AS1,1.38047835e-05,0.00011411933
HSD3BP3,1.3759746e-05,5.4476465e-07
DPPA3,1.3746559e-05,2.555755e-05
OR11A1,1.3646582e-05,8.781967e-05
LINC00029,1.3543706e-05,5.4476465e-07
DNMT3L,1.3542886e-05,5.4476465e-07
HNRNPUL2-BSCL2,1.3471746e-05,5.4476465e-07
KAZALD1,1.3439153e-05,5.4476465e-07
SNCA-AS1,1.3437179e-05,5.4476465e-07
RGS18-1,1.3430119e-05,5.4476465e-07
DMTF1,1.3402551e-05,5.4476465e-07
AOC3,1.3401495e-05,5.5098928e-05
NOBOX,1.3318514e-05,5.4476465e-07
OR52A1,1.3316565e-05,5.0915765e-05
EBI3,1.3286543e-05,5.9168033e-05
LINC02412,1.3282325e-05,7.380222e-05
SERPINB13,1.3240452e-05,5.4476465e-07
CLCNKB,1.3208518e-05,5.4476465e-07
ADAM21,1.312468e-05,2.9613442e-05
GC,1.31180495e-05,0.00010229952
MYEOV,1.31017805e-05,4.46471e-05
LINC01594,1.30603e-05,5.4476465e-07
LINC00349,1.3047762e-05,5.4476465e-07
AIRE,1.3043445e-05,6.518309e-05
LINC02834,1.302167e-05,3.981838e-05
TLR10,1.3017515e-05,5.4476465e-07
BANF2,1.2973521e-05,4.421879e-05
LINC01951,1.2957388e-05,2.8256914e-05
CYP7A1,1.2950027e-05,5.4476465e-07
RNVU1-24,1.2938256e-05,5.4476465e-07
LINC02420,1.2920212e-05,5.4476465e-07
SMIM43,1.2907855e-05,6.157663e-05
LINC02251,1.2781112e-05,6.488871e-05
TMEM82,1.2721939e-05,5.4476465e-07
AMPD1,1.2697157e-05,1.5865373e-05
HCG24,1.267441e-05,9.848988e-05
GBP1,1.2668417e-05,1.8980913e-05
BPIFB1,1.2627346e-05,5.502523e-05
ACTL8,1.2598701e-05,7.8060286e-05
GIMAP1,1.2584396e-05,5.4476465e-07
OR1L8,1.2541228e-05,4.7801208e-05
OR7A17,1.251805e-05,5.4476465e-07
MYH6,1.2492664e-05,3.032856e-05
LINC00559,1.2485535e-05,4.2826534e-05
SNX6P1,1.24684e-05,2.5310914e-05
IL1RN,1.24602575e-05,5.4476465e-07
INSL3,1.2439157e-05,1.9201436e-05
ATP6V0CP3,1.2366342e-05,5.4476465e-07
LINC02628,1.2297704e-05,5.4476465e-07
TMEM92,1.2175615e-05,5.4476465e-07
SYCE1,1.2124356e-05,0.0001310406
NCLP1,1.2116465e-05,4.7738293e-05
LINC02600,1.2108615e-05,6.787134e-05
REELD1,1.2036137e-05,5.4476465e-07
C2orf78,1.2014498e-05,1.5579464e-05
SSMEM1,1.2004935e-05,2.0998232e-05
CCR1,1.2000794e-05,5.4476465e-07
PCED1B-AS1,1.1908954e-05,3.18136e-05
LINC01705,1.1877293e-05,5.4476465e-07
LINC01413,1.1868697e-05,5.4476465e-07
LINC01231,1.1830108e-05,5.2133037e-05
KRT17P7,1.1814055e-05,5.4476465e-07
RETNLB,1.1747345e-05,5.4476465e-07
FCGR1BP,1.1718048e-05,4.4688775e-05
RNF39,1.1653865e-05,5.4476465e-07
ENAM,1.16314395e-05,1.4244859e-05
BCAR3-AS1,1.1625708e-05,3.4992037e-05
NAV2-AS1,1.1623972e-05,5.4476465e-07
HP,1.1606984e-05,4.1469408e-05
CD300LG,1.1581784e-05,5.4476465e-07
FAM25EP,1.1580854e-05,5.4476465e-07
SFTPC,1.1561189e-05,1.4685723e-05
RNVU1-8,1.1552856e-05,5.4476465e-07
AOC4P,1.1551759e-05,5.4476465e-07
KRT127P,1.1548195e-05,3.2503223e-05
NUTM2B,1.1545001e-05,5.7517493e-05
TXNP1,1.1540823e-05,1.4159467e-05
TESPA1,1.1540677e-05,5.4476465e-07
FRG1FP,1.1525398e-05,5.4476465e-07
AADAC,1.1496518e-05,5.4476465e-07
LILRA2,1.14859085e-05,4.9120215e-05
PDCD1,1.14623235e-05,5.4476465e-07
IRF6,1.1396503e-05,2.9648956e-05
LIPN,1.1372999e-05,5.4476465e-07
ALOX15B,1.1339129e-05,5.4476465e-07
IQCF2,1.1332284e-05,5.4476465e-07
SCAT1,1.12525695e-05,2.995619e-05
DSCAM-AS1,1.1230563e-05,1.7268796e-05
ADH1B,1.1221883e-05,5.4476465e-07
LINC00184,1.119297e-05,5.4476465e-07
LINC00210,1.1176443e-05,2.8220178e-05
MRGPRX2,1.1124981e-05,5.4476465e-07
FUT3,1.1109888e-05,5.4476465e-07
LCN2,1.1065459e-05,5.4476465e-07
TAS2R6P,1.09491775e-05,5.4476465e-07
LINC01720,1.0921379e-05,0.000113873124
ZMYND15,1.0869116e-05,5.4476465e-07
OR2L1P,1.0842228e-05,5.4476465e-07
LINC01460,1.0811989e-05,5.4476465e-07
LINC00303,1.0805783e-05,1.3739989e-05
C13orf42,1.0792953e-05,1.9626415e-05
CASP16P,1.066108e-05,6.273573e-05
FOXA3,1.0633285e-05,2.6152844e-05
THEMIS3P,1.0627614e-05,5.4476465e-07
CETP,1.0614036e-05,6.214123e-05
SEC23A-AS1,1.06059115e-05,5.4476465e-07
ADAM2,1.060032e-05,5.4476465e-07
LINC02820,1.0595554e-05,5.4476465e-07
SOD3,1.0525398e-05,0.00016172988
GSTM3P2,1.0449375e-05,1.2872406e-05
EEF1B2P7,1.043093e-05,5.4476465e-07
PFN3,1.0408072e-05,5.4476465e-07
FOXB2,1.0406764e-05,5.4476465e-07
SOX18,1.0364162e-05,0.00023045068
CYP3A7-CYP3A51P,1.0322564e-05,5.4476465e-07
PDGFA-DT,1.0304979e-05,1.6457456e-05
UGT2A2,1.0226852e-05,1.5717495e-05
CNTF,1.0204229e-05,5.4476465e-07
MTND6P25,1.0170175e-05,2.559141e-05
LINC02699,1.014736e-05,5.4476465e-07
OFD1P17,1.0009429e-05,1.909989e-05
MYO18B-AS1,9.989602e-06,5.4476465e-07
DUOX2,9.9892295e-06,5.4476465e-07
PRKAG3,9.984938e-06,5.4476465e-07
CATSPER1,9.920055e-06,5.4476465e-07
HS3ST6-1,9.834982e-06,5.4476465e-07
PRSS44P,9.814464e-06,5.4476465e-07
DOCK9-DT,9.791523e-06,5.4476465e-07
PANX3,9.7454795e-06,5.4476465e-07
CD33,9.702296e-06,5.4476465e-07
VCX,9.701193e-06,5.4476465e-07
GIMAP4,9.656013e-06,4.5077526e-05
RPL35AP32,9.649456e-06,8.918707e-05
USH1G,9.644244e-06,5.4476465e-07
MFSD1P1,9.625753e-06,5.4476465e-07
CXCR6,9.611277e-06,3.9382976e-05
CDSN,9.587733e-06,5.4476465e-07
THPO,9.515931e-06,5.0416857e-05
LINC02386,9.40567e-06,5.4476465e-07
TMEM202,9.395044e-06,5.4476465e-07
SMIM21,9.363887e-06,5.4476465e-07
LINC01972,9.327744e-06,2.0991605e-05
GBP5,9.315512e-06,5.4476465e-07
EGFLAM-AS4,9.29406e-06,1.8449968e-05
CLEC6A,9.239299e-06,5.4476465e-07
SETD4-AS1,9.117971e-06,5.4476465e-07
LRRC25,9.0780595e-06,2.1939404e-05
KLRF1,9.006188e-06,3.6937257e-05
LINC02303,8.983613e-06,5.4476465e-07
LINC02577,8.949919e-06,5.4476465e-07
CASP4,8.920586e-06,2.8143975e-05
RPL21P110,8.917664e-06,5.4476465e-07
PTCHD3P2,8.906001e-06,5.4476465e-07
CHI3L2,8.901626e-06,3.184345e-05
MS4A2,8.8651195e-06,5.4476465e-07
S100A14,8.835857e-06,5.4476465e-07
SP7,8.8055685e-06,5.4476465e-07
ETF1P1,8.802748e-06,1.4832122e-05
EPS8L3,8.739307e-06,2.3385528e-05
FCRL6,8.680039e-06,5.4476465e-07
FAM183DP,8.653067e-06,1.3558365e-05
FPR2,8.573343e-06,5.4476465e-07
DHRS2,8.460052e-06,5.4476465e-07
REV3L-IT1,8.445589e-06,5.4476465e-07
MRPL57P8,8.28333e-06,5.4476465e-07
CFAP95-DT,8.216652e-06,4.7037356e-05
HMGCS2,8.210269e-06,5.4476465e-07
SPIC,7.9584e-06,5.4476465e-07
IGFBP1,7.8148605e-06,5.4476465e-07
PARP4P1,7.6171145e-06,5.4476465e-07
F10-AS1,7.514515e-06,5.4476465e-07
LINC00317,7.4903037e-06,5.4476465e-07
LINC00474,7.484516e-06,1.6450442e-05
CRYZP1,7.478583e-06,5.4476465e-07
NPIPB10P,7.4137783e-06,5.4476465e-07
C1orf116,7.2896632e-06,5.4476465e-07
MYOD1,7.280005e-06,5.4476465e-07
LINC01941,7.2473517e-06,1.43279485e-05
CEMP1,7.1904965e-06,5.4476465e-07
KRT15,7.1867125e-06,5.4476465e-07
LINC02637,7.1113573e-06,1.9908644e-05
FMO7P,7.0062047e-06,5.4476465e-07
DDO,6.968337e-06,3.714978e-05
KCNJ5-AS1,6.9625266e-06,5.4476465e-07
FCRL5,6.9259813e-06,5.4476465e-07
SLC25A51P4,6.9218995e-06,5.4476465e-07
DUSP13B,6.4118303e-06,1.8292458e-05
MUCL3,6.400741e-06,5.4476465e-07
SLC16A6P1,6.120937e-06,5.4476465e-07
RN7SL487P,6.1069286e-06,5.4476465e-07
SRD5A2,6.0902635e-06,5.1444105e-05
DUXAP9,5.9845706e-06,2.0197554e-05
UBBP1,5.9545764e-06,5.4476465e-07
KLK13,5.7067136e-06,5.4476465e-07
MED14P1,1.1533708e-06,5.4476465e-07
LINC01148,1.1533708e-06,5.4476465e-07
LINC01166,1.1533708e-06,3.4608394e-05
ZNF101P2,1.1533708e-06,5.4476465e-07
RPL31P47,1.1533708e-06,5.4476465e-07
MED8-AS1,1.1533708e-06,5.4476465e-07
MCIDAS,1.1533708e-06,9.197796e-05
HRNR,1.1533708e-06,0.00020982433
HRAT17,1.1533708e-06,5.4476465e-07
CYP11B1,1.1533708e-06,2.010171e-05
CYMP,1.1533708e-06,5.4476465e-07
KLRC2,1.1533708e-06,3.896815e-05
KLK6,1.1533708e-06,5.4476465e-07
KLHL30,1.1533708e-06,5.4476465e-07
PLAAT4,1.1533708e-06,0.0010138776
PLCL2-AS1,1.1533708e-06,7.765706e-05
PLCE1-AS1,1.1533708e-06,0.0012972907
DAZ2,1.1533708e-06,9.119318e-06
KLRC4-KLRK1,1.1533708e-06,5.4476465e-07
KRT40,1.1533708e-06,1.1471154e-05
TRBC2,1.1533708e-06,5.4476465e-07
TRBV23OR9-2,1.1533708e-06,5.4476465e-07
TP53TG3D,1.1533708e-06,5.4476465e-07
RBPMSLP,1.1533708e-06,5.4476465e-07
LINC01303,1.1533708e-06,1.8207234e-05
LINC01360,1.1533708e-06,5.4476465e-07
HDGFL1,1.1533708e-06,5.4476465e-07
LRP1-AS,1.1533708e-06,1.3336025e-05
ARHGEF35,1.1533708e-06,0.00040222178
LRRC37A9P,1.1533708e-06,5.4476465e-07
SLC18A3,1.1533708e-06,5.9015623e-05
SLC22A16,1.1533708e-06,0.00010459197
SLC22A18AS,1.1533708e-06,5.4476465e-07
LINC00347,1.1533708e-06,2.2089836e-05
CYP4A22,1.1533708e-06,5.4476465e-07
LRG1,1.1533708e-06,5.4476465e-07
RPL36A-HNRNPH2,1.1533708e-06,5.4476465e-07
REPIN1,1.1533708e-06,0.004268341
RFKP2,1.1533708e-06,5.4476465e-07
RFPL4B,1.1533708e-06,5.4476465e-07
RFX6,1.1533708e-06,5.4476465e-07
RGPD4-AS1,1.1533708e-06,1.7254668e-05
RPL5P22,1.1533708e-06,5.4476465e-07
RPL5P3,1.1533708e-06,5.4476465e-07
KRT24,1.1533708e-06,5.4476465e-07
RPL9P29,1.1533708e-06,5.4476465e-07
RGPD6,1.1533708e-06,5.4476465e-07
CLDN14-AS1,1.1533708e-06,5.4476465e-07
CLEC12A,1.1533708e-06,5.4476465e-07
GAL,1.1533708e-06,5.4476465e-07
GALNT17,1.1533708e-06,5.4476465e-07
LINC01467,1.1533708e-06,1.1062253e-05
IL36B,1.1533708e-06,5.4476465e-07
RPL7P17,1.1533708e-06,1.197312e-05
KRTDAP,1.1533708e-06,0.0002856125
GUSBP9,1.1533708e-06,5.4476465e-07
GZMAP1,1.1533708e-06,5.954895e-06
TMEM191B,1.1533708e-06,0.00048920343
TMEM200B,1.1533708e-06,2.1243784e-05
FKBP9P1,1.1533708e-06,5.4476465e-07
FMO10P,1.1533708e-06,2.7500939e-05
FMO8P,1.1533708e-06,5.4476465e-07
HBG1,1.1533708e-06,0.010022766
MIR1302-11,1.1533708e-06,5.4476465e-07
TMEM275,1.1533708e-06,5.854004e-05
FOXL2,1.1533708e-06,5.4476465e-07
OR8G5,1.1533708e-06,5.4476465e-07
DPEP2,1.1533708e-06,3.8348768e-05
CASP14,1.1533708e-06,5.4476465e-07
HLA-DRB5,1.1533708e-06,5.370547e-05
KIAA0087,1.1533708e-06,5.209731e-05
FOLR2,1.1533708e-06,0.0001044434
IRF5,1.1533708e-06,4.3534037e-05
CNNM3-DT,1.1533708e-06,5.4476465e-07
CNTNAP4,1.1533708e-06,0.0140751
FOXD2,1.1533708e-06,5.4476465e-07
FOXE3,1.1533708e-06,5.5259607e-05
LINC01436,1.1533708e-06,5.4476465e-07
LINC01447,1.1533708e-06,5.4476465e-07
IKBKB-DT,1.1533708e-06,5.4476465e-07
MCEMP1,1.1533708e-06,5.4476465e-07
LGALS14,1.1533708e-06,5.4476465e-07
GSC2,1.1533708e-06,5.4476465e-07
GSDMC,1.1533708e-06,5.4476465e-07
GSTA1,1.1533708e-06,5.4476465e-07
GSTA6P,1.1533708e-06,5.4476465e-07
KRTAP9-1,1.1533708e-06,5.4476465e-07
PYDC1-1,1.1533708e-06,3.066998e-05
CNIH3-AS2,1.1533708e-06,0.00010031758
FOXL3,1.1533708e-06,5.4476465e-07
IL10,1.1533708e-06,3.0625124e-05
FSBP,1.1533708e-06,0.0018270677
FUT1,1.1533708e-06,6.693297e-05
TMPRSS11E,1.1533708e-06,5.4476465e-07
ARAP1-AS2,1.1533708e-06,7.979076e-05
SHOX,1.1533708e-06,4.555829e-05
PLD4,1.1533708e-06,5.4476465e-07
PLEKHS1,1.1533708e-06,5.4476465e-07
CXADRP3,1.1533708e-06,5.4476465e-07
AREG-2,1.1533708e-06,5.4476465e-07
SETP17,1.1533708e-06,5.4476465e-07
CYP4F11,1.1533708e-06,0.00011063242
LRRC32,1.1533708e-06,5.4476465e-07
TP53TG3C,1.1533708e-06,5.4476465e-07
CYP21A2-1,1.1533708e-06,5.784818e-05
CYP2AB1P,1.1533708e-06,5.4476465e-07
CYP2B6,1.1533708e-06,1.1201283e-05
DACT2,1.1533708e-06,3.5749483e-05
CXCL9,1.1533708e-06,5.4476465e-07
ARHGAP42-1,1.1533708e-06,5.4476465e-07
DPRX,1.1533708e-06,2.1672711e-05
DPYD-AS2,1.1533708e-06,5.4476465e-07
DSG4,1.1533708e-06,2.2590271e-05
OXCT2,1.1533708e-06,5.4476465e-07
OR7A1P,1.1533708e-06,5.4476465e-07
OR7A2P,1.1533708e-06,5.4476465e-07
OR8A3P,1.1533708e-06,5.4476465e-07
FRMD7,1.1533708e-06,3.2746855e-05
SIGLEC14,1.1533708e-06,5.4476465e-07
SKAP1-AS2,1.1533708e-06,5.4476465e-07
PGC,1.1533708e-06,5.4476465e-07
PGLYRP4,1.1533708e-06,5.4476465e-07
PHOX2B,1.1533708e-06,5.4476465e-07
PIK3R5-DT-1,1.1533708e-06,5.4476465e-07
DIP2A-IT1,1.1533708e-06,4.8053407e-05
MAGEB17,1.1533708e-06,5.4476465e-07
MAGEB3,1.1533708e-06,5.4476465e-07
OR8B2,1.1533708e-06,5.4476465e-07
LINC01854,1.1533708e-06,5.4476465e-07
LINC01865,1.1533708e-06,5.4476465e-07
LINC01878,1.1533708e-06,2.632288e-05
LINC01890,1.1533708e-06,5.4476465e-07
LINC01953,1.1533708e-06,5.4476465e-07
ZNF705A,1.1533708e-06,5.4476465e-07
KCNA7,1.1533708e-06,2.146529e-05
XKR3,1.1533708e-06,5.4476465e-07
LINC00443,1.1533708e-06,5.4476465e-07
LINC01897,1.1533708e-06,5.4476465e-07
LINC01908,1.1533708e-06,5.4476465e-07
AKR1C8,1.1533708e-06,1.9875995e-05
GOLGA6L10-1,1.1533708e-06,5.4476465e-07
ACR,1.1533708e-06,5.4476465e-07
LINC02040,1.1533708e-06,5.4476465e-07
LINC01736,1.1533708e-06,9.944543e-06
LINC01740,1.1533708e-06,1.4856264e-05
ADIPOQ,1.1533708e-06,4.155326e-05
LINC01546,1.1533708e-06,5.4476465e-07
LINC01596,1.1533708e-06,3.2224543e-05
LINC02702,1.1533708e-06,1.0736787e-05
LINC02724,1.1533708e-06,3.4427063e-05
TSPYL6,1.1533708e-06,5.4476465e-07
TTTY15,1.1533708e-06,5.4476465e-07
TTTY4B,1.1533708e-06,5.4476465e-07
TUBB8P2,1.1533708e-06,5.4476465e-07
LINC01823,1.1533708e-06,0.000109659515
HOXA-AS3,1.1533708e-06,5.4476465e-07
KCNAB1-AS1,1.1533708e-06,5.4476465e-07
KCNAB1-AS2,1.1533708e-06,5.4476465e-07
NRG3-AS1,1.1533708e-06,6.8154826e-05
DTX2P1,1.1533708e-06,5.4476465e-07
LINC00538,1.1533708e-06,2.3037925e-05
C20orf173,1.1533708e-06,1.6702414e-05
C2CD4A,1.1533708e-06,1.980443e-05
LINC02293,1.1533708e-06,8.284264e-05
RNASE6-1,1.1533708e-06,7.400163e-05
ACY3,1.1533708e-06,1.709703e-05
LINC02192,1.1533708e-06,5.568556e-05
UTF1,1.1533708e-06,1.9037494e-05
GP2,1.1533708e-06,5.4476465e-07
GP5,1.1533708e-06,5.4476465e-07
RNF126P1,1.1533708e-06,5.4476465e-07
RNU6-141P,1.1533708e-06,5.4476465e-07
LINC01741,1.1533708e-06,5.4476465e-07
ALOX15P1,1.1533708e-06,5.4476465e-07
CHIA,1.1533708e-06,5.4476465e-07
CHRNA2,1.1533708e-06,0.00018993329
CLEC4G,1.1533708e-06,5.4476465e-07
LINC02061,1.1533708e-06,8.861001e-06
LINC02070,1.1533708e-06,5.4476465e-07
LINC02118,1.1533708e-06,3.033017e-05
LINC02131,1.1533708e-06,5.4476465e-07
RNU6-194P,1.1533708e-06,5.4476465e-07
ADAMTSL5,1.1533708e-06,5.4476465e-07
USP32P3,1.1533708e-06,5.4476465e-07
HTR1D,1.1533708e-06,5.4476465e-07
ICAM4,1.1533708e-06,5.4476465e-07
RNU6-319P,1.1533708e-06,5.4476465e-07
AGBL5-IT1,1.1533708e-06,5.4476465e-07
XRCC6P4,1.1533708e-06,4.2603915e-05
CYP2W1,1.1533708e-06,5.4476465e-07
RNA5SP35,1.1533708e-06,5.4476465e-07
DNTT,1.1533708e-06,5.4476465e-07
PAGE4,1.1533708e-06,5.4476465e-07
PALM2,1.1533708e-06,5.4476465e-07
CKLF-CMTM1,1.1533708e-06,5.4476465e-07
ALPP,1.1533708e-06,5.4476465e-07
ZNRF3-IT1,1.1533708e-06,8.587117e-05
ZSCAN10,1.1533708e-06,2.4924586e-05
A4GNT,1.1533708e-06,5.4476465e-07
ABI3,1.1533708e-06,0.000112084665
DNM3-IT1,1.1533708e-06,0.00017304266
HLA-DMB,1.1533708e-06,5.4476465e-07
HLA-DOB,1.1533708e-06,5.4476465e-07
P2RY2,1.1533708e-06,5.4476465e-07
PCDHB8,1.1533708e-06,1.7736118e-05
LINC02583,1.1533708e-06,6.5215994e-05
LINC02591,1.1533708e-06,0.0001868836
TYRP1,1.1533708e-06,5.4476465e-07
