gene,bio_rank,ko_l2_mean,residual_l2,resid_rank,mean_expr,frac_expr,is_ref
SLC6A1-AS1,361,0.026171176,0.01111339042862304,67,0.31824818,0.2204379562043795,FALSE
IFI44L,446,0.021196969,0.010956817435186159,68,0.22277372,0.1708029197080292,FALSE
SQLE,104,0.0694803,0.01094812240204946,69,1.6686132,0.712992700729927,FALSE
LDB2,230,0.04130513,0.010812287861406955,70,0.61080295,0.3121167883211679,FALSE
GRIA1,259,0.03707783,0.010808476172410701,71,0.5786861,0.3448175182481752,FALSE
MDK,79,0.085051164,0.01045946623587169,72,2.1737227,0.7497810218978103,FALSE
UCHL1,180,0.04844418,0.010419898032389826,73,1.029781,0.5789781021897811,FALSE
BARHL2,445,0.021230523,0.010328275908293683,74,0.1938686,0.1205839416058394,FALSE
ZFHX4,195,0.04560726,0.01029124930362558,75,0.8449635,0.4624817518248175,FALSE
VCAM1,336,0.027865058,0.010124763316958305,76,0.3439416,0.2105109489051095,FALSE
TNRC6B,111,0.066814594,0.010096234938502443,77,1.5728468,0.6805839416058395,FALSE
SOX4,34,0.12003148,0.010057464866351229,78,3.7506568,0.8665693430656934,FALSE
FAM107A,257,0.03736333,0.01002577028089499,79,0.5343066,0.2805839416058394,FALSE
CCND1,265,0.036388442,0.00958053413446956,80,0.61138684,0.3705109489051095,FALSE
EPHA3,321,0.029364638,0.00948818821092821,81,0.36,0.1967883211678832,FALSE
ROBO2,113,0.06573668,0.009366712107454949,82,1.3176643,0.5121167883211679,FALSE
ANKRD20A11P,622,0.013639947,0.00903634380883843,83,0.0989781,0.0814598540145985,FALSE
CXCR4,138,0.056048196,0.008943886737492867,84,1.0616058,0.4624817518248175,FALSE
FOXP1,98,0.071717545,0.00845830259317823,85,1.6986861,0.6575182481751825,FALSE
TCIM,447,0.02118806,0.007953288747679279,86,0.27328467,0.1912408759124087,FALSE
OTX2,506,0.018024823,0.007691514123920708,87,0.18978103,0.1237956204379562,FALSE
HES1,23,0.14449981,0.007649398351918129,88,5.0508027,0.8478832116788321,TRUE
SFRP2,232,0.041162565,0.007552327406314974,89,0.740438,0.3921167883211678,FALSE
ZFPM2-AS1,376,0.02481551,0.007350857144914191,90,0.3632117,0.2385401459854014,FALSE
HOPX,388,0.024090527,0.0073294695637546705,91,0.26802918,0.1290510948905109,FALSE
NPAS3,20,0.16272694,0.007296377809748731,92,6.6239414,0.9413138686131388,FALSE
OTX2-AS1,299,0.031131761,0.007182797754613246,93,0.3991241,0.1801459854014598,FALSE
TMEM123,181,0.04788238,0.007126880774210713,94,1.1483212,0.6306569343065693,FALSE
GAS1,500,0.01816587,0.00709195612891169,95,0.24,0.181021897810219,FALSE
DMRTA2,475,0.01962545,0.007072491994195205,96,0.24467154,0.1640875912408759,FALSE
SOX3,221,0.042683177,0.006914766994350928,97,0.80379564,0.4178102189781021,FALSE
PDLIM3,311,0.0304089,0.006879953186556173,98,0.5357664,0.3418978102189781,FALSE
VEPH1,306,0.03061453,0.006812676356863159,99,0.5491971,0.3521167883211679,FALSE
FEZF2,645,0.0127424365,0.006794209586900608,100,0.13167883,0.1091970802919708,FALSE
PRDX1,99,0.07169998,0.006467872823473201,101,2.0070074,0.8067153284671533,FALSE
LHX2,204,0.04435793,0.006314165224319265,102,0.8140146,0.3915328467153284,FALSE
MASP1,276,0.034313362,0.006136064603688176,103,0.6,0.3372262773722628,FALSE
IGFBPL1,156,0.052767303,0.006018127345007831,104,0.85051095,0.2881751824817518,FALSE
PCSK1N,372,0.02535279,0.005950406441042989,105,0.4429197,0.3027737226277372,FALSE
ARX,393,0.023862531,0.005945782808300555,106,0.37576643,0.2467153284671532,FALSE
CCNI,72,0.09131933,0.005871539814163518,107,2.739854,0.8528467153284671,FALSE
CENPK,228,0.041625272,0.0058546061281060735,108,0.82131386,0.4338686131386861,FALSE
RGS20,457,0.020838507,0.005787838983484124,109,0.3211679,0.2242335766423357,FALSE
LHX9,582,0.014956432,0.005686137055347792,110,0.16233577,0.1016058394160584,FALSE
NRXN3,324,0.028962776,0.005407264011836076,111,0.409927,0.1991240875912408,FALSE
EPHA5,354,0.026514703,0.0053803468324104655,112,0.43737227,0.2691970802919708,FALSE
PGAM4,474,0.019725122,0.0052734287917416914,113,0.35182482,0.2718248175182481,FALSE
BTG1,117,0.06446457,0.005155423010978201,114,1.6835036,0.7100729927007299,FALSE
NPM1,36,0.1189774,0.005149769878965445,115,4.170511,0.9471532846715328,FALSE
NUDT1,386,0.024331536,0.005127743810175622,116,0.4791241,0.3471532846715328,FALSE
TMEM163,367,0.025593596,0.005078475587929988,117,0.41430658,0.251970802919708,FALSE
DLL1,409,0.023278462,0.0049193568049556114,118,0.34423357,0.2011678832116788,FALSE
LRIG1-1,554,0.016120797,0.004829882132219597,119,0.25810218,0.2017518248175182,FALSE
LRRC3B,326,0.028694801,0.004808444227453422,120,0.52642334,0.3261313868613139,FALSE
GSTM5,749,0.00947444,0.004772436032291198,121,0.11124088,0.0983941605839416,FALSE
NREP,169,0.050675467,0.004537582658248766,122,1.2659854,0.635036496350365,FALSE
NPY,425,0.022423925,0.004449449470201176,123,0.28350365,0.1302189781021897,FALSE
BCL11B,541,0.016425826,0.004441979955156547,124,0.2610219,0.1947445255474452,FALSE
RAB34,703,0.010829372,0.004409197263552085,125,0.15824817,0.1404379562043795,FALSE
COL4A6,397,0.023750426,0.004407923771411161,126,0.40467152,0.258978102189781,FALSE
LINC01830,442,0.021508772,0.004386763911053647,127,0.2817518,0.1413138686131387,FALSE
CD9,730,0.009957447,0.004327451069001796,128,0.10189781,0.0697810218978102,FALSE
STMN2,579,0.01510909,0.004303204529908114,129,0.20963503,0.143941605839416,FALSE
RSPO1,752,0.009362386,0.004297289906709035,130,0.09547445,0.0689051094890511,FALSE
SLC17A3,849,0.007393393,0.004243166890468481,131,0.05109489,0.0300729927007299,FALSE
LEF1,269,0.03571921,0.004219443531272024,132,0.66072994,0.3471532846715328,FALSE
LIMCH1,210,0.04384423,0.004202985570923299,133,0.90656936,0.4493430656934306,FALSE
TRIP6,629,0.013420015,0.004195154171503094,134,0.2329927,0.2005839416058394,FALSE
ZFP36L1,67,0.09333425,0.004173280823416722,135,2.7506568,0.7994160583941606,FALSE
MPPED1,557,0.015983326,0.004091413429645209,136,0.22335766,0.1456934306569343,FALSE
SOX9,182,0.04787603,0.004074534988150763,137,1.0712409,0.522043795620438,FALSE
IFITM2,828,0.007736838,0.004015921688887733,138,0.083211675,0.0712408759124087,FALSE
RNF220,707,0.010752374,0.0039795862829229605,139,0.13372263,0.0992700729927007,FALSE
APCDD1,504,0.018098213,0.003971658173695396,140,0.23912409,0.131970802919708,FALSE
PGM5,599,0.014288012,0.003970108600470597,141,0.17489052,0.1030656934306569,FALSE
NR2F2,477,0.01939675,0.003946747576580292,142,0.25576642,0.1334306569343065,FALSE
CCSER1,616,0.013753676,0.0039009603293582626,143,0.19211678,0.1345985401459854,FALSE
OLIG3,823,0.007769513,0.003898401382961171,144,0.070948906,0.04992700729927,FALSE
STMN4,174,0.048913147,0.0038742116915058433,145,1.0823357,0.5115328467153285,FALSE
ANXA2,513,0.017867234,0.003851180351752895,146,0.25664234,0.1570802919708029,FALSE
LUM,848,0.0073949234,0.003769221529272149,147,0.06510949,0.0446715328467153,FALSE
HS3ST4,847,0.0074314056,0.0037030210327663386,148,0.07007299,0.0508029197080292,FALSE
POLR2L,124,0.061395396,0.0036823217117217563,149,1.7459854,0.7734306569343066,FALSE
HBA1,806,0.008094309,0.0036546911433068653,150,0.10364964,0.0910948905109489,FALSE
PITPNA-AS1,764,0.009064228,0.003647850566151298,151,0.14072993,0.1308029197080292,FALSE
STRA6,905,0.006330817,0.003614042253200062,152,0.06364963,0.0566423357664233,FALSE
DDX3P1,657,0.012403792,0.003612031688624737,153,0.19065693,0.1491970802919708,FALSE
GPX8,632,0.013118084,0.0035971876658283716,154,0.21985401,0.1781021897810219,FALSE
FGFR2,296,0.03195183,0.003589777938634242,155,0.6157664,0.3506569343065693,FALSE
LINC02609,724,0.010248158,0.003583254246987791,156,0.12583941,0.0893430656934306,FALSE
GFAP,893,0.0065676523,0.0035505801808256203,157,0.06423358,0.0528467153284671,FALSE
SPRY1,341,0.02734286,0.0035049809285699874,158,0.37722626,0.1556204379562043,FALSE
NEUROD6,834,0.007636967,0.003504276907882807,159,0.094306566,0.0817518248175182,FALSE
NEUROG2,481,0.019128287,0.0034948510771909565,160,0.28671533,0.1710948905109489,TRUE
NTNG2,531,0.016884306,0.0034761823513785235,161,0.23357664,0.1357664233576642,FALSE
GNG5,199,0.04473645,0.003442941178203736,162,1.1471533,0.6213138686131386,FALSE
DHRS3,853,0.007309381,0.003428230549709843,163,0.08029197,0.0642335766423357,FALSE
SNCA,745,0.0095478,0.0034128721705713547,164,0.13605839,0.1127007299270073,FALSE
THTPA,799,0.008325389,0.0033986243373215776,165,0.12379562,0.1135766423357664,FALSE
SCNM1,634,0.013015032,0.0033822251051320736,166,0.23795621,0.2008759124087591,FALSE
MOXD1,696,0.011233228,0.003367442623765424,167,0.13167883,0.0791240875912408,FALSE
MT1X,881,0.006773157,0.0033544119358998085,168,0.08145986,0.0732846715328467,FALSE
C4orf48,135,0.056657035,0.003341747997313147,169,1.5357665,0.7097810218978102,FALSE
CTDSP1,818,0.007854747,0.0033122392101259763,170,0.115620434,0.1074452554744525,FALSE
CSRP2,303,0.030716905,0.003295350282002635,171,0.6738686,0.4242335766423357,FALSE
TTC6,479,0.019316977,0.003288448122673985,172,0.25138685,0.1185401459854014,FALSE
ENC1,497,0.01820347,0.003288151908925643,173,0.3491971,0.2613138686131387,FALSE
RRM2,236,0.04070761,0.003191826879197144,174,0.7272993,0.3182481751824818,FALSE
GSTM4,907,0.006316284,0.003129517570426536,175,0.08175182,0.0773722627737226,FALSE
PREX2,315,0.029766928,0.0031274430589429453,176,0.6029197,0.3643795620437956,FALSE
MEF2C,588,0.014700289,0.0031109596097279183,177,0.24058394,0.1737226277372262,FALSE
ZFHX3,355,0.026398646,0.0030962815271387886,178,0.5284672,0.3375182481751825,FALSE
NFATC2,665,0.0121500995,0.0030948448947393874,179,0.16467154,0.1083211678832116,FALSE
TEKT1,915,0.006164726,0.003083071598389734,180,0.06189781,0.0481751824817518,FALSE
PIP5K1B,808,0.008069908,0.003082412736854468,181,0.10160584,0.0794160583941605,FALSE
ECEL1,989,0.0051107043,0.003078290398198263,182,0.04759124,0.0420437956204379,FALSE
ATP1A2,722,0.010307361,0.0030758387181426096,183,0.12671533,0.0817518248175182,FALSE
LINC01956,952,0.005547326,0.00307337366908158,184,0.039124086,0.0216058394160583,FALSE
PIERCE1,863,0.0070597245,0.0030581844913158875,185,0.088175185,0.0744525547445255,FALSE
MIR1915HG,830,0.0077094687,0.0030448718762985916,186,0.11240876,0.1007299270072992,FALSE
LMO1,726,0.010224037,0.0030093189680292128,187,0.13605839,0.0957664233576642,FALSE
EPHA7,358,0.026278466,0.0029599959714050905,188,0.51270074,0.32,FALSE
SATB2,1009,0.0048514158,0.002922234293161541,189,0.045839418,0.0408759124087591,FALSE
LINC00621,612,0.013865185,0.002917289515119401,190,0.21167883,0.1445255474452554,FALSE
DDX47,653,0.012618116,0.0029133462804643074,191,0.24554744,0.20992700729927,FALSE
SP8,944,0.005639589,0.0029066523973659947,192,0.06306569,0.0554744525547445,FALSE
LY6H,502,0.018127626,0.0028968237420990838,193,0.32875913,0.230948905109489,FALSE
TFPI,927,0.0060381144,0.002892391231856325,194,0.059562042,0.0435036496350364,FALSE
DDX28,963,0.005422128,0.0028820213785303193,195,0.065985404,0.0630656934306569,FALSE
SCARA3,790,0.008395638,0.0028679931538892907,196,0.1270073,0.108905109489051,FALSE
GRIP2,832,0.0076870304,0.0028594719545937492,197,0.09956204,0.0788321167883211,FALSE
TMEM132B,524,0.01748518,0.0028457890901875645,198,0.26160583,0.1538686131386861,FALSE
SLC9A9,880,0.006814571,0.0028403351874217307,199,0.08029197,0.0627737226277372,FALSE
IRF1,845,0.007451492,0.002820300204641349,200,0.07883212,0.0502189781021897,FALSE
TAFA1,379,0.0245865,0.0028059872820862812,201,0.3807299,0.1921167883211678,FALSE
SOX1-OT,625,0.013539832,0.0027867155556715053,202,0.20058393,0.1322627737226277,FALSE
AGA,883,0.006750011,0.0027663524268182788,203,0.103941604,0.0986861313868613,FALSE
IL33,709,0.0107296705,0.0027589980401553846,204,0.15182482,0.1068613138686131,FALSE
TLE2,1084,0.004150057,0.002689626169805162,205,0.03649635,0.0332846715328467,FALSE
SDC2,418,0.022892853,0.002676882395514262,206,0.47766423,0.3296350364963503,FALSE
LAMA4-1,817,0.007856169,0.002658010609008718,207,0.097810216,0.0703649635036496,FALSE
TAL2,1059,0.004362755,0.002652436555675637,208,0.037664235,0.0312408759124087,FALSE
TLE4,187,0.04703468,0.002631963720321541,209,1.1054015,0.5398540145985401,FALSE
ADRA2A,955,0.0055113216,0.002555500959074776,210,0.054890510000000003,0.0391240875912408,FALSE
SH3D19-1,619,0.013720026,0.0025499142155288815,211,0.28204378,0.2350364963503649,FALSE
ID2,320,0.029544104,0.002545643760414671,212,0.53021896,0.2814598540145985,FALSE
SHOX2,953,0.005545974,0.002544295309792789,213,0.056642335,0.0411678832116788,FALSE
PTPRK,220,0.042755894,0.0025439754346582104,214,0.99153286,0.512992700729927,FALSE
NFKBIA,534,0.016706228,0.0025389493823701485,215,0.2919708,0.2008759124087591,FALSE
NAPRT,888,0.00665167,0.0025365029158404247,216,0.106861316,0.1010218978102189,FALSE
MYO16,860,0.007100764,0.0025276511592116618,217,0.090218976,0.0686131386861313,FALSE
FZD2,699,0.010973907,0.0025190770859651376,218,0.19649635,0.1626277372262773,FALSE
CNTNAP2,240,0.040191215,0.0025163038804963543,219,0.8545985,0.4341605839416058,FALSE
NXT2,973,0.00530233,0.002511446781588212,220,0.073576644,0.070948905109489,FALSE
SEMA3A,423,0.02265005,0.0025016749099258397,221,0.39737228,0.2376642335766423,FALSE
ZSCAN31,1017,0.0047855885,0.002498930778365351,222,0.058978103,0.0560583941605839,FALSE
ARL4A,489,0.018580928,0.002482311309852034,223,0.35240877,0.2467153284671532,FALSE
PLEKHF2,867,0.00705086,0.0024812074302595073,224,0.11708029,0.1091970802919708,FALSE
TOX2,874,0.0068918816,0.00245426974538566,225,0.10072993,0.0867153284671532,FALSE
ATOH8,1071,0.004288413,0.0024116674840995163,226,0.046423357,0.0426277372262773,FALSE
DMRT3,960,0.0054676756,0.0023847495850660627,227,0.06919708,0.0595620437956204,FALSE
CRHR2,1148,0.003561556,0.0023730456972175895,228,0.030948905,0.0286131386861313,FALSE
NDUFA11,224,0.042153444,0.002362189104262248,229,1.1722628,0.6642335766423357,FALSE
TRAPPC5,431,0.022151846,0.002361461254279702,230,0.5553285,0.4216058394160584,FALSE
SIX5,1054,0.0044175987,0.002352490281014317,231,0.055474453,0.0540145985401459,FALSE
DNAI1,728,0.010136164,0.0023433686760326853,232,0.15211679,0.1100729927007299,FALSE
FEZF1,998,0.0049970006,0.0023383380408793495,233,0.046423357,0.0303649635036496,FALSE
TNFRSF1A,985,0.0051358636,0.0023366262770592163,234,0.07328467,0.0703649635036496,FALSE
ALYREF,909,0.006268119,0.0023235714362006693,235,0.08759124,0.0744525547445255,FALSE
NKAIN2,394,0.023838392,0.0023188258825968277,236,0.39532846,0.2137226277372262,FALSE
SYT4,844,0.007513896,0.0023109781725443143,237,0.10364964,0.0791240875912408,FALSE
SDC4,1133,0.0036892816,0.0023033190596356526,238,0.03649635,0.0344525547445255,FALSE
FNDC4,912,0.0062017427,0.0022991284627730253,239,0.096350364,0.0884671532846715,FALSE
MOGAT1-1,929,0.006009664,0.0022939699726554678,240,0.08963504,0.0811678832116788,FALSE
RIT2,829,0.0077282526,0.0022745713042690296,241,0.09372263,0.0601459854014598,FALSE
ZNF385B,1045,0.0045110243,0.0022607544743039874,242,0.049927007,0.0423357664233576,FALSE
PCDH9-AS1,1091,0.0040704403,0.0022591817667246294,243,0.041751824,0.0362043795620437,FALSE
RBP1,543,0.016386572,0.0022580981826764656,244,0.24262774,0.1366423357664233,FALSE
CBX8,971,0.005339394,0.0022449240136219717,245,0.07854015,0.0738686131386861,FALSE
AGPAT2,1098,0.0040135756,0.0022352006640454607,246,0.048759125,0.0478832116788321,FALSE
MT1F,1102,0.0039752945,0.002234856139947541,247,0.042335767,0.0382481751824817,FALSE
ROBO3,1085,0.0041382667,0.0022340172549324775,248,0.049635038,0.0472992700729927,FALSE
ZNF559,662,0.012206247,0.002204818520868039,249,0.2420438,0.2005839416058394,FALSE
ZFHX4-AS1,846,0.007443771,0.0022018303504098696,250,0.11065693,0.0890510948905109,FALSE
PLS3,811,0.008060984,0.002200873305301586,251,0.12145986,0.0954744525547445,FALSE
NDST3,572,0.015391527,0.002157526774939705,252,0.24087591,0.1483211678832116,FALSE
PAX8,1229,0.002889912,0.0021557523703959925,253,0.022773722,0.0224817518248175,FALSE
LRP10,1032,0.004638998,0.0021478794664506955,254,0.05693431,0.0496350364963503,FALSE
QPRT,1023,0.004687161,0.0021193228328610487,255,0.06364963,0.058978102189781,FALSE
MTTP,1130,0.003719311,0.0021165624361441327,256,0.03970803,0.0362043795620437,FALSE
CCDC8,930,0.005943586,0.002112877747535017,257,0.09868613,0.0931386861313868,FALSE
LINC01103,1146,0.0035900667,0.00210769757719376,258,0.03562044,0.0315328467153284,FALSE
YIF1A,644,0.012749366,0.0021044839684381694,259,0.28379562,0.2455474452554744,FALSE
FRZB,1072,0.004283334,0.00209969124811803,260,0.040291972,0.0280291970802919,FALSE
LINC01322,935,0.0057363063,0.0020896318955226367,261,0.08759124,0.0791240875912408,FALSE
CACNA2D1,410,0.023277111,0.0020789052558575277,262,0.44379562,0.2756204379562044,FALSE
CMAHP,839,0.0076073715,0.002077158214107223,263,0.107445255,0.0797080291970803,FALSE
HELT,1129,0.0037200933,0.0020668258023682326,264,0.027153285,0.0151824817518248,FALSE
LSP1P4,1073,0.0042805905,0.0020473178170657175,265,0.057518248,0.0545985401459854,FALSE
AMBN,879,0.0068157525,0.0020410455700407546,266,0.08846715,0.0627737226277372,FALSE
IRX2,783,0.008641946,0.002038341630129688,267,0.122627735,0.0855474452554744,FALSE
SCG5,736,0.009752334,0.002013747169000179,268,0.18014598,0.150948905109489,FALSE
PDE1A,218,0.04296001,0.002012241697478766,269,0.7868613,0.3208759124087591,FALSE
SYN3,626,0.0135368025,0.0020079190664050524,270,0.21576643,0.1410218978102189,FALSE
ACSBG1,1015,0.0048073404,0.0020054164318051306,271,0.055766422,0.042919708029197,FALSE
PDZD4,1043,0.004542813,0.0019992771092792226,272,0.064525545,0.0607299270072992,FALSE
PDGFRB,1013,0.0048130713,0.0019740694776017947,273,0.063941605,0.0551824817518248,FALSE
KCNMA1,986,0.005132113,0.0019708511544643172,274,0.06773723,0.0560583941605839,FALSE
PLP1,674,0.01196024,0.001969409660115337,275,0.16963504,0.1007299270072992,FALSE
FAM111A,916,0.006163339,0.001959648241421081,276,0.0919708,0.0770802919708029,FALSE
DLGAP2,1090,0.0040932195,0.0019592501961276866,277,0.045839418,0.0376642335766423,FALSE
NPPC-1,631,0.013335505,0.0019383945920769254,278,0.28321168,0.232992700729927,FALSE
NEUROD2,1183,0.0032707872,0.0019268394598300196,279,0.034452554,0.0318248175182481,FALSE
LCMT1,624,0.013550704,0.0019258513710339786,280,0.29751825,0.2478832116788321,FALSE
WWTR1-1,903,0.0063877227,0.0019184648804311084,281,0.111532845,0.1024817518248175,FALSE
NHERF1,977,0.005265554,0.0019169791380401978,282,0.083211675,0.0770802919708029,FALSE
CFC1,1318,0.0023460472,0.0018974365491251732,283,0.013430657,0.0116788321167883,FALSE
DAB1,216,0.043352246,0.0018866328121919912,284,0.98189783,0.4852554744525547,FALSE
NEUROG1,1123,0.0037839096,0.001880652141982199,285,0.03591241,0.0254014598540146,FALSE
MAB21L2,1132,0.0036934735,0.0018759970729565472,286,0.03562044,0.0262773722627737,FALSE
MAB21L1,887,0.006657345,0.0018623108926811686,287,0.07445256,0.0408759124087591,FALSE
LGALS1,568,0.015533585,0.001845121161320778,288,0.21576643,0.1071532846715328,FALSE
RDM1,1108,0.0039517437,0.0018378680250204155,289,0.052262772,0.0481751824817518,FALSE
PCP4,1153,0.0034801979,0.0018364502493891037,290,0.040291972,0.0364963503649635,FALSE
ARPC4,564,0.015625257,0.0018356943281716334,291,0.34861314,0.2782481751824817,FALSE
GABRB2,1049,0.0044801,0.0018300032110245585,292,0.055182483,0.0443795620437956,FALSE
CSGALNACT1,913,0.0061906567,0.0018201039190480729,293,0.07883212,0.0543065693430656,FALSE
GLRA2,906,0.006328389,0.0018121269278031803,294,0.095766425,0.077956204379562,FALSE
CSNK1A1P1,1225,0.0029103756,0.001812112863758199,295,0.030072993,0.0286131386861313,FALSE
NEUROG2-AS1,700,0.0109591745,0.001792570494845654,296,0.16875912,0.1124087591240875,FALSE
MFSD3,1140,0.0036292407,0.001787344047112164,297,0.04846715,0.0464233576642335,FALSE
KCNJ10,1109,0.00394704,0.0017757820198704615,298,0.05080292,0.044963503649635,FALSE
SLC4A4,884,0.0067485594,0.0017061347952431964,299,0.100437954,0.0767883211678832,FALSE
C11orf87,1018,0.0047622886,0.0017001322728776073,300,0.06861314,0.058978102189781,FALSE
HEY1,189,0.046607453,0.0016910439215272167,301,0.95270073,0.4064233576642336,FALSE
RXRA,1169,0.0033889548,0.0016857505848627864,302,0.042335767,0.0388321167883211,FALSE
LINC02256,1279,0.002629395,0.0016835762557579092,303,0.027153285,0.0262773722627737,FALSE
GPR39,950,0.0055548027,0.0016784156704017985,304,0.07854015,0.0616058394160583,FALSE
LIPG,580,0.015102035,0.0016606979143090447,305,0.27912408,0.1956204379562043,FALSE
PROX1,1161,0.003433293,0.0016592686116398802,306,0.041751824,0.0367883211678832,FALSE
