gene,bio_rank,ko_l2_mean,mean_expr,frac_expr
GAS5,49,0.10911679,2.2183943,0.8186861313868613
NAP1L1,50,0.10897167,5.5661316,0.9348905109489052
LDHB,51,0.106892586,3.049635,0.8817518248175182
ADGRB3,52,0.10652526,5.418686,0.8966423357664234
PTMS,53,0.105963305,2.4814599,0.7585401459854014
HMGB2,54,0.105940595,7.0943065,0.7854014598540145
RAN,55,0.10455119,4.150949,0.9284671532846716
BASP1,56,0.10385733,2.6437957,0.8096350364963504
NLGN1,57,0.100737624,4.688175,0.8122627737226278
CREB5,58,0.100026906,3.821606,0.7054014598540146
AUTS2,59,0.099339545,3.9927008,0.8925547445255474
EIF4A1,60,0.098707035,3.8148906,0.9255474452554744
CDC42,61,0.0978498,1.4569343,0.6627737226277373
PTPRZ1,62,0.096730225,3.250803,0.8624817518248176
SKP1,63,0.09554978,3.5445256,0.9392700729927008
SOX2-OT,64,0.09537824,2.098102,0.637956204379562
NUCKS1,65,0.094487645,2.8540146,0.7722627737226277
QKI,66,0.09397826,4.309197,0.8861313868613139
ZFP36L1,67,0.09333425,2.7506568,0.7994160583941606
ERBB4,68,0.093328536,2.9357665,0.4143065693430657
JPT1,69,0.09279573,2.9915328,0.8265693430656934
GLI3,70,0.091979876,2.0221899,0.64
TMSB15A,71,0.091504335,3.319124,0.8916788321167883
CCNI,72,0.09131933,2.739854,0.8528467153284671
DUT,73,0.09084934,1.8411679,0.6937226277372263
GSTP1,74,0.09050727,3.1719708,0.8893430656934307
CASC15,75,0.08899015,2.7036495,0.7772262773722628
HMGA2,76,0.08802811,2.2671533,0.6043795620437956
DLGAP1,77,0.0876706,2.6858394,0.6353284671532847
CLU,78,0.08659018,1.5170803,0.6528467153284672
MDK,79,0.085051164,2.1737227,0.7497810218978103
PTGES3,80,0.0847486,3.2770803,0.9091970802919708
DYNLL1-1,81,0.083124965,3.3287592,0.8934306569343066
LINC01965,82,0.08055918,2.0353284,0.3921167883211678
HMGN3,83,0.08007207,3.631533,0.9001459854014598
HMGCS1,84,0.08006394,2.2472992,0.703941605839416
CALM1,85,0.07998807,2.4429197,0.8169343065693431
ZBTB20,86,0.07977194,2.5456934,0.7675912408759125
CNN3,87,0.077952355,2.8560584,0.8808759124087592
H4C3,88,0.07736582,4.6058393,0.4391240875912409
MIR100HG,89,0.07732539,2.1626277,0.632992700729927
EIF4A2,90,0.07700536,2.5337226,0.875036496350365
EGR1,91,0.076994404,1.1296351,0.2624817518248175
CDON,92,0.074852645,1.4837956,0.5398540145985401
SETBP1,93,0.074842736,2.751241,0.807007299270073
DOK5,94,0.073322,1.7421898,0.5363503649635036
GPM6B,95,0.07265985,2.9635036,0.8318248175182482
GPC6,96,0.07223451,2.6910949,0.6872992700729927
HES4,97,0.07210571,2.1325548,0.7118248175182482
FOXP1,98,0.071717545,1.6986861,0.6575182481751825
PRDX1,99,0.07169998,2.0070074,0.8067153284671533
TMA7,100,0.071411856,3.0513868,0.9170802919708028
PTTG1,101,0.071309514,2.2064233,0.4464233576642336
MEG3,102,0.071220584,1.3845255,0.5798540145985401
GPM6A,103,0.07092515,2.4458394,0.7816058394160584
SQLE,104,0.0694803,1.6686132,0.712992700729927
ZIC1,105,0.069375314,0.8090511,0.2998540145985401
CRB2,106,0.06836484,0.7859854,0.4508029197080292
ADGRV1,107,0.06793745,2.5223358,0.7261313868613138
RBMX,108,0.06780912,2.8820438,0.875036496350365
CENPF,109,0.06696158,2.0221899,0.367007299270073
CKS2,110,0.06688252,2.9360583,0.6011678832116788
TNRC6B,111,0.066814594,1.5728468,0.6805839416058395
SNRPD2-1,112,0.065744646,2.419562,0.8645255474452554
ROBO2,113,0.06573668,1.3176643,0.5121167883211679
NCAM1,114,0.06528826,2.0373724,0.6951824817518248
MIR924HG,115,0.06522804,1.780438,0.5068613138686131
MAGI1,116,0.064993255,2.3121169,0.7693430656934307
BTG1,117,0.06446457,1.6835036,0.7100729927007299
ID4,118,0.064286076,2.0478833,0.5985401459854015
IER2,119,0.064151056,1.8367883,0.5436496350364963
LSAMP,120,0.06392297,2.3170803,0.672992700729927
SHROOM3,121,0.06355946,2.4607298,0.7141605839416059
METAP2,122,0.06294557,2.0078833,0.6908029197080292
HES6,123,0.06255556,1.0230657,0.4143065693430657
POLR2L,124,0.061395396,1.7459854,0.7734306569343066
SFRP1,125,0.059258927,1.7442336,0.5127007299270073
MSMO1,126,0.059202336,1.5716789,0.6490510948905109
UHRF1,127,0.059015542,0.7232117,0.4300729927007299
FOXP2,128,0.05889922,0.98072994,0.4230656934306569
CCNA2,129,0.058766823,1.3433577,0.498978102189781
CDH12,130,0.058182288,1.6516788,0.4852554744525547
TOP2A,131,0.058024235,3.01781,0.3988321167883211
KAZN,132,0.057950538,1.8817518,0.6624817518248175
IL1RAPL1,133,0.056814656,1.8943065,0.5702189781021898
NCKAP5,134,0.056763552,2.3124087,0.6537226277372262
C4orf48,135,0.056657035,1.5357665,0.7097810218978102
BIRC5,136,0.056632794,1.2119708,0.3678832116788321
EIF1B,137,0.056248676,1.5731387,0.7132846715328467
CXCR4,138,0.056048196,1.0616058,0.4624817518248175
SCHIP1,139,0.056005478,1.1938686,0.6327007299270073
PAM,140,0.055739183,1.389781,0.5848175182481752
TYMS,141,0.055673704,0.9159124,0.4461313868613138
TENM2,142,0.05557136,2.199124,0.3521167883211679
PARD3B,143,0.055442143,1.6648176,0.6248175182481752
BCL11A,144,0.055286914,1.1173723,0.5585401459854015
ROBO1,145,0.05516395,2.2443795,0.5851094890510949
FGFBP3,146,0.054171927,0.8890511,0.4160583941605839
RERE,147,0.053810343,1.979854,0.7597080291970802
UBE2C,148,0.053680845,2.8621898,0.3702189781021898
FOXG1,149,0.05354541,0.7471533,0.3871532846715328
LRRC4C,150,0.0533271,1.8233577,0.4265693430656934
NEDD4L,151,0.053002574,1.6251094,0.5903649635036496
ZEB1,152,0.052923173,1.7521168,0.6925547445255474
MORF4L2,153,0.052891348,1.9164964,0.7562043795620438
DDIT4,154,0.052826896,1.3068613,0.5156204379562044
UBC,155,0.052789517,2.0721169,0.7451094890510949
IGFBPL1,156,0.052767303,0.85051095,0.2881751824817518
MEST,157,0.052710317,1.3328468,0.5156204379562044
RORA-2,158,0.052648574,1.7813139,0.6248175182481752
DPP10,159,0.052603044,1.4251095,0.4721167883211679
MPP2,160,0.052471254,1.2738686,0.4417518248175182
NRG3,161,0.052290644,1.6849635,0.5640875912408759
LIX1,162,0.052189764,0.97635037,0.5054014598540146
DDAH2,163,0.051758267,1.8537226,0.7351824817518248
SLC1A3,164,0.051732503,1.5769343,0.56
CLYBL,165,0.051048443,0.6972263,0.2756204379562044
SLC35F1,166,0.0510007,1.809927,0.6455474452554745
GRID2,167,0.050929464,2.1929927,0.4583941605839416
CD24,168,0.05077175,1.3322628,0.6014598540145986
NREP,169,0.050675467,1.2659854,0.635036496350365
TUBB4B,170,0.05052076,1.9783942,0.5083211678832117
TMEM161B-DT,171,0.049867656,2.4207299,0.7681751824817519
TFDP2,172,0.04960673,1.530219,0.6481751824817519
PBX1,173,0.049374286,1.330511,0.6300729927007299
STMN4,174,0.048913147,1.0823357,0.5115328467153285
SOX6,175,0.048868027,1.2648175,0.5121167883211679
TCF12,176,0.048730433,1.7462773,0.7281751824817518
MSI2,177,0.048618283,1.7775183,0.6913868613138686
KIAA1217,178,0.048533157,1.3220438,0.5027737226277372
VCAN,179,0.048458192,1.6280292,0.6367883211678832
UCHL1,180,0.04844418,1.029781,0.5789781021897811
TMEM123,181,0.04788238,1.1483212,0.6306569343065693
SOX9,182,0.04787603,1.0712409,0.522043795620438
SUB1,183,0.047445558,2.2023358,0.8493430656934307
RFX4,184,0.047443755,1.1710949,0.5640875912408759
KPNA2,185,0.047388986,2.3713868,0.44
H2AZ2,186,0.04737073,1.7807299,0.7132846715328467
TLE4,187,0.04703468,1.1054015,0.5398540145985401
EXT1,188,0.046737347,1.9185401,0.694014598540146
HEY1,189,0.046607453,0.95270073,0.4064233576642336
PTPRM,190,0.04659116,1.2767884,0.4616058394160583
XRCC5,191,0.04646148,1.740438,0.7445255474452555
PSD3,192,0.046258945,1.4140146,0.6248175182481752
FBXL7,193,0.046142217,2.4516788,0.7386861313868613
TENM4,194,0.04571083,1.4788321,0.5605839416058395
ZFHX4,195,0.04560726,0.8449635,0.4624817518248175
TENM3,196,0.045563307,1.2592701,0.4040875912408759
DNAJB6,197,0.04501411,1.3830657,0.6732846715328468
CELF2,198,0.044982288,1.3842336,0.6309489051094891
GNG5,199,0.04473645,1.1471533,0.6213138686131386
PEG10,200,0.044691235,1.0928468,0.5494890510948905
POMP,201,0.044526216,1.5007299,0.7325547445255475
H1-10,202,0.04445562,0.9442336,0.421021897810219
BRINP3,203,0.044383883,0.8776642,0.3293430656934306
LHX2,204,0.04435793,0.8140146,0.3915328467153284
SDK1,205,0.044355586,1.5477372,0.569051094890511
H1-0,206,0.044292476,1.4639416,0.6166423357664234
ANKS1B,207,0.04426346,1.160584,0.4484671532846715
SMC4,208,0.04407543,1.7964964,0.5296350364963504
FGFR3,209,0.043998618,0.40145984,0.2540145985401459
LIMCH1,210,0.04384423,0.90656936,0.4493430656934306
TTC3,211,0.043802597,1.710073,0.677956204379562
MAD2L1,212,0.04376512,1.3170803,0.4753284671532847
CDK1,213,0.043685928,1.7532847,0.3918248175182481
CADM1,214,0.043436855,1.3754745,0.5959124087591241
LINC01414,215,0.043429106,0.87970805,0.2572262773722628
DAB1,216,0.043352246,0.98189783,0.4852554744525547
UBE2T,217,0.04317038,1.0525547,0.4274452554744525
PDE1A,218,0.04296001,0.7868613,0.3208759124087591
PCDH9,219,0.042801656,1.0134307,0.4020437956204379
PTPRK,220,0.042755894,0.99153286,0.512992700729927
SOX3,221,0.042683177,0.80379564,0.4178102189781021
HDAC9,222,0.042598102,1.8802919,0.6008759124087591
FUT9,223,0.042304233,1.1521168,0.5255474452554745
NDUFA11,224,0.042153444,1.1722628,0.6642335766423357
PLCB1,225,0.04187351,1.7675912,0.6011678832116788
PLEKHA5,226,0.04177286,1.6732846,0.602043795620438
NAV3,227,0.04169096,0.81547445,0.3167883211678832
CENPK,228,0.041625272,0.82131386,0.4338686131386861
FSTL5,229,0.041379888,0.97751826,0.4353284671532846
LDB2,230,0.04130513,0.61080295,0.3121167883211679
HMGB3,231,0.041212924,1.6919708,0.654014598540146
SFRP2,232,0.041162565,0.740438,0.3921167883211678
CLASP2,233,0.041115474,1.6277373,0.6794160583941606
NELL2,234,0.041052654,1.0823357,0.4224817518248175
ZNF536,235,0.04095066,1.0137227,0.5121167883211679
RRM2,236,0.04070761,0.7272993,0.3182481751824818
FAT3,237,0.04069965,1.2035036,0.5664233576642336
C11orf58,238,0.04056058,1.9740146,0.8067153284671533
CCN2,239,0.040249553,1.3089051,0.3013138686131387
CNTNAP2,240,0.040191215,0.8545985,0.4341605839416058
RFC3,241,0.04006058,0.9541606,0.4718248175182482
PDZRN4,242,0.039874386,1.9856935,0.2362043795620438
MID1,243,0.039830346,1.3991241,0.5795620437956205
THSD4,244,0.039795868,0.85518247,0.3693430656934306
DIAPH3,245,0.03910584,1.0721167,0.3854014598540146
MAGI2,246,0.03893363,1.3562044,0.5748905109489051
NTRK3,247,0.038933434,0.9567883,0.470948905109489
CADM2,248,0.038800288,1.1938686,0.4087591240875912
PALLD,249,0.03859296,1.4659854,0.6251094890510949
XYLT1,250,0.038439043,0.9868613,0.475036496350365
NAV2,251,0.03834532,0.78248173,0.3559124087591241
GPHN,252,0.038317572,1.2560583,0.5745985401459854
SYT1,253,0.038229443,1.0887591,0.4814598540145985
LSM5,254,0.037846617,1.6429197,0.7048175182481752
BNIP3,255,0.037775435,0.7883212,0.390948905109489
CA12,256,0.037494138,0.53868616,0.3284671532846715
FAM107A,257,0.03736333,0.5343066,0.2805839416058394
KCNQ3,258,0.03733492,1.150073,0.465985401459854
GRIA1,259,0.03707783,0.5786861,0.3448175182481752
MAPK10,260,0.0369521,0.9836496,0.4762043795620438
SPARC,261,0.03688695,0.81781024,0.4277372262773722
CACYBP,262,0.036730275,0.9813139,0.5582481751824817
DDAH1,263,0.036569748,1.0207299,0.5103649635036497
ANK2,264,0.036464695,0.9544526,0.4563503649635037
CCND1,265,0.036388442,0.61138684,0.3705109489051095
DLEU2,266,0.036372926,1.2744526,0.5343065693430656
SAMD4A,267,0.035977695,0.8522628,0.3956204379562044
PTPRG,268,0.035886414,1.1284672,0.4995620437956204
LEF1,269,0.03571921,0.66072994,0.3471532846715328
PDE4B,270,0.0353371,1.4797081,0.5772262773722627
CTNND2,271,0.035217687,1.179854,0.5188321167883212
PTPRD,272,0.034861963,0.869781,0.4303649635036496
NOVA1,273,0.034551803,1.2508029,0.6364963503649635
CDH4,274,0.03450295,0.75036496,0.3947445255474452
MAML3,275,0.03442101,1.0925547,0.4724087591240876
MASP1,276,0.034313362,0.6,0.3372262773722628
EGFEM1P,277,0.034274105,0.79445255,0.3757664233576642
CACHD1,278,0.034235455,1.0236497,0.4817518248175182
NRG1-1,279,0.034109868,1.3745985,0.3427737226277372
H2AX,280,0.03408937,1.0604379,0.4321167883211679
CDK6,281,0.034075577,0.87153286,0.4738686131386861
TPBG,282,0.03397788,0.590365,0.2254014598540146
TCF7L1,283,0.033950277,0.83532846,0.4373722627737226
NFIX,284,0.033894848,0.390073,0.237956204379562
EFNA5,285,0.033761363,0.7477372,0.2513868613138686
MLLT11,286,0.03347563,0.8543066,0.5173722627737226
SORBS2,287,0.033081755,0.81459856,0.4575182481751825
CKS1B,288,0.033025004,0.8893431,0.4265693430656934
PBK,289,0.03295067,0.99824816,0.3413138686131386
RMST,290,0.032786906,0.84262776,0.1950364963503649
LHFPL6,291,0.032783255,0.9906569,0.3386861313868613
ZIC2,292,0.03257857,0.34072992,0.2163503649635036
CCNB1,293,0.03239262,0.99708027,0.2300729927007299
ADAMTS6,294,0.03233198,0.9129927,0.4753284671532847
WLS,295,0.03216001,0.7322628,0.2884671532846715
FGFR2,296,0.03195183,0.6157664,0.3506569343065693
PRKD1,297,0.031467132,0.95065695,0.4662773722627737
COL11A1,298,0.0314391,0.7059854,0.3915328467153284
OTX2-AS1,299,0.031131761,0.3991241,0.1801459854014598
SPC25,300,0.030963367,0.6960584,0.2931386861313869
CEP112,301,0.03089469,1.1979562,0.5051094890510949
TERF2IP,302,0.030718524,0.95649636,0.5652554744525548
CSRP2,303,0.030716905,0.6738686,0.4242335766423357
NCALD,304,0.03070341,0.790365,0.4402919708029197
WWOX,305,0.030654574,1.7048175,0.5848175182481752
VEPH1,306,0.03061453,0.5491971,0.3521167883211679
TMEM98,307,0.030594032,0.8616058,0.5448175182481751
SLC44A5,308,0.030572686,0.8449635,0.4364963503649635
SLIT2,309,0.030486787,0.8052555,0.2785401459854014
BACH2,310,0.030468255,1.099562,0.5138686131386861
PDLIM3,311,0.0304089,0.5357664,0.3418978102189781
COL4A5,312,0.03024016,0.7010219,0.3906569343065693
TMTC2,313,0.030200297,0.95941603,0.4277372262773722
RAD51B,314,0.029784938,1.0756204,0.4948905109489051
PREX2,315,0.029766928,0.6029197,0.3643795620437956
NR2F2-AS1,316,0.029734882,0.46160585,0.1702189781021897
DMD,317,0.029656295,1.000876,0.4867153284671532
SVIL,318,0.029644655,0.7839416,0.4213138686131387
PHLDA1,319,0.029580802,0.6937226,0.3795620437956204
ID2,320,0.029544104,0.53021896,0.2814598540145985
EPHA3,321,0.029364638,0.36,0.1967883211678832
APOLD1,322,0.02924204,1.0890511,0.3103649635036496
MARCHF1,323,0.029203353,0.80145985,0.3991240875912408
NRXN3,324,0.028962776,0.409927,0.1991240875912408
GULP1,325,0.028909028,0.9953285,0.531970802919708
LRRC3B,326,0.028694801,0.52642334,0.3261313868613139
ELP4,327,0.028594779,0.87854016,0.5086131386861313
MGST1,328,0.028562011,0.6779562,0.3030656934306569
HS6ST2,329,0.028453607,0.7065693,0.3614598540145985
CCNB2,330,0.028425971,0.7322628,0.2543065693430656
MAGED1,331,0.028321415,0.9810219,0.5585401459854015
ADGRL3,332,0.028138619,0.9710949,0.3462773722627737
DCC,333,0.028086929,0.6893431,0.261021897810219
NRXN1,334,0.02794087,0.8472993,0.2645255474452554
MKI67,335,0.027927905,0.70335764,0.2621897810218978
VCAM1,336,0.027865058,0.3439416,0.2105109489051095
NFIA-AS2,337,0.027587468,0.5159124,0.2654014598540146
FRMD4A,338,0.027539508,0.6125547,0.3570802919708029
PBX3,339,0.02751492,0.64467156,0.3626277372262774
COPS8,340,0.027362872,0.89576644,0.5559124087591241
SPRY1,341,0.02734286,0.37722626,0.1556204379562043
LINC01572,342,0.027245492,0.8680292,0.3451094890510949
AURKB,343,0.027243132,0.70248175,0.2645255474452554
EPHA6,344,0.027196663,0.52,0.2175182481751824
AFF3,345,0.027171409,0.7252555,0.3486131386861313
TMEM132D,346,0.027148865,0.56846714,0.1710948905109489
SEMA5A,347,0.027131291,0.5810219,0.2867153284671533
CSNK2B,348,0.027020901,0.8484672,0.5310948905109489
PLCE1,349,0.026905963,0.6312409,0.3705109489051095
MMS22L,350,0.026809601,0.6680292,0.3932846715328467
LTBP1,351,0.026608624,0.71854013,0.3906569343065693
TFAP2C,352,0.026605336,0.29313868,0.2122627737226277
CDK14,353,0.0265755,0.87270075,0.4867153284671532
EPHA5,354,0.026514703,0.43737227,0.2691970802919708
ZFHX3,355,0.026398646,0.5284672,0.3375182481751825
PHACTR1,356,0.026339903,0.80759126,0.3681751824817518
IGFBP2,357,0.026295058,0.59766424,0.2902189781021898
EPHA7,358,0.026278466,0.51270074,0.32
KCNH7,359,0.02624685,0.9976642,0.3640875912408759
ZFPM2,360,0.02618498,0.6437956,0.3611678832116788
SLC6A1-AS1,361,0.026171176,0.31824818,0.2204379562043795
RND3,362,0.026097782,0.73664236,0.40992700729927
CDH8,363,0.026048848,0.5643796,0.2236496350364963
MECOM,364,0.025853362,0.45635036,0.2005839416058394
EPHA4,365,0.025779791,0.63649637,0.3740145985401459
CST3,366,0.025679212,0.92233574,0.44
TMEM163,367,0.025593596,0.41430658,0.251970802919708
BASP1-AS1,368,0.025575228,0.61839414,0.3518248175182482
MLLT3,369,0.025552945,0.52350366,0.3141605839416058
RGS7,370,0.025544304,0.6356204,0.3147445255474452
POU6F2,371,0.025407154,0.4557664,0.2268613138686131
PCSK1N,372,0.02535279,0.4429197,0.3027737226277372
RBFOX1,373,0.02496378,0.5690511,0.2581021897810219
NAALADL2,374,0.024852183,1.0849636,0.4791240875912408
THSD7A,375,0.024839817,0.679708,0.3646715328467153
ZFPM2-AS1,376,0.02481551,0.3632117,0.2385401459854014
ZFP36L2,377,0.024741264,0.549489,0.3494890510948905
FBXO32,378,0.024691124,0.44350365,0.2154744525547445
TAFA1,379,0.0245865,0.3807299,0.1921167883211678
ASPM,380,0.0245806,0.6843796,0.237956204379562
ATAD2,381,0.024548387,0.64759123,0.3354744525547445
IMMP2L,382,0.024538377,0.9220438,0.4464233576642336
ZNF804A,383,0.024531066,0.6960584,0.2934306569343066
ZEB2,384,0.024450986,0.51649636,0.3077372262773722
CSMD2,385,0.024406182,0.5051095,0.3202919708029197
NUDT1,386,0.024331536,0.4791241,0.3471532846715328
SPATA13,387,0.024110185,0.7649635,0.4370802919708029
HOPX,388,0.024090527,0.26802918,0.1290510948905109
TPX2,389,0.024086291,0.6741606,0.2510948905109489
CRMP1,390,0.024016343,0.76788324,0.4835036496350365
PRKG1,391,0.023951504,0.670365,0.3159124087591241
NCAM2,392,0.023914197,0.72262776,0.3185401459854015
ARX,393,0.023862531,0.37576643,0.2467153284671532
NKAIN2,394,0.023838392,0.39532846,0.2137226277372262
NDN,395,0.02379775,0.7684671,0.4899270072992701
TIMP3,396,0.023769267,0.50364965,0.2674452554744526
COL4A6,397,0.023750426,0.40467152,0.258978102189781
LINC00511,398,0.023731286,0.6218978,0.3383941605839416
RANBP17,399,0.023729319,0.66627735,0.3897810218978102
BCAN,400,0.023701558,0.3929927,0.164963503649635
DNER,401,0.023605993,0.56642336,0.3713868613138686
DOK6,402,0.023570806,0.57956207,0.3048175182481751
SMYD3,403,0.023563843,1.2157664,0.5518248175182482
NUSAP1,404,0.0234764,0.59737223,0.2662773722627737
PCDH11X,405,0.023416882,0.6370803,0.2782481751824817
NTRK2,406,0.023371853,0.58627737,0.1620437956204379
KALRN,407,0.023366913,0.6134307,0.3646715328467153
TOX,408,0.023294125,0.6449635,0.3345985401459854
DLL1,409,0.023278462,0.34423357,0.2011678832116788
CACNA2D1,410,0.023277111,0.44379562,0.2756204379562044
CDC20,411,0.023242494,0.69226277,0.2023357664233576
TUBA1C,412,0.023228137,0.61868614,0.2788321167883211
NUF2,413,0.023206426,0.729927,0.2881751824817518
HSD17B12,414,0.023074659,0.7162044,0.4508029197080292
MIS18BP1,415,0.02304209,0.74248177,0.3363503649635036
PDXDC1,416,0.022938464,0.68058395,0.4373722627737226
LINC01515,417,0.02290439,0.53489053,0.2957664233576642
SDC2,418,0.022892853,0.47766423,0.3296350364963503
BCL2,419,0.022839965,0.630073,0.352992700729927
CCNA2-1,420,0.022731412,0.8049635,0.2802919708029197
BOC,421,0.022722626,0.5328467,0.3462773722627737
MOB3B,422,0.022654774,0.4651095,0.2902189781021898
SEMA3A,423,0.02265005,0.39737228,0.2376642335766423
PPP2R2B,424,0.022556165,0.5159124,0.2881751824817518
NPY,425,0.022423925,0.28350365,0.1302189781021897
GLI2,426,0.022356562,0.4729927,0.3054014598540146
CPE,427,0.022332441,0.8405839,0.4478832116788321
PRKCA,428,0.0223136,0.5007299,0.3024817518248175
PDGFD,429,0.022169756,0.5842336,0.3141605839416058
NCOA2-1,430,0.022164686,0.85839415,0.4256934306569343
TRAPPC5,431,0.022151846,0.5553285,0.4216058394160584
CKAP2,432,0.022044921,0.8858394,0.362043795620438
CLVS1,433,0.021974074,0.529927,0.3048175182481751
PIMREG,434,0.021926535,0.5821898,0.2616058394160584
ABHD3,435,0.021610674,0.6262774,0.376934306569343
CADPS,436,0.021607026,0.6070073,0.2108029197080292
STK24,437,0.02157207,0.56846714,0.3608759124087591
DEPDC1B,438,0.02154327,0.66890514,0.3074452554744525
TMTC1,439,0.021542149,0.4668613,0.2715328467153284
DUSP16,440,0.02151689,0.53839415,0.3328467153284671
BRIP1,441,0.0215139,0.4680292,0.2770802919708029
LINC01830,442,0.021508772,0.2817518,0.1413138686131387
AKAP6,443,0.021400075,0.56642336,0.312992700729927
NTM,444,0.02123271,0.43678832,0.211970802919708
BARHL2,445,0.021230523,0.1938686,0.1205839416058394
IFI44L,446,0.021196969,0.22277372,0.1708029197080292
TCIM,447,0.02118806,0.27328467,0.1912408759124087
LDLRAD4,448,0.021182265,0.6286131,0.345985401459854
PRDM16,449,0.021149205,0.41138685,0.2601459854014598
GLUD1,450,0.021141184,0.6286131,0.4277372262773722
ASCL1,451,0.02112457,0.42510948,0.223941605839416
MSRA,452,0.021054273,0.43328467,0.2350364963503649
TNFRSF19,453,0.02105281,0.45021898,0.2884671532846715
HS6ST3,454,0.02096178,0.4729927,0.2344525547445255
PUM1,455,0.020960154,0.8759124,0.5272992700729927
CTNNA2,456,0.020956893,0.50452554,0.24
RGS20,457,0.020838507,0.3211679,0.2242335766423357
MGAT4C,458,0.02081397,0.4318248,0.1594160583941606
GTSE1,459,0.02079597,0.66452557,0.24
ATP2B4,460,0.020750308,0.55357665,0.3442335766423358
TANC2,461,0.020736355,0.6543066,0.3798540145985401
SSH2,462,0.020500703,0.830073,0.4289051094890511
FRMD4B,463,0.020453613,0.53635037,0.3255474452554744
PCDHGB4-1,464,0.020358196,0.40379563,0.2207299270072992
MACROD2,465,0.020237865,0.70978105,0.3474452554744525
NBEA,466,0.02009157,0.6759124,0.4096350364963503
PDE4D,467,0.020001907,0.47591242,0.2648175182481752
CRNDE,468,0.019960385,0.3941606,0.2394160583941605
NHS,469,0.019959137,0.48437956,0.2823357664233576
ST6GALNAC5,470,0.019958062,0.46481752,0.2677372262773723
SGO2,471,0.019922672,0.5252555,0.2067153284671533
MBNL2,472,0.019908372,0.8049635,0.4251094890510949
FRMD5,473,0.019734278,0.81430656,0.3903649635036496
PGAM4,474,0.019725122,0.35182482,0.2718248175182481
DMRTA2,475,0.01962545,0.24467154,0.1640875912408759
CXADR,476,0.01957091,0.62948906,0.4067153284671533
NR2F2,477,0.01939675,0.25576642,0.1334306569343065
NOTCH2,478,0.019381318,0.49547446,0.3334306569343065
TTC6,479,0.019316977,0.25138685,0.1185401459854014
ADAMTS9-AS2,480,0.019163227,0.38978103,0.232992700729927
NEUROG2,481,0.019128287,0.28671533,0.1710948905109489
DCLK1,482,0.019104255,0.6890511,0.3734306569343065
PKN2,483,0.019078476,0.8291971,0.4855474452554744
FGF13-1,484,0.018944453,0.5144526,0.2951824817518248
LINC01473,485,0.018886019,0.5856934,0.3576642335766423
CENPP,486,0.018855728,0.4709489,0.2762043795620438
PPM1E,487,0.018643258,1.0035037,0.4610218978102189
