gene,bio_rank,ko_l2_mean,mean_expr,frac_expr
HS3ST3A1,1141,0.0036290123,0.050218977,0.0347445255474452
RARB,1142,0.0036022721,0.056642335,0.0423357664233576
SSH1,1143,0.0035987592,0.0729927,0.0674452554744525
LUZP2,1144,0.0035977834,0.07883212,0.0472992700729927
LHX5-AS1,1145,0.003594973,0.042627737,0.0294890510948905
LINC01103,1146,0.0035900667,0.03562044,0.0315328467153284
ZNF180,1147,0.0035790158,0.06481752,0.0598540145985401
CRHR2,1148,0.003561556,0.030948905,0.0286131386861313
SLC27A6,1149,0.0035174289,0.044087593,0.0356204379562043
S100B,1150,0.0034978993,0.03941606,0.0251094890510948
ADAMTS19,1151,0.0034897507,0.06481752,0.0461313868613138
CHRM3,1152,0.0034836973,0.062481754,0.0496350364963503
PCP4,1153,0.0034801979,0.040291972,0.0364963503649635
GRM1,1154,0.003478913,0.05839416,0.0394160583941605
SAMD5,1155,0.0034704695,0.07883212,0.0508029197080292
GHR,1156,0.0034701205,0.059854016,0.04
DIPK1C,1157,0.00344601,0.04321168,0.0350364963503649
RBM15,1158,0.0034441103,0.05839416,0.0540145985401459
LRRTM2,1159,0.003439611,0.060437955,0.0557664233576642
COL1A2,1160,0.0034360045,0.03941606,0.032992700729927
PROX1,1161,0.003433293,0.041751824,0.0367883211678832
ARHGAP28,1162,0.003431354,0.06919708,0.0545985401459854
IGSF21,1163,0.003426205,0.049051095,0.0350364963503649
HIGD1B,1164,0.003417146,0.04350365,0.0388321167883211
ATP8A2,1165,0.0034128432,0.08175182,0.0691970802919708
IRX1,1166,0.003412117,0.045839418,0.0362043795620437
TEX21P,1167,0.0034115452,0.051386863,0.0417518248175182
LINC01091,1168,0.0033938456,0.03649635,0.0265693430656934
RXRA,1169,0.0033889548,0.042335767,0.0388321167883211
FKBP15,1170,0.0033745172,0.07678832,0.0697810218978102
MAL2,1171,0.0033658377,0.052846715,0.0420437956204379
MSX2,1172,0.0033502048,0.03620438,0.0248175182481751
AUNIP,1173,0.0033473438,0.05109489,0.0440875912408759
ALPK1,1174,0.0033439673,0.046423357,0.0423357664233576
PECR,1175,0.0033120916,0.05693431,0.0528467153284671
PANK2-AS1,1176,0.0033082364,0.048759125,0.0443795620437956
TMEM91,1177,0.0032976603,0.041459855,0.037956204379562
EGFR,1178,0.0032972812,0.055182483,0.0332846715328467
TPD52L1,1179,0.0032903338,0.041751824,0.0277372262773722
GOLGA2P10,1180,0.0032891107,0.056350365,0.0502189781021897
PIK3R2,1181,0.003278788,0.07620438,0.0648175182481751
NRN1,1182,0.0032711565,0.046423357,0.0397080291970802
NEUROD2,1183,0.0032707872,0.034452554,0.0318248175182481
PTCHD4,1184,0.00325761,0.06861314,0.0464233576642335
NMNAT2,1185,0.0032555135,0.08175182,0.0598540145985401
CDKN1C,1186,0.0032466757,0.06715328,0.0385401459854014
IL13RA2,1187,0.003237987,0.030072993,0.0204379562043795
CERS1,1188,0.0032218057,0.06861314,0.0583941605839416
DOCK2,1189,0.0032148333,0.051970802,0.0408759124087591
SP5,1190,0.0032063487,0.03620438,0.0297810218978102
LINC01505,1191,0.00319707,0.07883212,0.0537226277372262
CLK2,1192,0.0031952115,0.058978103,0.0551824817518248
ADAMTS18,1193,0.0031816275,0.041459855,0.0274452554744525
SNCG,1194,0.0031576627,0.03649635,0.0312408759124087
APELA,1195,0.0031486745,0.02919708,0.0204379562043795
LMX1A,1196,0.003144587,0.03562044,0.0134306569343065
DOC2A,1197,0.0031323503,0.039124086,0.0362043795620437
WBP1L,1198,0.003118762,0.06627737,0.0598540145985401
RELN,1199,0.0031149904,0.049051095,0.0376642335766423
PDE1C,1200,0.0030756092,0.053722627,0.0394160583941605
SLC35F3,1201,0.0030678676,0.044963505,0.0300729927007299
ABTB3,1202,0.003065611,0.04321168,0.0356204379562043
CCDC170,1203,0.0030536952,0.047883213,0.0353284671532846
SLC25A19,1204,0.0030523373,0.042627737,0.0397080291970802
MITF,1205,0.0030480796,0.04350365,0.0373722627737226
TST,1206,0.0030349537,0.045839418,0.0432116788321167
ZSCAN32,1207,0.0030254552,0.039124086,0.0367883211678832
LGALS3,1208,0.0030037249,0.035328466,0.0291970802919708
EBF1,1209,0.0029987034,0.03708029,0.0274452554744525
ZNF257,1210,0.002997809,0.034744527,0.0303649635036496
CNOT11,1211,0.0029912486,0.057518248,0.0537226277372262
SLCO3A1,1212,0.0029883524,0.067445256,0.0534306569343065
COL25A1,1213,0.0029837796,0.052846715,0.0391240875912408
STK32B,1214,0.0029792157,0.042335767,0.0306569343065693
HIVEP3,1215,0.0029599334,0.059854016,0.04992700729927
DLL3,1216,0.00295528,0.05810219,0.0327007299270073
NRP2,1217,0.0029526309,0.042919707,0.0332846715328467
IL1RAPL2,1218,0.0029455891,0.031532846,0.0216058394160583
UNC79,1219,0.0029445514,0.0989781,0.0656934306569343
ANKRD33B,1220,0.002942241,0.061021898,0.0423357664233576
IFT70B,1221,0.0029396252,0.04379562,0.0417518248175182
CASC17,1222,0.0029319,0.031240877,0.0248175182481751
HAS2,1223,0.0029288873,0.04321168,0.0265693430656934
HSD17B7P2-1,1224,0.002928788,0.040583942,0.0373722627737226
CSNK1A1P1,1225,0.0029103756,0.030072993,0.0286131386861313
CA8,1226,0.0029076212,0.030948905,0.0248175182481751
MKRN2OS,1227,0.0028984072,0.04467153,0.04
SNIP1,1228,0.0028922062,0.053722627,0.0496350364963503
PAX8,1229,0.002889912,0.022773722,0.0224817518248175
PCAT1,1230,0.0028898169,0.059562042,0.04
GALNTL6,1231,0.002887116,0.041167885,0.0327007299270073
LINC01508,1232,0.0028784347,0.038832117,0.0256934306569343
LINC00276,1233,0.002872071,0.06189781,0.0432116788321167
PLXNA4,1234,0.0028663338,0.03562044,0.0321167883211678
SDCBP2,1235,0.0028628986,0.04467153,0.0414598540145985
KCND3,1236,0.0028582867,0.042043794,0.0327007299270073
SYNDIG1,1237,0.0028517987,0.048759125,0.0364963503649635
CPNE4,1238,0.00285175,0.04846715,0.0440875912408759
CNTN6,1239,0.0028506105,0.037664235,0.0248175182481751
SLIT3,1240,0.0028418927,0.041751824,0.0297810218978102
DYNLL1,1241,0.00282435,0.038248174,0.0335766423357664
PXN,1242,0.002823311,0.048759125,0.0443795620437956
LAMA2,1243,0.0028158065,0.06306569,0.0306569343065693
SLC25A21-AS1,1244,0.0028047233,0.03240876,0.0312408759124087
CALCRL,1245,0.0027956709,0.03328467,0.0271532846715328
HCG22,1246,0.002792776,0.04,0.0335766423357664
ITPR1,1247,0.0027907074,0.03649635,0.0315328467153284
LINC00354,1248,0.0027881695,0.03211679,0.028905109489051
VWC2,1249,0.0027869148,0.031824816,0.0227737226277372
KCNMB2-AS1,1250,0.002780067,0.03737226,0.0318248175182481
GRIK3,1251,0.0027785217,0.038248174,0.023941605839416
TCFL5,1252,0.0027749822,0.05080292,0.0475912408759124
AEN,1253,0.002774428,0.03240876,0.0312408759124087
SNHG22,1254,0.0027583214,0.041167885,0.0286131386861313
EYA2,1255,0.0027548447,0.03649635,0.0286131386861313
VLDLR-AS1,1256,0.0027491031,0.05051095,0.037956204379562
FAM135B,1257,0.0027443743,0.04350365,0.0303649635036496
INO80-AS1,1258,0.0027434651,0.034160584,0.0277372262773722
MFSD13A,1259,0.0027408076,0.038248174,0.0370802919708029
LRP3,1260,0.0027367673,0.060145985,0.0510948905109489
HRK,1261,0.0027348818,0.039124086,0.0324087591240875
TMT1A,1262,0.0027348085,0.03649635,0.0335766423357664
FBRS,1263,0.0027313493,0.045255475,0.0432116788321167
KCTD8,1264,0.002728224,0.056350365,0.0405839416058394
EML6,1265,0.0027229965,0.04729927,0.0382481751824817
KLHL32,1266,0.0027166798,0.056642335,0.044963503649635
LCMT1-AS1,1267,0.002715614,0.048175182,0.0286131386861313
NACC2,1268,0.0027108914,0.03357664,0.0312408759124087
FSIP2,1269,0.002698199,0.042627737,0.0388321167883211
EYS,1270,0.0026915772,0.034160584,0.0312408759124087
CHN2,1271,0.0026806234,0.053138684,0.0388321167883211
LINC00698,1272,0.0026790376,0.03357664,0.0166423357664233
CCDC85A,1273,0.0026738464,0.041459855,0.0327007299270073
ZNF629,1274,0.002669525,0.042919707,0.0411678832116788
RYR2,1275,0.0026611595,0.0470073,0.0362043795620437
LINC02488,1276,0.0026601027,0.028321167,0.025985401459854
HPDL,1277,0.002646665,0.031532846,0.0306569343065693
CDH6,1278,0.002636327,0.044379562,0.0327007299270073
LINC02256,1279,0.002629395,0.027153285,0.0262773722627737
SHISA9,1280,0.002615769,0.03941606,0.0198540145985401
RNF157-AS1,1281,0.0026135854,0.028321167,0.0271532846715328
FREM2,1282,0.0025890414,0.041751824,0.0335766423357664
MAPT,1283,0.0025805612,0.05868613,0.04992700729927
NPAS1,1284,0.0025695725,0.041167885,0.0327007299270073
HS3ST6,1285,0.0025678843,0.03649635,0.0294890510948905
URB1,1286,0.002557345,0.042335767,0.04
SPOCK3,1287,0.0025499288,0.03649635,0.0300729927007299
EMP1,1288,0.0025439286,0.025693431,0.0183941605839416
RBFOX3,1289,0.0025387118,0.045255475,0.035912408759124
HTRA1,1290,0.0025238858,0.04,0.0271532846715328
CACNA1E,1291,0.0025111362,0.06160584,0.0455474452554744
CACNA2D3,1292,0.0025094624,0.03357664,0.0286131386861313
ALK,1293,0.0025027685,0.03941606,0.0248175182481751
RMDN2-AS1,1294,0.0025018484,0.034744527,0.0213138686131386
MMD2,1295,0.0024848392,0.037664235,0.0271532846715328
MFSD5,1296,0.0024763895,0.035328466,0.0344525547445255
PRICKLE2,1297,0.002466666,0.041459855,0.0300729927007299
ENKD1,1298,0.0024660726,0.03737226,0.035912408759124
TRABD2B,1299,0.0024583335,0.025109489,0.0192700729927007
LAMP5,1300,0.0024304423,0.02189781,0.0186861313868613
LATS2-AS1,1301,0.0024302555,0.028613139,0.0277372262773722
LINC02301,1302,0.0024258278,0.038248174,0.0297810218978102
PJVK,1303,0.0024138323,0.045839418,0.0327007299270073
APOL2,1304,0.0024138168,0.02540146,0.0236496350364963
RYR3,1305,0.0024136403,0.042627737,0.030948905109489
CACNA1B,1306,0.002407221,0.051678833,0.0423357664233576
SNRPD3,1307,0.0024061794,0.029781021,0.0286131386861313
NPPC,1308,0.0023994786,0.030364964,0.0248175182481751
ZNF28,1309,0.0023974122,0.034160584,0.028905109489051
LINC02253,1310,0.0023964609,0.028905109,0.0186861313868613
CCDC140,1311,0.00239137,0.025109489,0.016934306569343
ARPP21,1312,0.0023747212,0.02540146,0.0233576642335766
SYCP3,1313,0.0023736742,0.026277373,0.023941605839416
KLHL21,1314,0.0023694602,0.033868615,0.0262773722627737
SLC5A9,1315,0.0023580499,0.03240876,0.028905109489051
IPO4,1316,0.002354872,0.038832117,0.037956204379562
PLPPR2,1317,0.0023500682,0.042919707,0.0402919708029197
CFC1,1318,0.0023460472,0.013430657,0.0116788321167883
LINC01418,1319,0.0023416367,0.042919707,0.0271532846715328
LINC01833,1320,0.0023363295,0.021021897,0.0157664233576642
OLIG1,1321,0.0023283479,0.026861314,0.0151824817518248
NMNAT1,1322,0.0023088395,0.040583942,0.0373722627737226
GUCA1A,1323,0.002303917,0.027445255,0.025985401459854
PPP1R42,1324,0.0022998797,0.03328467,0.0265693430656934
SYN2,1325,0.002298962,0.038540147,0.030948905109489
SYNGR2,1326,0.002293226,0.024525547,0.023941605839416
GAD2,1327,0.0022841594,0.029781021,0.0198540145985401
SELENBP1,1328,0.0022783335,0.030656934,0.0294890510948905
LINC00865,1329,0.0022695935,0.029489052,0.0286131386861313
LMNB1-DT,1330,0.0022653288,0.02919708,0.0254014598540146
SYNPO2,1331,0.0022651006,0.03211679,0.0218978102189781
KDELR2,1332,0.0022490767,0.029781021,0.028905109489051
LINC02388,1333,0.0022404427,0.020145986,0.0163503649635036
KCTD16,1334,0.002232714,0.03211679,0.0262773722627737
NEFL,1335,0.0022293215,0.031824816,0.0227737226277372
MYT1L,1336,0.0022152907,0.0470073,0.0397080291970802
DLX2,1337,0.0022116927,0.029781021,0.0137226277372262
ZBTB7C,1338,0.002208798,0.035036497,0.0265693430656934
EBF3,1339,0.0022033926,0.030948905,0.023941605839416
NHLH1,1340,0.002195827,0.030948905,0.0218978102189781
THSD7B,1341,0.0021941406,0.035328466,0.0280291970802919
TRHDE,1342,0.002185702,0.023649635,0.0192700729927007
GABRA2,1343,0.0021679348,0.034452554,0.0291970802919708
CELF4,1344,0.0021675515,0.04087591,0.0373722627737226
CXXC4-AS1,1345,0.002162943,0.030656934,0.0251094890510948
PITX2,1346,0.002157185,0.017226277,0.0087591240875912
EFEMP1,1347,0.002151897,0.025985401,0.0213138686131386
COL23A1,1348,0.0021485996,0.027153285,0.0207299270072992
C11orf68,1349,0.002142385,0.030948905,0.0297810218978102
DGKK,1350,0.0021380526,0.026277373,0.0213138686131386
DNAI3,1351,0.0021359585,0.023065694,0.0195620437956204
LINC02223,1352,0.0021357595,0.028905109,0.023941605839416
CXCL17,1353,0.0021357401,0.026277373,0.0227737226277372
NECAB1,1354,0.002134087,0.028321167,0.0242335766423357
DCN,1355,0.0021305564,0.017226277,0.0122627737226277
KCNMB3,1356,0.0021205181,0.033868615,0.0277372262773722
ELFN1,1357,0.0021113825,0.032992702,0.0303649635036496
SLC12A7,1358,0.0020994975,0.028905109,0.0283211678832116
CHRM2,1359,0.0020948916,0.029489052,0.0218978102189781
HAUS3,1360,0.0020945172,0.03328467,0.032992700729927
NSG2,1361,0.002093158,0.041751824,0.0382481751824817
SHH,1362,0.0020898392,0.021313868,0.0116788321167883
GALNT14,1363,0.002088918,0.030948905,0.0254014598540146
NALCN,1364,0.0020816184,0.030072993,0.0242335766423357
CHST8,1365,0.0020810491,0.025693431,0.0227737226277372
CPEB3,1366,0.0020790289,0.069489054,0.0493430656934306
VSTM2A,1367,0.0020765753,0.028029198,0.0248175182481751
HEPN1,1368,0.002072493,0.029489052,0.0186861313868613
PALMD,1369,0.0020561717,0.03270073,0.023941605839416
TFF3,1370,0.0020513644,0.012846716,0.00992700729927
CNTNAP5,1371,0.0020497923,0.03591241,0.0286131386861313
ZNF543,1372,0.0020466058,0.03211679,0.0312408759124087
RDH10-AS1,1373,0.002038904,0.025693431,0.0254014598540146
SLC35F4,1374,0.0020353957,0.034744527,0.0245255474452554
ZNF418,1375,0.0020345529,0.03591241,0.0332846715328467
LINC02315,1376,0.0020333647,0.046131387,0.0242335766423357
INF2,1377,0.0020290385,0.028905109,0.0283211678832116
PTMAP5,1378,0.0020248012,0.022481753,0.0218978102189781
AQP4-AS1,1379,0.0020246548,0.035328466,0.0271532846715328
GSR,1380,0.0020185031,0.04729927,0.0435036496350364
SPANXA2-OT1,1381,0.0020157767,0.051970802,0.0376642335766423
TCERG1L,1382,0.0020130558,0.035036497,0.0280291970802919
LINC02487,1383,0.002002934,0.016934307,0.0125547445255474
RIPOR2,1384,0.0020000038,0.034160584,0.0294890510948905
LINC01725,1385,0.001999298,0.030072993,0.023941605839416
C21orf62,1386,0.0019978615,0.026861314,0.0195620437956204
ADAMTS3,1387,0.001995257,0.030364964,0.0230656934306569
RFESD,1388,0.001992854,0.026569342,0.0254014598540146
SCG2,1389,0.0019925795,0.023065694,0.0198540145985401
RNF217-AS1,1390,0.0019920527,0.030072993,0.023941605839416
CLDN5,1391,0.0019814693,0.028613139,0.0216058394160583
TAC1,1392,0.001976364,0.022189781,0.018978102189781
LINC00648,1393,0.001973206,0.025693431,0.0233576642335766
SYNPR,1394,0.0019719522,0.02189781,0.0183941605839416
MAF,1395,0.0019712707,0.028321167,0.0236496350364963
PRR16,1396,0.0019619104,0.028905109,0.0218978102189781
KCNH5,1397,0.0019584445,0.028029198,0.0236496350364963
CDH19,1398,0.0019507403,0.031824816,0.0280291970802919
ZFHX2-AS1,1399,0.0019506598,0.030656934,0.0294890510948905
SLC12A9-AS1,1400,0.001949919,0.024525547,0.0224817518248175
GATA2,1401,0.0019486533,0.012554744,0.0072992700729927
MYH11,1402,0.0019423494,0.028613139,0.0248175182481751
ARHGEF28,1403,0.0019404792,0.026861314,0.0210218978102189
CHST9,1404,0.0019403505,0.029489052,0.0186861313868613
PPP1R1B,1405,0.0019376763,0.015474453,0.0143065693430656
IRAK2,1406,0.0019349334,0.018394161,0.0151824817518248
CLMP,1407,0.0019328138,0.022481753,0.0186861313868613
MFAP4,1408,0.001931708,0.02160584,0.0198540145985401
IL27RA,1409,0.0019224655,0.029489052,0.0248175182481751
NTS,1410,0.0019142455,0.04,0.0145985401459854
EPN2-AS1,1411,0.0019124984,0.025109489,0.0224817518248175
HLA-DPB1,1412,0.0019117288,0.030364964,0.0271532846715328
NXPH1,1413,0.0019098567,0.028321167,0.0154744525547445
FOXA1,1414,0.0019063401,0.023065694,0.0186861313868613
NAALADL2-AS2,1415,0.0019043729,0.02160584,0.0186861313868613
LINC02055,1416,0.0019039299,0.027737226,0.0221897810218978
EYA1,1417,0.0018875005,0.030072993,0.0186861313868613
ASIC2,1418,0.0018846109,0.018978102,0.0175182481751824
PCDHA4-1,1419,0.0018792332,0.03211679,0.0256934306569343
SRRM5,1420,0.0018752349,0.023941606,0.0221897810218978
LYSMD2,1421,0.0018722587,0.031824816,0.0312408759124087
NECTIN3-AS1,1422,0.0018715695,0.04,0.0218978102189781
ASS1,1423,0.0018645731,0.020437956,0.0137226277372262
CFAP144,1424,0.0018619131,0.017226277,0.0137226277372262
LDB2-1,1425,0.0018583089,0.029489052,0.0274452554744525
ARHGAP6,1426,0.0018567273,0.028905109,0.0265693430656934
ADAMTS17,1427,0.0018542736,0.023941606,0.0195620437956204
PEX5L,1428,0.0018531218,0.036788322,0.0245255474452554
IFT70A,1429,0.0018452738,0.030656934,0.0297810218978102
BRINP2,1430,0.0018437447,0.035036497,0.0242335766423357
SLC36A1,1431,0.0018402832,0.026569342,0.0248175182481751
POU2F2,1432,0.0018388035,0.044963505,0.0388321167883211
PCOLCE2,1433,0.0018328483,0.023065694,0.0224817518248175
DIRAS3,1434,0.0018238275,0.016058395,0.0148905109489051
LINC01266,1435,0.0018207696,0.022773722,0.0186861313868613
TEX26,1436,0.0018197185,0.02189781,0.0213138686131386
CNTN2,1437,0.0018189825,0.02160584,0.0192700729927007
RERGL,1438,0.0018152691,0.039124086,0.0131386861313868
SLC38A3,1439,0.0018129455,0.020729927,0.0195620437956204
NTF3,1440,0.0018111182,0.022773722,0.0213138686131386
GLI1,1441,0.0018097128,0.015182482,0.0143065693430656
EFCAB11,1442,0.0017999501,0.025693431,0.0242335766423357
RASGRF2,1443,0.0017846986,0.019270074,0.016934306569343
KCNQ5,1444,0.0017746633,0.022773722,0.0181021897810218
SMIM45,1445,0.0017733877,0.019854015,0.018978102189781
GPR3,1446,0.0017674065,0.019562043,0.0181021897810218
CLDN10,1447,0.0017666016,0.020729927,0.0186861313868613
FGF17,1448,0.0017618231,0.028321167,0.0110948905109489
BMPER,1449,0.0017533028,0.027737226,0.0227737226277372
KCNE5,1450,0.0017531104,0.025109489,0.016934306569343
PLCL1,1451,0.0017492175,0.048759125,0.0370802919708029
TSPAN19,1452,0.0017471155,0.022189781,0.0210218978102189
SAMD10,1453,0.0017468994,0.02160584,0.0207299270072992
NEFM,1454,0.0017335393,0.028613139,0.0242335766423357
APPAT,1455,0.0017332648,0.024233576,0.0233576642335766
LINC02232,1456,0.0017323238,0.015182482,0.0116788321167883
FAM222A-AS1,1457,0.0017283492,0.02540146,0.0213138686131386
IQCJ,1458,0.001725731,0.022773722,0.0140145985401459
CGAS,1459,0.0017232861,0.028905109,0.0210218978102189
APOA1,1460,0.0017208529,0.022773722,0.0210218978102189
SST,1461,0.0017198991,0.027737226,0.0178102189781021
FHIP1A,1462,0.0017196418,0.024817519,0.0172262773722627
CA1,1463,0.0017161868,0.023649635,0.0195620437956204
GRIA2,1464,0.0017135246,0.030072993,0.0265693430656934
FAM47E,1465,0.0017133716,0.020437956,0.0198540145985401
KITLG,1466,0.0017128492,0.02540146,0.0221897810218978
SLFN12,1467,0.0017052144,0.020145986,0.0186861313868613
C6orf141,1468,0.0017020002,0.017518248,0.0163503649635036
MOCOS,1469,0.0017018508,0.0143065695,0.0131386861313868
GABRB1,1470,0.0016971471,0.028029198,0.0210218978102189
XKR4,1471,0.0016922931,0.03649635,0.0271532846715328
CT75,1472,0.0016901083,0.023649635,0.0204379562043795
ANO4,1473,0.0016839807,0.03649635,0.0268613138686131
LINC00378,1474,0.0016835869,0.02540146,0.0186861313868613
SEMA3D,1475,0.0016816205,0.027737226,0.0224817518248175
SCN9A,1476,0.0016729485,0.028321167,0.0230656934306569
SPHK1,1477,0.0016671203,0.018394161,0.0166423357664233
GTF2IP12,1478,0.001665824,0.021021897,0.0204379562043795
SMOC2,1479,0.0016585371,0.03970803,0.0364963503649635
LEPR,1480,0.0016583236,0.034452554,0.0265693430656934
INA,1481,0.0016575244,0.03649635,0.0347445255474452
NDST1-AS1,1482,0.0016530163,0.016350364,0.0151824817518248
CFAP77,1483,0.0016522172,0.025985401,0.0175182481751824
GTF2IP4,1484,0.0016516675,0.023941606,0.0221897810218978
LINC02739,1485,0.0016486826,0.0470073,0.0113868613138686
PAUPAR,1486,0.001643217,0.016642336,0.0157664233576642
TGFB2,1487,0.0016383512,0.028321167,0.0213138686131386
KCNV2,1488,0.0016339236,0.019562043,0.0175182481751824
SKAP2,1489,0.001633841,0.019562043,0.0183941605839416
ZNG1C,1490,0.0016259635,0.023357663,0.0230656934306569
CFAP52,1491,0.0016255939,0.016934307,0.0125547445255474
OSMR,1492,0.0016205473,0.02540146,0.0236496350364963
RNU2-63P,1493,0.0016198873,0.022773722,0.0213138686131386
ZNF57,1494,0.0016189032,0.023649635,0.0221897810218978
SEC61G-DT,1495,0.0016143247,0.02160584,0.0143065693430656
GGNBP1,1496,0.0016108585,0.019562043,0.0163503649635036
ARSD,1497,0.0016085431,0.023649635,0.0221897810218978
LRMDA,1498,0.0016027124,0.024233576,0.0186861313868613
HAPLN1,1499,0.0016006116,0.021021897,0.0143065693430656
DIO2-AS1,1500,0.0015982473,0.025693431,0.0218978102189781
RIMBP2-1,1501,0.0015981231,0.028613139,0.0221897810218978
HCN1,1502,0.001593649,0.028321167,0.0233576642335766
SGCZ,1503,0.0015923628,0.026861314,0.0210218978102189
PARS2,1504,0.0015920444,0.019270074,0.0186861313868613
METTL27,1505,0.0015787247,0.019270074,0.0163503649635036
LINC02774,1506,0.0015762822,0.021313868,0.0178102189781021
RERG,1507,0.0015730566,0.028905109,0.0271532846715328
ZNF101,1508,0.0015716244,0.026277373,0.0251094890510948
TFAP2B,1509,0.0015704606,0.030364964,0.0070072992700729
HSD17B6,1510,0.0015700514,0.015182482,0.0143065693430656
DSCAML1,1511,0.0015566521,0.024525547,0.0216058394160583
ITPRIPL1,1512,0.0015536305,0.022481753,0.0210218978102189
FOXO6,1513,0.0015454319,0.021313868,0.0181021897810218
RCAN2,1514,0.0015433413,0.023649635,0.0207299270072992
EML3,1515,0.0015421506,0.013138686,0.0131386861313868
SPDYE3,1516,0.0015400754,0.023649635,0.0221897810218978
CCDC162P,1517,0.0015399795,0.027445255,0.0262773722627737
HEPACAM,1518,0.0015370259,0.020437956,0.0140145985401459
GLRA1,1519,0.0015306287,0.015766423,0.0145985401459854
DNAH3,1520,0.0015301416,0.01781022,0.0140145985401459
FLNC,1521,0.0015296687,0.01810219,0.0157664233576642
RAB27B,1522,0.0015279797,0.01781022,0.0148905109489051
ZNF613,1523,0.0015269899,0.019854015,0.0183941605839416
ZFP69B,1524,0.0015211797,0.023649635,0.0233576642335766
DDN-AS1,1525,0.0015140389,0.023065694,0.0218978102189781
H3C7,1526,0.001509074,0.01781022,0.0166423357664233
OBI1-AS1,1527,0.0014979088,0.018978102,0.0148905109489051
MCRIP2,1528,0.0014938493,0.019854015,0.018978102189781
APOE,1529,0.0014925352,0.019270074,0.0128467153284671
LINC02666,1530,0.0014906819,0.022189781,0.0166423357664233
DIO2,1531,0.0014853034,0.019562043,0.0166423357664233
OVCH1-AS1,1532,0.0014802243,0.023065694,0.018978102189781
INSM1,1533,0.0014767903,0.029781021,0.0227737226277372
HJV,1534,0.0014675984,0.02540146,0.0163503649635036
SLC26A6,1535,0.0014661932,0.015182482,0.0151824817518248
CNTN1,1536,0.0014621606,0.030364964,0.0256934306569343
EBF2,1537,0.0014589743,0.024233576,0.0134306569343065
ZBTB24,1538,0.0014556681,0.019562043,0.0186861313868613
GMNC,1539,0.0014546165,0.016642336,0.0110948905109489
VWA3A,1540,0.001450359,0.023357663,0.0160583941605839
CCBE1,1541,0.0014418303,0.015182482,0.0087591240875912
RASSF9,1542,0.0014416531,0.020437956,0.0140145985401459
DCT,1543,0.0014376993,0.014890511,0.0087591240875912
ADAMTS20,1544,0.0014375207,0.022189781,0.0181021897810218
MAFK,1545,0.0014369541,0.020145986,0.0195620437956204
MAP3K19,1546,0.0014367586,0.019562043,0.0145985401459854
MSX1,1547,0.001434434,0.02189781,0.0137226277372262
DYNLT5,1548,0.0014128035,0.016642336,0.0116788321167883
CD96,1549,0.0014109039,0.017226277,0.0143065693430656
RUNDC3B,1550,0.0014094554,0.024525547,0.0236496350364963
RABGAP1L-AS1,1551,0.0014089977,0.016058395,0.0148905109489051
MIR2052HG,1552,0.0014086278,0.025109489,0.0204379562043795
CCN3,1553,0.0014015628,0.021313868,0.0154744525547445
ST6GALNAC4,1554,0.0013965919,0.018394161,0.0181021897810218
TLL1,1555,0.0013949671,0.019854015,0.0131386861313868
MREG,1556,0.0013941518,0.022481753,0.0218978102189781
LINC01776,1557,0.0013936082,0.013138686,0.0105109489051094
PIK3C2G,1558,0.0013833183,0.020729927,0.0131386861313868
CCL3,1559,0.0013699497,0.012554744,0.0122627737226277
VEGFC,1560,0.0013688894,0.02189781,0.0183941605839416
TENM1-1,1561,0.0013616756,0.022189781,0.0201459854014598
MIR4300HG,1562,0.0013546767,0.018394161,0.0134306569343065
TMEM78,1563,0.0013533385,0.020729927,0.0096350364963503
LINC00907,1564,0.0013524698,0.022481753,0.0183941605839416
KLHL1,1565,0.0013479065,0.0143065695,0.0128467153284671
KCNIP2,1566,0.0013439552,0.019270074,0.0181021897810218
SEMA3E,1567,0.0013434377,0.015474453,0.0128467153284671
LHX1,1568,0.0013380231,0.014890511,0.0087591240875912
OCA2,1569,0.0013312232,0.017518248,0.0145985401459854
BMAL2-AS1,1570,0.001329635,0.013430657,0.0128467153284671
PRSS48,1571,0.0013270681,0.019562043,0.0172262773722627
SHISA3,1572,0.001325879,0.016058395,0.0090510948905109
LINC02787,1573,0.0013253237,0.0105109485,0.0087591240875912
RAPGEF4-AS1,1574,0.0013237584,0.02919708,0.0131386861313868
GATA3,1575,0.0013233814,0.0067153284,0.0058394160583941
SHANK3,1576,0.0013227197,0.01781022,0.0160583941605839
EN2,1577,0.0013132102,0.011094891,0.0102189781021897
RBM20,1578,0.0013124485,0.0143065695,0.0108029197080291
FOXP1-AS1,1579,0.0013110741,0.013430657,0.0128467153284671
THRB,1580,0.0013062543,0.012262774,0.00992700729927
DLX6-AS1,1581,0.0013036884,0.0105109485,0.00992700729927
ENDOG,1582,0.0013000305,0.023941606,0.0204379562043795
SAMD3,1583,0.0012981298,0.016934307,0.0140145985401459
ATP2C2,1584,0.0012974482,0.018394161,0.0148905109489051
PRDM13,1585,0.0012970616,0.016934307,0.0067153284671532
C15orf39,1586,0.0012953427,0.01459854,0.0143065693430656
MAOB,1587,0.0012938172,0.012846716,0.0110948905109489
CHRM3-AS2,1588,0.001291275,0.014014599,0.0134306569343065
LDLRAP1,1589,0.001289068,0.01781022,0.0166423357664233
DLX1,1590,0.0012790743,0.016058395,0.0093430656934306
DRAM1,1591,0.0012784173,0.016350364,0.0154744525547445
