gene,pearson_r,pval,padj,abs_r
COL13A1,0.007217002101242542,0.6728676968908112,0.9747730642150491,0.007217002101242542
NXPH1,0.007205910049378872,0.6733413824317834,0.9751682222560363,0.007205910049378872
CACNA1G-AS1,0.00719511229544878,0.6738026244314502,0.9751682222560363,0.00719511229544878
TMEM238L,-0.00719468342140317,0.6738209469521671,0.9751682222560363,0.00719468342140317
SHISA3,-0.007192390970885754,0.6739188891783384,0.9751682222560363,0.007192390970885754
MORN5,-0.007186077535152435,0.6741886517790117,0.975276944014038,0.007186077535152435
LINC00868,0.007172551937401295,0.6747667189694659,0.9754892130929722,0.007172551937401295
USH1G,-0.007172292098402977,0.6747778260439774,0.9754892130929722,0.007172292098402977
EIF2AK3-DT,0.007168980315327644,0.6749193976837626,0.9754892130929722,0.007168980315327644
GSN-AS1,-0.007150528021156788,0.6757084041879444,0.9760543151172928,0.007150528021156788
RYR3,0.0071501340717077255,0.6757252530628247,0.9760543151172928,0.0071501340717077255
DYNC1I1,-0.00713619589805603,0.6763214810560032,0.9760543151172928,0.00713619589805603
FGD5,-0.00713504059240222,0.6763709102414323,0.9760543151172928,0.00713504059240222
LINC02663,-0.007124340161681175,0.6768287891408424,0.9760543151172928,0.007124340161681175
C9orf43,0.007123452145606279,0.6768667933376816,0.9760543151172928,0.007123452145606279
DPF3,0.007115183398127556,0.6772207082825075,0.9760543151172928,0.007115183398127556
SPIC,0.00711508933454752,0.677224734756494,0.9760543151172928,0.00711508933454752
LINC02821,0.00711508933454752,0.677224734756494,0.9760543151172928,0.00711508933454752
DAPL1,0.00711430748924613,0.6772582026866548,0.9760543151172928,0.00711430748924613
NOTO,-0.007109335623681545,0.6774710449186104,0.9760803352752032,0.007109335623681545
FAM86LP,-0.007101636379957199,0.677800695168644,0.9762745856539452,0.007101636379957199
FCAR,-0.007095750886946917,0.6780527295946155,0.9763569620685684,0.007095750886946917
TDRD12,-0.007081072777509689,0.6786814470177865,0.9768770851335382,0.007081072777509689
LINC01924,0.007077178452163935,0.6788482928465899,0.9768770851335382,0.007077178452163935
POU2F3,0.007071304135024548,0.6790999978606441,0.9768770851335382,0.007071304135024548
RPL19P5,0.007058556657284498,0.6796463297294446,0.9768770851335382,0.007058556657284498
RASGEF1B,0.007056828588247299,0.6797204043278503,0.9768770851335382,0.007056828588247299
RPL21P11,-0.0070554157719016075,0.6797809677481843,0.9768770851335382,0.0070554157719016075
FAAHP1,-0.007054624147713184,0.6798149033295584,0.9768770851335382,0.007054624147713184
POTEKP,0.007049846462905407,0.6800197283071024,0.9768770851335382,0.007049846462905407
ATP6V0D2,0.0070441546849906445,0.6802637723418425,0.9768770851335382,0.0070441546849906445
SNRPD3,-0.007036222144961357,0.6806039484534478,0.9768770851335382,0.007036222144961357
RBMS3-AS1,0.007033020257949829,0.6807412753978906,0.9768770851335382,0.007033020257949829
COX7A1,0.00703273992985487,0.6807532989994642,0.9768770851335382,0.00703273992985487
IRX6,0.007011807058006525,0.6816513634228615,0.977885766421975,0.007011807058006525
F10,0.007003525272011757,0.682006794133482,0.978115639783308,0.007003525272011757
LINC02087,0.006989598274230957,0.6826046602936572,0.9786703893294351,0.006989598274230957
NDUFV2P1,-0.0069854166358709335,0.6827842109550399,0.9786703893294351,0.0069854166358709335
RGS18-1,0.006957852281630039,0.6839682142979658,0.9794109494996783,0.006957852281630039
PRDM8,0.006956852972507477,0.684011153382673,0.9794109494996783,0.006956852972507477
CACNA2D1,-0.006954735144972801,0.6841021572042651,0.9794109494996783,0.006954735144972801
LINC02004,0.006953124888241291,0.6841713535923029,0.9794109494996783,0.006953124888241291
LINC02346,-0.006950640119612217,0.6842781349428005,0.9794109494996783,0.006950640119612217
LINC01945,0.006925497204065323,0.6853589903520301,0.980677869975449,0.006925497204065323
LINC02232,0.00691671296954155,0.6857367630522561,0.9808725582911507,0.00691671296954155
LINC01972,-0.006908680312335491,0.6860822823409466,0.9808725582911507,0.006908680312335491
TNNI1,-0.006908680312335491,0.6860822823409466,0.9808725582911507,0.006908680312335491
FOXQ1,-0.006899861618876457,0.6864616879918681,0.9811350594772537,0.006899861618876457
FGF22,0.0068789455108344555,0.6873618750326348,0.9821415328738331,0.0068789455108344555
GJB2,0.006867251358926296,0.687865360954956,0.9825807650357139,0.006867251358926296
RD3,-0.006848757155239582,0.6886619020725175,0.9834382420306029,0.006848757155239582
PDZK1,0.006837924011051655,0.6891286435047649,0.9835453483235238,0.006837924011051655
LINC02506,0.006833458319306374,0.6893210803868324,0.9835453483235238,0.006833458319306374
OIT3,0.006833350285887718,0.6893257360431482,0.9835453483235238,0.006833350285887718
CECR7,-0.006799084600061178,0.6908029943471745,0.9846262968593182,0.006799084600061178
NIHCOLE,0.006794605404138565,0.6909961880851996,0.9846262968593182,0.006794605404138565
LINC01871,-0.006793473847210407,0.6910449968391007,0.9846262968593182,0.006793473847210407
IGLV10-54,0.006783236283808947,0.6914866438241177,0.9846262968593182,0.006783236283808947
SSMEM1,0.006778814364224672,0.6916774372467215,0.9846262968593182,0.006778814364224672
CCDC42,0.006775119341909885,0.6918368820987574,0.9846262968593182,0.006775119341909885
MINDY4B,0.006767471320927143,0.6921669471853511,0.9846262968593182,0.006767471320927143
CCL17,-0.006763055454939604,0.6923575490140707,0.9846262968593182,0.006763055454939604
FFAR1,0.0067575471475720406,0.6925953311386782,0.9846262968593182,0.0067575471475720406
ST8SIA5,0.006755320355296135,0.69269146570701,0.9846262968593182,0.006755320355296135
UGT2B7,0.006754046771675348,0.6927464507927807,0.9846262968593182,0.006754046771675348
NPIPB10P,0.006753902416676283,0.6927526832080795,0.9846262968593182,0.006753902416676283
LCMT1,-0.0067525263875722885,0.6928120932425457,0.9846262968593182,0.0067525263875722885
SEPTIN12,-0.006752013694494963,0.6928342292408614,0.9846262968593182,0.006752013694494963
DMBX1,0.0067422278225421906,0.6932567935607403,0.9849167534822129,0.0067422278225421906
WASH9P,-0.006736715789884329,0.6934948509772213,0.9849167534822129,0.006736715789884329
POU5F1B,-0.006733627058565617,0.693628262430399,0.9849167534822129,0.006733627058565617
LINC01162,0.006723138503730297,0.6940813650059618,0.9852809405226275,0.006723138503730297
LINC02218,0.006705603562295437,0.6948391135595976,0.9860258041074692,0.006705603562295437
TMEM71,-0.006699535995721817,0.6951013861997591,0.9860258041074692,0.006699535995721817
LINC01808,-0.0066973380744457245,0.6951964010999179,0.9860258041074692,0.0066973380744457245
CCNO,0.0066909040324389935,0.6954745686170863,0.9861412176967231,0.0066909040324389935
LINC01844,-0.006677749566733837,0.6960434124723156,0.9864848469292038,0.006677749566733837
SLC6A5-1,-0.006676195189356804,0.6961106403395858,0.9864848469292038,0.006676195189356804
CTNNB1,0.006665496155619621,0.6965734454765147,0.9868616158560404,0.006665496155619621
SYT1,0.006651890464127064,0.6971621461967946,0.9874164823606947,0.006651890464127064
GEMIN7,-0.006639762781560421,0.6976870490620205,0.9878807015681789,0.006639762781560421
GSTM1,-0.006619738880544901,0.6985540275939195,0.9888288791732007,0.006619738880544901
SERPINB9,-0.006608036812394857,0.6990608763214154,0.9892668882368294,0.006608036812394857
MILR1,-0.0065974220633506775,0.699520746268455,0.989638187338009,0.0065974220633506775
LINC02335,0.006569851655513048,0.7007157120971176,0.9904847944011317,0.006569851655513048
RAC2,-0.006568558048456907,0.7007717982600128,0.9904847944011317,0.006568558048456907
SLC9A9,0.006567705888301134,0.7008087457592066,0.9904847944011317,0.006567705888301134
MAP4K1,-0.006564967799931765,0.700927467102058,0.9904847944011317,0.006564967799931765
LINC02668,-0.006555277854204178,0.7013476740955846,0.9904847944011317,0.006555277854204178
CENPNP2,0.006549185607582331,0.701611912706747,0.9904847944011317,0.006549185607582331
KIF12,0.006549185607582331,0.701611912706747,0.9904847944011317,0.006549185607582331
APOA1,-0.006543876137584448,0.7018422294170271,0.9904847944011317,0.006543876137584448
GUCA1A,0.006540234200656414,0.7020002269179927,0.9904847944011317,0.006540234200656414
PIK3R6,0.006538031622767448,0.7020957872107004,0.9904847944011317,0.006538031622767448
HEATR6-DT,0.006520189344882965,0.7028700596121863,0.9910038693376232,0.006520189344882965
LINC02689,-0.006519165355712175,0.702914505368852,0.9910038693376232,0.006519165355712175
DIAPH2,-0.0065158819779753685,0.7030570256426363,0.9910038693376232,0.0065158819779753685
KCNE2,0.006505110301077366,0.7035246607700499,0.9913841606070641,0.006505110301077366
LINC01305,0.006498490925878286,0.7038120859872522,0.9915103634754345,0.006498490925878286
ZNF385D-AS2,-0.006489718332886696,0.7041930729810112,0.9917500307846251,0.006489718332886696
FNDC7,-0.00648523960262537,0.7043876094267213,0.9917500307846251,0.00648523960262537
LINC01060,0.006480903830379248,0.7045759548180534,0.9917500307846251,0.006480903830379248
LINC02178,-0.0064489226788282394,0.7059657706233595,0.9930963742197523,0.0064489226788282394
FAM135B,0.006446536630392075,0.7060695013201872,0.9930963742197523,0.006446536630392075
MYO18A,0.006445214152336121,0.7061269968758686,0.9930963742197523,0.006445214152336121
HIPK1-AS1,0.006438417360186577,0.7064225180853605,0.993233231797346,0.006438417360186577
SHTN1,0.006424893159419298,0.7070106753143728,0.9937813447406233,0.006424893159419298
PLGLB1,0.006389074493199587,0.7085692459532071,0.9956927906538198,0.006389074493199587
CYP2E1,-0.006376948207616806,0.7090971715374079,0.9961552920027897,0.006376948207616806
LINC02540,0.006358164828270674,0.7099151936211915,0.9965677088676826,0.006358164828270674
ZNG1C,-0.006357496604323387,0.709944301147362,0.9965677088676826,0.006357496604323387
SMIM23,0.006355644203722477,0.7100249930727592,0.9965677088676826,0.006355644203722477
LINC01145,-0.00635110680013895,0.7102226594216707,0.9965677088676826,0.00635110680013895
FOXO6,0.00634737778455019,0.7103851239423992,0.9965677088676826,0.00634737778455019
TMPRSS13,0.006339052226394415,0.7107478965799761,0.9967975678035992,0.006339052226394415
NR5A2,0.006317814812064171,0.7116735788191083,0.9978165370628292,0.006317814812064171
XG,-0.006306129973381758,0.712183071097087,0.9982515718230777,0.006306129973381758
PCDHGB6,0.00629675155505538,0.712592089806156,0.9985455710342974,0.00629675155505538
TMPRSS6,0.006271502934396267,0.7136936622849782,0.9995737420179236,0.006271502934396267
LINC01354,-0.006270790006965399,0.7137247752824049,0.9995737420179236,0.006270790006965399
CEP112,-0.006251419894397259,0.7145702918850014,1.0,0.006251419894397259
MIR7515HG,0.006232111249119043,0.7154134740825981,1.0,0.006232111249119043
SHANK3,-0.006228392478078604,0.7155759076424449,1.0,0.006228392478078604
NRAP,0.006222223863005638,0.7158453772165421,1.0,0.006222223863005638
LMNB1-DT,0.006213079672306776,0.7162448968358126,1.0,0.006213079672306776
RPS15P9,-0.006210661493241787,0.7163505626928477,1.0,0.006210661493241787
PCDH9-AS1,0.006202215328812599,0.7167196727388133,1.0,0.006202215328812599
SLC17A8,0.006201163865625858,0.7167656278883009,1.0,0.006201163865625858
GPR101,0.006199051160365343,0.7168579686814729,1.0,0.006199051160365343
KCNK7,0.006197568029165268,0.7169227949193007,1.0,0.006197568029165268
MKRN2OS,-0.006196261383593082,0.716979908829288,1.0,0.006196261383593082
NPPC,-0.006194648798555136,0.7170503976354223,1.0,0.006194648798555136
DNAJC5G,0.0061909714713692665,0.7172111488054791,1.0,0.0061909714713692665
AADAC,0.006190772168338299,0.7172198615224494,1.0,0.006190772168338299
TRIM63,0.006183731369674206,0.7175276801619019,1.0,0.006183731369674206
LINC02849,0.00612971605733037,0.7198907125511012,1.0,0.00612971605733037
SIGLEC1,-0.0061228517442941666,0.7201912009975789,1.0,0.0061228517442941666
CASC9,-0.006107620894908905,0.7208580926463664,1.0,0.006107620894908905
LINC00545,0.00609134417027235,0.7215710131784886,1.0,0.00609134417027235
LINC01205,-0.0060860044322907925,0.7218049464144746,1.0,0.0060860044322907925
LINC01266,-0.006072084419429302,0.7224149026227472,1.0,0.006072084419429302
FAM180A,-0.006070682778954506,0.7224763304012488,1.0,0.006070682778954506
PIK3R2,0.006066474132239819,0.722660787744303,1.0,0.006066474132239819
ATOH1,-0.006065966561436653,0.7226830347398806,1.0,0.006065966561436653
THEMIS3P,-0.006065816152840853,0.7226896272432132,1.0,0.006065816152840853
DAOA-AS1,-0.006061548832803965,0.7228766751356264,1.0,0.006061548832803965
RAB19,-0.00605945847928524,0.7229683068846453,1.0,0.00605945847928524
GIPC3,-0.006054616067558527,0.7231805918084759,1.0,0.006054616067558527
RUFY4,-0.00604727678000927,0.7235023770546882,1.0,0.00604727678000927
LINC00051,0.0060420227237045765,0.7237327670034992,1.0,0.0060420227237045765
ZNF525,-0.0060411314480006695,0.7237718518547622,1.0,0.0060411314480006695
LINC02298,-0.006039321888238192,0.7238512081613924,1.0,0.006039321888238192
VENTXP7,-0.006032095290720463,0.7241681524375414,1.0,0.006032095290720463
DAAM2-AS1,-0.006029191426932812,0.724295523477061,1.0,0.006029191426932812
PLIN4,-0.006025530397891998,0.7244561166316776,1.0,0.006025530397891998
MTND6P21,0.0060117486864328384,0.72506076800676,1.0,0.0060117486864328384
LAMA2,-0.005997661035507917,0.7256790191635184,1.0,0.005997661035507917
CSTA,0.005981328431516886,0.7263960161189903,1.0,0.005981328431516886
PIWIL3,-0.0059736380353569984,0.7267337054866545,1.0,0.0059736380353569984
MIR503HG,0.005960782989859581,0.7272982958254878,1.0,0.005960782989859581
ZNF629,0.00595130817964673,0.7277145218612279,1.0,0.00595130817964673
SP6,-0.0059463223442435265,0.7279335806129336,1.0,0.0059463223442435265
OPTC,0.005943627562373877,0.7280519883881498,1.0,0.005943627562373877
TREHP1,0.005943627562373877,0.7280519883881498,1.0,0.005943627562373877
LCAT,-0.00594148226082325,0.728146256828709,1.0,0.00594148226082325
FUT2,0.005941085517406464,0.7281636909043767,1.0,0.005941085517406464
LINC02791,-0.005939227528870106,0.7282453382702709,1.0,0.005939227528870106
OR52A1,-0.005934480577707291,0.7284539520775704,1.0,0.005934480577707291
IGSF6,-0.00591608602553606,0.7292625254802808,1.0,0.00591608602553606
MAP4K5,-0.005907976999878883,0.7296190713871965,1.0,0.005907976999878883
DYNLL1,0.005877225659787655,0.7309717081040958,1.0,0.005877225659787655
ITIH5,-0.00586880836635828,0.7313420994385866,1.0,0.00586880836635828
NAALADL2-AS1,0.005865489132702351,0.731488174931314,1.0,0.005865489132702351
LINC01915,-0.005864614620804787,0.7315266627708348,1.0,0.005864614620804787
TRAT1,-0.005853869486600161,0.7319996182390466,1.0,0.005853869486600161
CRYZP1,-0.005853869486600161,0.7319996182390466,1.0,0.005853869486600161
LACTB2-AS1,0.005849875509738922,0.7321754422050998,1.0,0.005849875509738922
NAA10,0.005846722517162561,0.7323142540532847,1.0,0.005846722517162561
EGOT,0.005829735659062862,0.7330622582882537,1.0,0.005829735659062862
ISLR,-0.005823264829814434,0.7333472633598191,1.0,0.005823264829814434
MIPEPP1,-0.005802905187010765,0.7342442351449852,1.0,0.005802905187010765
BRICD5,0.005799208767712116,0.7344071248573726,1.0,0.005799208767712116
OR9K1P,0.005788332317024469,0.7348864855062638,1.0,0.005788332317024469
CCDC8,0.005787915550172329,0.7349048558356817,1.0,0.005787915550172329
DMTF1,0.0057848673313856125,0.7350392204179392,1.0,0.0057848673313856125
LMOD2,0.005777977406978607,0.7353429561092066,1.0,0.005777977406978607
CER1,-0.005774571560323238,0.7354931148657111,1.0,0.005774571560323238
CIROP,0.005764986854046583,0.7359157446394938,1.0,0.005764986854046583
LINC02661,0.0057573942467570305,0.7362505911615151,1.0,0.0057573942467570305
LMNTD1,-0.005746455397456884,0.736733100518522,1.0,0.005746455397456884
CDH19-1,-0.005738654639571905,0.7370772530052461,1.0,0.005738654639571905
DOCK9-DT,0.005734625272452831,0.7372550405759701,1.0,0.005734625272452831
TMIGD1,-0.005731784738600254,0.7373803817608877,1.0,0.005731784738600254
GRPR,0.005706331692636013,0.7385038321785435,1.0,0.005706331692636013
LINC01497,-0.005698257125914097,0.7388603454033433,1.0,0.005698257125914097
ACSM1,-0.005687033291906118,0.7393560002196049,1.0,0.005687033291906118
MORF4L1P5,0.0056737856939435005,0.7399411655809423,1.0,0.0056737856939435005
PLAC1,0.005656570196151733,0.7407018235638861,1.0,0.005656570196151733
GPC3,0.005645771510899067,0.7411790873579569,1.0,0.005645771510899067
CFAP126,0.005643096286803484,0.7412973382190245,1.0,0.005643096286803484
MYO18B-AS1,0.005635896697640419,0.7416156064169304,1.0,0.005635896697640419
CD33,-0.005635200999677181,0.7416463630882011,1.0,0.005635200999677181
MS4A6E,0.00561352027580142,0.742605070177115,1.0,0.00561352027580142
RIOK2,-0.005606598220765591,0.742911242965314,1.0,0.005606598220765591
HCG20,-0.0055892085656523705,0.7436805925225956,1.0,0.0055892085656523705
GATA3-AS1,0.0055629657581448555,0.7448421056136487,1.0,0.0055629657581448555
SCAT1,0.005551083013415337,0.7453682298066666,1.0,0.005551083013415337
SNORD13,0.005525332875549793,0.746508758271385,1.0,0.005525332875549793
RPL30P11,0.005523248575627804,0.7466011006787873,1.0,0.005523248575627804
ATP8B5P,0.005500258877873421,0.7476198726719794,1.0,0.005500258877873421
PLGLB2,0.005494480952620506,0.7478759866727505,1.0,0.005494480952620506
REELD1,0.0054841479286551476,0.7483340806490211,1.0,0.0054841479286551476
CHRNE,-0.0054696109145879745,0.7489787004658194,1.0,0.0054696109145879745
CDC20B,-0.005468934774398804,0.7490086870542304,1.0,0.005468934774398804
LINC02233,-0.005466341972351074,0.7491236804630937,1.0,0.005466341972351074
INO80-AS1,0.005453858990222216,0.7496773914240775,1.0,0.005453858990222216
PTMAP11,0.005452886689454317,0.7497205254458454,1.0,0.005452886689454317
SYK,0.005449218675494194,0.7498832559981882,1.0,0.005449218675494194
CYP27B1,-0.005440265405923128,0.7502805123554086,1.0,0.005440265405923128
TTC39A,0.005439268425107002,0.750324752468623,1.0,0.005439268425107002
GAD1,-0.005431569181382656,0.7506664270105087,1.0,0.005431569181382656
LINC02902,0.00541457487270236,0.7514207678817125,1.0,0.00541457487270236
LINC01821,0.005413278006017208,0.7514783427713482,1.0,0.005413278006017208
DLGAP2-AS1,0.00538949528709054,0.7525344305164451,1.0,0.00538949528709054
MIX23P5,-0.005372272804379463,0.7532994958032618,1.0,0.005372272804379463
HTR1E,-0.005367399659007788,0.7535160169685123,1.0,0.005367399659007788
GCSHP5,-0.005365440621972084,0.7536030653863799,1.0,0.005365440621972084
DEPDC1-AS1,-0.005362937226891518,0.753714306522646,1.0,0.005362937226891518
CHRND,-0.005345834419131279,0.7544744253305131,1.0,0.005345834419131279
SPINK4,-0.005344714503735304,0.7545242072591835,1.0,0.005344714503735304
DAO,0.005340684205293655,0.7547033685385253,1.0,0.005340684205293655
TFAP2A,0.0053371042013168335,0.7548625236723467,1.0,0.0053371042013168335
LIPN,-0.005324697121977806,0.7554141818424721,1.0,0.005324697121977806
ARHGAP28,0.005317024886608124,0.7557553762168809,1.0,0.005317024886608124
ETV3,-0.005312240682542324,0.7559681601590676,1.0,0.005312240682542324
IQCF2,-0.005311658605933189,0.7559940500657495,1.0,0.005311658605933189
TECRL,-0.005310773383826017,0.7560334239607369,1.0,0.005310773383826017
ANXA1,0.0053076972253620625,0.7561702536868977,1.0,0.0053076972253620625
PLA2G4C-AS1,0.005306484177708626,0.7562242130146377,1.0,0.005306484177708626
FAM228A,0.005303483456373215,0.7563576975467846,1.0,0.005303483456373215
CXCL8,-0.0053003397770226,0.7564975492396556,1.0,0.0053003397770226
NUS1P2,-0.005295982584357262,0.7566913992292036,1.0,0.005295982584357262
ZDHHC21,0.005292178131639957,0.7568606705255958,1.0,0.005292178131639957
SEZ6L2,0.005268808454275131,0.7579007117444868,1.0,0.005268808454275131
LINC00305,-0.005266821011900902,0.7579891808754972,1.0,0.005266821011900902
GTSCR1,-0.005259806290268898,0.7583014599393817,1.0,0.005259806290268898
MUC1,-0.005239676684141159,0.7591978018070713,1.0,0.005239676684141159
NLRC5,-0.00523020513355732,0.7596196680603603,1.0,0.00523020513355732
SIGLEC18P,0.005227917339652777,0.7597215779454398,1.0,0.005227917339652777
CLEC1B,0.005184737034142017,0.7616458269017217,1.0,0.005184737034142017
AQP4,0.005182180553674698,0.7617597979752171,1.0,0.005182180553674698
FYB1,-0.005162232555449009,0.7626492817341051,1.0,0.005162232555449009
LINC01531,0.005157013889402151,0.7628820344782612,1.0,0.005157013889402151
TAT-AS1,-0.005152730271220207,0.7630731000607971,1.0,0.005152730271220207
SDC2,0.005150069482624531,0.7631917885672774,1.0,0.005150069482624531
NPAS2,0.005144205875694752,0.7634533632761581,1.0,0.005144205875694752
NTRAS,-0.005137522704899311,0.7637515315332576,1.0,0.005137522704899311
SPACA7,-0.00513603538274765,0.7638178928639962,1.0,0.00513603538274765
ERFE,0.005132219288498163,0.7639881672662602,1.0,0.005132219288498163
LINC01591,-0.005109461490064859,0.7650038585207877,1.0,0.005109461490064859
TIGIT,-0.005102850962430239,0.7652989652959182,1.0,0.005102850962430239
ACE,-0.005098925903439522,0.7654742036593584,1.0,0.005098925903439522
LINC03043,0.0050858259201049805,0.7660591529177426,1.0,0.0050858259201049805
ZNF84-DT,0.005074816755950451,0.7665508446427404,1.0,0.005074816755950451
IRX1,0.0050576901994645596,0.7673159383545173,1.0,0.0050576901994645596
CHRM2,-0.005052316002547741,0.7675560663313922,1.0,0.005052316002547741
LINC02109,0.005050227977335453,0.7676493687578643,1.0,0.005050227977335453
RASL12,-0.005049354862421751,0.7676883844860305,1.0,0.005049354862421751
VAV3-AS1,0.005041357129812241,0.7680457959268097,1.0,0.005041357129812241
ZNF543,0.005039398558437824,0.7681333302291994,1.0,0.005039398558437824
ASB17,-0.005039039999246597,0.7681493556118107,1.0,0.005039039999246597
LINC01122,-0.005005217622965574,0.7696614515272777,1.0,0.005005217622965574
GPX5,-0.005002948455512524,0.7697629305423307,1.0,0.005002948455512524
SYCP3,0.0050025200471282005,0.7697820897562405,1.0,0.0050025200471282005
PSORS1C1,-0.005001294892281294,0.7698368817182137,1.0,0.005001294892281294
TMEM270,0.004989699460566044,0.7703555150118627,1.0,0.004989699460566044
LINC02629,-0.0049713533371686935,0.771176298700396,1.0,0.0049713533371686935
CYP7A1,0.004966947250068188,0.7713734599619414,1.0,0.004966947250068188
FPR2,0.004966947250068188,0.7713734599619414,1.0,0.004966947250068188
OR51I2,-0.004944126587361097,0.7723948629008429,1.0,0.004944126587361097
SH3TC1,0.004942190367728472,0.7724815420271286,1.0,0.004942190367728472
GAS2L2,-0.0049301628023386,0.7730200459426815,1.0,0.0049301628023386
GDNF-1,-0.004906397312879562,0.7740844067949453,1.0,0.004906397312879562
LINC02755,-0.004898170940577984,0.7744529320167685,1.0,0.004898170940577984
TBCAP1,0.004883037880063057,0.7751309958561766,1.0,0.004883037880063057
CHRNB3,0.004854436498135328,0.7764129997284099,1.0,0.004854436498135328
P2RY13,-0.0048478636890649796,0.7767076998883712,1.0,0.0048478636890649796
COMP,-0.00484730489552021,0.7767327555819469,1.0,0.00484730489552021
TINAG,-0.00484717171639204,0.7767387272231789,1.0,0.00484717171639204
HSPE1P16,-0.004846187774091959,0.7767828467853835,1.0,0.004846187774091959
PDE6C,0.004840271547436714,0.7770481430895442,1.0,0.004840271547436714
GATA2-AS1,-0.004824045579880476,0.7777758836172098,1.0,0.004824045579880476
PTPRVP,-0.004821071866899729,0.777909276873364,1.0,0.004821071866899729
MT-CYB,-0.004797329194843769,0.7789745475398188,1.0,0.004797329194843769
LINC01239,0.004773691762238741,0.7800355088181754,1.0,0.004773691762238741
EPB41,0.0047624921426177025,0.7805383445712888,1.0,0.0047624921426177025
SCX,0.004758525174111128,0.7807164738522829,1.0,0.004758525174111128
CFHR1,0.004755082540214062,0.7808710681948654,1.0,0.004755082540214062
ABHD17AP6,0.004751658532768488,0.7810248346889993,1.0,0.004751658532768488
LINC00865,0.00474974699318409,0.7811106824838399,1.0,0.00474974699318409
LINC02046,0.004746117629110813,0.781273685609635,1.0,0.004746117629110813
CDC42,-0.004744737409055233,0.7813356770027071,1.0,0.004744737409055233
ZNF71,0.0047437883913517,0.7813783021199491,1.0,0.0047437883913517
FGD2,0.004739772994071245,0.7815586608979526,1.0,0.004739772994071245
ZNF257,0.0047132535837590694,0.7827501222917893,1.0,0.0047132535837590694
LINC02691,-0.004704752936959267,0.7831321464742704,1.0,0.004704752936959267
ACCSL,0.0046989405527710915,0.7833933886127372,1.0,0.0046989405527710915
RNU6-450P,-0.004694373346865177,0.7835986823706671,1.0,0.004694373346865177
NBEA,0.004691033158451319,0.7837488318036252,1.0,0.004691033158451319
SPATA18,-0.004682675004005432,0.7841245860316203,1.0,0.004682675004005432
SYNGR2,0.004667938221246004,0.7847872242320404,1.0,0.004667938221246004
ZNF236,-0.004657159559428692,0.7852719846352492,1.0,0.004657159559428692
CCBE1,0.004655900876969099,0.7853285981535661,1.0,0.004655900876969099
NPSR1,-0.004648484289646149,0.7856622073948966,1.0,0.004648484289646149
CRACR2B,-0.004641670733690262,0.7859687260612523,1.0,0.004641670733690262
LINC01723,-0.004641199484467506,0.7859899271848535,1.0,0.004641199484467506
IQCM,0.004613714292645454,0.7872267378143686,1.0,0.004613714292645454
GAPLINC,-0.0046082353219389915,0.7874733511591979,1.0,0.0046082353219389915
AGAP12P,-0.004606510512530804,0.7875509907745639,1.0,0.004606510512530804
TOMM20L,0.004605589434504509,0.7875924525351322,1.0,0.004605589434504509
LINC02228,-0.004604215268045664,0.7876543109111609,1.0,0.004604215268045664
INSC,-0.0045771109871566296,0.7888746886814365,1.0,0.0045771109871566296
ODAD2P1,0.0045766341499984264,0.788896163052368,1.0,0.0045766341499984264
CRAMP1,0.004555455408990383,0.7898501095461006,1.0,0.004555455408990383
TMEM52B,-0.004553665407001972,0.7899307504204128,1.0,0.004553665407001972
CPSF4L,-0.0045532165095210075,0.7899509739268303,1.0,0.0045532165095210075
MUCL1,-0.004549959674477577,0.7900977034760348,1.0,0.004549959674477577
AREG,-0.004542095586657524,0.7904520333359024,1.0,0.004542095586657524
IL10RB-DT,-0.004526812583208084,0.7911407588475619,1.0,0.004526812583208084
FAM177B,0.004525627475231886,0.7911941723205093,1.0,0.004525627475231886
F9,-0.0045226989313960075,0.7913261676161484,1.0,0.0045226989313960075
SPINK2,-0.004521594382822514,0.7913759533708777,1.0,0.004521594382822514
LINC02389,0.0045185452327132225,0.7915133933344907,1.0,0.0045185452327132225
LINC01716,0.004511634819209576,0.7918249031128473,1.0,0.004511634819209576
MICB,-0.004502884577959776,0.7922193968895276,1.0,0.004502884577959776
ARMCX5,-0.004500270821154118,0.7923372451934633,1.0,0.004500270821154118
SERPINB2,0.004498085007071495,0.7924358021821919,1.0,0.004498085007071495
LHX1-DT,0.004488368984311819,0.7928739316640284,1.0,0.004488368984311819
CT66,-0.004481803625822067,0.793170023681357,1.0,0.004481803625822067
FTH1P10,0.004469695966690779,0.7937161468292296,1.0,0.004469695966690779
LPAR1,0.004455996677279472,0.7943341833228637,1.0,0.004455996677279472
ONECUT1,0.004445207305252552,0.7948210312535576,1.0,0.004445207305252552
IFI44L,0.004442103207111359,0.7949611120200492,1.0,0.004442103207111359
DYNLT5,0.004423884674906731,0.7957834052886023,1.0,0.004423884674906731
VWA3A,-0.004418263211846352,0.7960371757868333,1.0,0.004418263211846352
ARSF,-0.004408963490277529,0.7964570417585938,1.0,0.004408963490277529
PIRAT1,-0.004403829574584961,0.7966888542070982,1.0,0.004403829574584961
SMIM6,0.004400330130010843,0.7968468754190856,1.0,0.004400330130010843
C3orf49,0.0043863216415047646,0.7974795271986536,1.0,0.0043863216415047646
NSG1,-0.004384956322610378,0.7975411948912676,1.0,0.004384956322610378
MAGED4,0.004380573518574238,0.7977391626068546,1.0,0.004380573518574238
MIXL1,-0.004352588672190905,0.7990035215690351,1.0,0.004352588672190905
