gene,pearson_r,pval,padj,abs_r
ZSCAN31,-0.05500123277306557,0.0012813372942434946,0.009713738549854994,0.05500123277306557
CLASP2,0.05499030277132988,0.0012842049011799654,0.009720771540502729,0.05499030277132988
MAB21L2,0.054974623024463654,0.0012883289974739282,0.009737279949233566,0.054974623024463654
IRX2,0.05491626262664795,0.001303786598366707,0.009838851854968382,0.05491626262664795
SGCZ,0.054909102618694305,0.001305694768220709,0.009838851854968382,0.054909102618694305
CMC2,-0.05482783913612366,0.0013275330872732994,0.009988390841331084,0.05482783913612366
PITX2,0.05462222173810005,0.001384302864748984,0.010398187418427587,0.05462222173810005
BTBD9,-0.05461566895246506,0.0013861483128137357,0.010398187418427587,0.05461566895246506
ECEL1,-0.05450337380170822,0.0014181282792849763,0.010622183568754882,0.05450337380170822
EIF4A1,0.05447032302618027,0.0014276693384162235,0.010677688141498056,0.05447032302618027
ADAMTS18,0.05440033972263336,0.0014480675638003527,0.010814108140392797,0.05440033972263336
SLAIN1,-0.054327331483364105,0.0014696333693831605,0.010958828592230681,0.054327331483364105
LINC01505,0.05427202209830284,0.0014861676650711369,0.011055722515574823,0.05427202209830284
LINC02787,0.05426912009716034,0.0014870399073034185,0.011055722515574823,0.05426912009716034
MCC,0.05418180674314499,0.0015135048398332942,0.011235811485043906,0.05418180674314499
LINC02091,-0.05412209779024124,0.001531851754598522,0.011355191038895257,0.05412209779024124
ABHD3,0.053998444229364395,0.0015704998733744163,0.011624482814592614,0.053998444229364395
CASC15,-0.053953688591718674,0.0015847080953030749,0.011700718065930421,0.053953688591718674
CA8,-0.05395130068063736,0.0015854694804962595,0.011700718065930421,0.05395130068063736
IRS3P,-0.05392088368535042,0.0015951974349698332,0.011755197568579168,0.05392088368535042
CCSER1,-0.05386959761381149,0.001611724186506247,0.011859544638153896,0.05386959761381149
TMX2,-0.05380041152238846,0.0016342687945013698,0.01200780194904159,0.05380041152238846
GJD3-1,-0.05369584262371063,0.0016688940631051927,0.012244257906618037,0.05369584262371063
PIERCE1,0.05365987867116928,0.0016809576474395619,0.012314735045788954,0.05365987867116928
ADAMTSL1,-0.05364841967821121,0.0016848182118416285,0.01232499862706336,0.05364841967821121
SGCE,-0.053631626069545746,0.001690490752824203,0.012348468166766881,0.053631626069545746
TAGLN,-0.05361407250165939,0.0016964387587613233,0.012373878631954865,0.05361407250165939
GABRG3-AS1,-0.05348973721265793,0.0017391235614775645,0.012666785125819877,0.05348973721265793
XRCC5,0.05332479998469353,0.0017972707953957119,0.013071297468400455,0.05332479998469353
HMGCS1,0.05322045087814331,0.001834975093852646,0.013326174196080592,0.05322045087814331
IGFBP3,-0.05319729447364807,0.001843440053296467,0.013368275118767868,0.05319729447364807
RGS12,-0.053134508430957794,0.0018665726290212135,0.013516467404660839,0.053134508430957794
LRRC4C,0.05309642106294632,0.0018807349315120452,0.013592002961047622,0.05309642106294632
CCN3,-0.05309188365936279,0.0018824286679239774,0.013592002961047622,0.05309188365936279
DIO3,0.053051143884658813,0.0018976989966139474,0.013682546290694231,0.053051143884658813
PRR34,-0.053038135170936584,0.001902598902991756,0.013698165377717944,0.053038135170936584
MIR4713HG,0.05299465358257294,0.0019190612374188915,0.013796866371170826,0.05299465358257294
SLC8A1-AS1,0.05298016965389252,0.0019245738846732166,0.013816675839681214,0.05298016965389252
ALMS1,-0.052933067083358765,0.0019426019784298636,0.013926149519187477,0.052933067083358765
LEPR,-0.052881404757499695,0.0019625533998692455,0.0140490786953497,0.052881404757499695
RFX4,-0.05285787582397461,0.0019717021856338708,0.014094436023126001,0.05285787582397461
DDX3P1,-0.05228881910443306,0.0022052414914740287,0.01574140329597772,0.05228881910443306
DIPK1C,0.052242670208215714,0.002225250191074199,0.015861634007784935,0.052242670208215714
KIRREL2,0.0519489049911499,0.0023565648997748486,0.01676454369933609,0.0519489049911499
WLS,0.05194444581866264,0.002358611715831559,0.01676454369933609,0.05194444581866264
EPHB1,0.0519140399992466,0.0023726117966000795,0.01684016673195892,0.0519140399992466
CLDN5,-0.05187813565135002,0.002389241524594242,0.01693421397417503,0.05187813565135002
GRAMD1B,0.05181121081113815,0.0024205239215028254,0.01713170250091901,0.05181121081113815
MYO3A,-0.05175585672259331,0.002446680499419297,0.01729240618136826,0.05175585672259331
UNK,-0.05166943743824959,0.0024880336636181463,0.017559910828719057,0.05166943743824959
MAF,-0.05155913904309273,0.0025417417420786456,0.017913738213159062,0.05155913904309273
PEG10,-0.05154648423194885,0.0025479711115643146,0.01793242028096739,0.05154648423194885
SH3D19-1,0.051493022590875626,0.00257444209196403,0.018093309008179174,0.051493022590875626
S100A11,-0.05145660415291786,0.002592617987436083,0.01819553044123559,0.05145660415291786
TTC6,-0.051365628838539124,0.002638535970882743,0.018491893356774022,0.051365628838539124
NRXN3,-0.05134471505880356,0.0026491962854445945,0.01854067400330009,0.05134471505880356
GPX8,-0.05121457576751709,0.0027164208095355876,0.018984636926893766,0.05121457576751709
LINC02253,0.05090237781405449,0.002884087569157907,0.02011035424233843,0.05090237781405449
ZNF676,-0.05089978128671646,0.0028855207943008043,0.02011035424233843,0.05089978128671646
SLC24A3,-0.05086430907249451,0.002905165854682255,0.020191927167331983,0.05086430907249451
SV2C,-0.05086386576294899,0.0029054121365080098,0.020191927167331983,0.05086386576294899
VENTXP1,0.05085684731602669,0.0029093137926189767,0.020191927167331983,0.05085684731602669
VAV3,0.05082907900214195,0.00292479751342072,0.02027131443948994,0.05082907900214195
CASC17,-0.050741471350193024,0.002974141892236301,0.020584841190602353,0.050741471350193024
TRABD2B,-0.050619326531887054,0.003044206648455744,0.0210407165729817,0.050619326531887054
MCRIP2,-0.0505506694316864,0.0030842472098192106,0.021288102986782458,0.0505506694316864
PADI3,0.05047249048948288,0.0031304249869092923,0.021577110879508202,0.05047249048948288
RANBP17,0.05046197026968002,0.003136686805298721,0.02159057360075809,0.05046197026968002
CDKN1C,-0.050439704209566116,0.003149977611175207,0.021652315239504748,0.050439704209566116
HDAC11-AS1,0.050384216010570526,0.003183322569337748,0.02185154711637186,0.050384216010570526
ENOX1,-0.05015721917152405,0.003323108417874848,0.022779885474652345,0.05015721917152405
SCN2A,0.050126299262046814,0.0033425755149550118,0.022882029925463888,0.050126299262046814
LINC01103,0.05009254068136215,0.00336394832876076,0.02299692370452956,0.05009254068136215
OPRM1,0.05007834732532501,0.0033729713341836354,0.023027192582553403,0.05007834732532501
BRS3,0.050048403441905975,0.003392079567253865,0.023126137022461385,0.050048403441905975
IGFBPL1,0.049979180097579956,0.003436631062124175,0.02339804110367424,0.049979180097579956
TEX26-AS1,-0.04992946982383728,0.003468951852502644,0.023586048484247963,0.04992946982383728
GALNT13,0.04984248802065849,0.0035261719134356724,0.023921767032777652,0.04984248802065849
GJA1,-0.049839917570352554,0.0035278758405952277,0.023921767032777652,0.049839917570352554
LRP3,0.04973351210355759,0.0035990715276511343,0.024371550574405182,0.04973351210355759
ZNF536,-0.04969374090433121,0.0036260159959480877,0.024515425045056802,0.04969374090433121
C8B,0.04968773201107979,0.0036301028504155154,0.024515425045056802,0.04968773201107979
SPON1,0.04967508465051651,0.0036387184388517115,0.024540535796885497,0.04967508465051651
RASSF8,-0.049537114799022675,0.0037339204654126723,0.025148757328202823,0.049537114799022675
TPI1,0.04952472820878029,0.0037425772217377262,0.025173227460574158,0.04952472820878029
EIF4A2,-0.049448467791080475,0.003796277122103664,0.02550019391268292,0.049448467791080475
LDLRAD4,-0.049375686794519424,0.003848178675332155,0.025814221341485182,0.049375686794519424
KLHL41,0.049350108951330185,0.0038665712093839066,0.02590292557516411,0.049350108951330185
GJD2,0.049314554780721664,0.0038922701339973343,0.026040274554687107,0.049314554780721664
POU2F2,0.04917522519826889,0.0039944804788472985,0.02668845557267175,0.04917522519826889
BCL2,-0.04907817766070366,0.004067105992800316,0.027137507496567754,0.04907817766070366
CHRM3,-0.04896462336182594,0.004153603956134156,0.02767780508535672,0.04896462336182594
PRR16,-0.0489397794008255,0.004172749429362145,0.027768456029925243,0.0489397794008255
CALN1,-0.04893013834953308,0.00418020062988751,0.027781147687488475,0.04893013834953308
CKB,-0.048919677734375,0.004188298885886435,0.02779810028765156,0.048919677734375
ZNF804B,-0.04889132082462311,0.004210323453459852,0.027907315906464707,0.04889132082462311
CRB1,-0.048875804990530014,0.004222418867006962,0.02792348625307671,0.048875804990530014
SFTA3,0.0488738976418972,0.004223907918545629,0.02792348625307671,0.0488738976418972
RASEF,-0.04877191781997681,0.004304219353818353,0.02841692118838441,0.04877191781997681
MIR7-3HG,0.048707496374845505,0.004355663409401378,0.02871872282172409,0.048707496374845505
IP6K3,0.04869677871465683,0.004364275902773463,0.028737695859129858,0.04869677871465683
WDR70,-0.04868152365088463,0.00437656117458217,0.028780771713689313,0.04868152365088463
FTL,-0.048655927181243896,0.00439724504303787,0.028878892412402053,0.048655927181243896
ADGRL3,0.04844633489847183,0.0045699715006798985,0.029973988468464625,0.04844633489847183
CBLB,-0.04840210825204849,0.004607194652745468,0.03017863059465038,0.04840210825204849
CLSTN2,-0.048273101449012756,0.004717345742638631,0.030859816600995012,0.048273101449012756
FAM242C,0.04817034676671028,0.0048067805749649,0.03137895442450632,0.04817034676671028
DSCAM-AS1,0.04816756024956703,0.004809227099984205,0.03137895442450632,0.04816756024956703
ARHGAP19-SLIT1,-0.04812537878751755,0.004846399686368627,0.031580375589588025,0.04812537878751755
NKAIN2,-0.048025548458099365,0.004935412885209834,0.03211864151660582,0.048025548458099365
KCNMA1,0.04799560457468033,0.004962398877627764,0.03225237454707227,0.04799560457468033
LUZP2,0.04798524081707001,0.004971769917296287,0.03227142364711359,0.04798524081707001
OLIG3,0.047880858182907104,0.005067049773949271,0.03284733042336325,0.047880858182907104
VAMP5,-0.04778601601719856,0.005155048483475181,0.033374609755418776,0.04778601601719856
ATXN1,-0.04775441437959671,0.005184675051772697,0.033486010968408905,0.04775441437959671
FIBIN,0.047753408551216125,0.005185620537115408,0.033486010968408905,0.047753408551216125
TAC1,0.04773556813597679,0.0052024165434761665,0.03355123461950975,0.04773556813597679
SPARC,-0.04771387577056885,0.00522290518141773,0.03364007437542962,0.04771387577056885
EGFEM1P,0.04769114777445793,0.005244450126695003,0.03373548085348994,0.04769114777445793
CACNA1E,0.047649189829826355,0.005284434993651276,0.033914705403950134,0.047649189829826355
GABRA2,0.04764064401388168,0.0052926126023332565,0.033914705403950134,0.04764064401388168
H4C6,0.047640640288591385,0.005292616169604671,0.033914705403950134,0.047640640288591385
CCL27,-0.04762675613164902,0.005305926480716068,0.033956574195234,0.04762675613164902
TACSTD2,0.047502726316452026,0.005426177511753777,0.03468185651964053,0.047502726316452026
TNRC6B,-0.04743821173906326,0.0054896939800853205,0.035043129342939544,0.04743821173906326
EPOP,-0.04741908609867096,0.0055086522073588984,0.03511940993775501,0.04741908609867096
LINC02666,0.04739715903997421,0.005530459990363785,0.035213640421490375,0.04739715903997421
NPM1,0.047366805374622345,0.005560777065641499,0.03536174349737252,0.047366805374622345
GRIA3,-0.04724939167499542,0.005679465669824723,0.036070725565895675,0.04724939167499542
PLCE1,-0.0471649244427681,0.0057662574924883594,0.03657559024665718,0.0471649244427681
LGR4,0.047057121992111206,0.005878762468368832,0.037242071718073595,0.047057121992111206
DCDC1,-0.04702164977788925,0.0059162121936300015,0.03743199406853528,0.04702164977788925
SUN5,-0.04694056138396263,0.006002629505417302,0.037930865638897984,0.04694056138396263
ARMC3,-0.04688926041126251,0.006057887285372353,0.03823183021032854,0.04688926041126251
KRT19,-0.0468759685754776,0.006072278820728278,0.03827445178700554,0.0468759685754776
RPL35AP32,-0.04683567211031914,0.0061160975325569985,0.03850221700457678,0.04683567211031914
SLC22A3,-0.04682070016860962,0.006132450539628065,0.03855672478554107,0.04682070016860962
LMCD1-AS1,-0.04677480086684227,0.00618282933902707,0.038824759170256455,0.04677480086684227
EML1,-0.046753257513046265,0.006206603394478867,0.03892526859791439,0.046753257513046265
LDHB,0.04671168327331543,0.006252715132834101,0.039165444413289605,0.04671168327331543
CNTN4,-0.04669012129306793,0.006276751630394364,0.039266919375663116,0.04669012129306793
LINC02726,0.046537406742572784,0.006449385372021678,0.04029485383699967,0.046537406742572784
PPFIA2,-0.046530626714229584,0.006457147801059815,0.04029485383699967,0.046530626714229584
CACNA1C,0.04646081477403641,0.006537565207662736,0.04074594434775867,0.04646081477403641
PIWIL1,-0.04644515737891197,0.006555724342548409,0.04080836606274544,0.04644515737891197
LINC02254,0.0464143306016922,0.006591609197213928,0.04098083584024689,0.0464143306016922
MIAT,0.04638071730732918,0.006630938915369782,0.04117426877932835,0.04638071730732918
PDZD4,0.04628710821270943,0.006741581472408709,0.04180948608693075,0.04628710821270943
NEUROG1,-0.0461738184094429,0.006877702515245942,0.042600948459700146,0.0461738184094429
LINC02539,0.04615987464785576,0.0068946258258109445,0.0426530493989366,0.04615987464785576
LINC02864,0.04609734192490578,0.006970981528295619,0.04307217758968148,0.04609734192490578
SMN2,0.046090349555015564,0.006979566594057346,0.04307217758968148,0.046090349555015564
BIN2,0.046075522899627686,0.006997801818199187,0.0431315927564528,0.046075522899627686
KIF5C,-0.046052634716033936,0.007026035852667945,0.04325241481292269,0.046052634716033936
BASP1-AS1,-0.046043120324611664,0.007037802518216736,0.04327169131139149,0.046043120324611664
NEUROD6,-0.04601457342505455,0.007073213346696611,0.04343611774546166,0.04601457342505455
LINC01791,0.045993365347385406,0.007099624217843853,0.04354494119414388,0.045993365347385406
INHBA,-0.04590287804603577,0.007213307067533548,0.04418811945649219,0.04590287804603577
MAD2L1,-0.04585540294647217,0.007273602773659323,0.04450308119512438,0.04585540294647217
TFF3,-0.04580394923686981,0.007339461647083473,0.04485127111406742,0.04580394923686981
SRRM4,0.0456543043255806,0.00753405158238861,0.045984327015041807,0.0456543043255806
TACR2,0.045617494732141495,0.007582619792421221,0.046224462019249075,0.045617494732141495
MYO1D,-0.04555599018931389,0.007664397946048401,0.04666621884282933,0.04555599018931389
GPR39,-0.04548127204179764,0.00776480775574586,0.0471957384956172,0.04548127204179764
H2AZ2,-0.045477282255887985,0.007770202406482576,0.0471957384956172,0.045477282255887985
SH3RF2,-0.04543110728263855,0.007832880970495303,0.047518845693888576,0.04543110728263855
GABRD,0.04541231691837311,0.007858516618224898,0.047616719194588826,0.04541231691837311
WNT7B,0.0453837588429451,0.007897622197289018,0.04779587539929381,0.0453837588429451
MUC17,-0.04533468931913376,0.007965221847920685,0.04811844501324238,0.04533468931913376
IMMP2L,0.04533114284276962,0.007970127591496942,0.04811844501324238,0.04533114284276962
RCAN2,-0.045279134064912796,0.008042381207564613,0.04845840953175866,0.045279134064912796
CALM1,0.045275911688804626,0.00804687714479586,0.04845840953175866,0.045275911688804626
TRHDE,0.04526977241039276,0.008055449040102766,0.04845840953175866,0.04526977241039276
CRTC1,-0.04518307000398636,0.008177381874028099,0.049084214116820284,0.04518307000398636
MIR99AHG,-0.04518187791109085,0.008179069803940318,0.049084214116820284,0.04518187791109085
LRRC9,-0.045032862573862076,0.008392537029608444,0.05030502757819128,0.045032862573862076
CSRP2,0.04501798376441002,0.008414122340039987,0.05037415417675075,0.04501798376441002
CARMIL1,0.04500675946474075,0.008430438729682788,0.0504116091580435,0.04500675946474075
HTRA1,-0.044994547963142395,0.008448222302880348,0.050457737735081554,0.044994547963142395
ALOX15B,-0.044970832765102386,0.00848285450131613,0.050604266554875155,0.044970832765102386
PAX7,0.04495173320174217,0.008510838509713277,0.0507108344496709,0.04495173320174217
KXD1-AS1,-0.04489680752158165,0.008591774060246759,0.0511322800663854,0.04489680752158165
CHRM3-AS2,-0.0448160395026207,0.008712038918139533,0.05178650891909514,0.0448160395026207
PUM1,-0.04476112499833107,0.008794664016970929,0.05221571254625749,0.04476112499833107
TBC1D3I,-0.04473423585295677,0.008835376449619283,0.052395350756263,0.04473423585295677
BMAL2-AS1,0.044702671468257904,0.008883382260697589,0.052617764194273775,0.044702671468257904
SLC2A7,-0.04465244337916374,0.008960253697431721,0.05301042653817043,0.04465244337916374
IQCJ,-0.044341232627630234,0.009449922249751429,0.05584146272818917,0.044341232627630234
KRT17P7,0.04433174431324005,0.009465219187125718,0.055865975673365105,0.04433174431324005
APOL1,-0.04427645727992058,0.009554792082032387,0.05632830955654623,0.04427645727992058
DNM2,-0.04418249800801277,0.00970875369905271,0.05714189469931209,0.04418249800801277
MARCKSL1,0.044178348034620285,0.009715604526803812,0.05714189469931209,0.044178348034620285
SH3RF3,-0.04407031834125519,0.009895463269239648,0.05813149641519329,0.04407031834125519
CLEC18B,0.044003088027238846,0.010008886289870716,0.058728956906958035,0.044003088027238846
RPS7P4,0.043974313884973526,0.010057783282636916,0.05894684447870595,0.043974313884973526
WFDC1,0.043949633836746216,0.010099892317925187,0.059124486454583076,0.043949633836746216
MEIS1-AS2,-0.04390890523791313,0.010169726580328298,0.05946382718089276,0.04390890523791313
IFT70A,-0.04383859410881996,0.010291295509167808,0.06010452423827493,0.04383859410881996
KCTD8,-0.04378534108400345,0.010384229415601376,0.06057668638134865,0.04378534108400345
RPL21P110,-0.04376436024904251,0.010421048373894539,0.060648067384595994,0.04376436024904251
MPPED1,-0.04376055672764778,0.01042773553569878,0.060648067384595994,0.04376055672764778
LINC02315,-0.043757691979408264,0.010432774712736329,0.060648067384595994,0.043757691979408264
SMIM20,-0.04372100532054901,0.010497499353204797,0.06095361443674304,0.04372100532054901
GNG12-AS1,0.04371248185634613,0.010512587941221079,0.060970576589651417,0.04371248185634613
RDM1,-0.04364233464002609,0.010637499654930403,0.06159655561259812,0.04364233464002609
NCF2,-0.043638087809085846,0.010645104202855712,0.06159655561259812,0.043638087809085846
TRMT44,-0.04362458363175392,0.010669317454693895,0.06166545532349609,0.04362458363175392
BHLHE40,-0.043487269431352615,0.010918317948313268,0.0630319023490758,0.043487269431352615
NR2E3,0.04343562573194504,0.011013294291976622,0.06350703992761203,0.04343562573194504
SYNDIG1,0.04342636093497276,0.011030410306284818,0.06353262763769335,0.04342636093497276
LINC01995,0.04327874630689621,0.011306321835528571,0.06504704789647953,0.04327874630689621
PRKG2,0.04322785139083862,0.011402861555313469,0.06552722391476581,0.04322785139083862
DIAPH3,-0.04320148378610611,0.011453163844428207,0.06574089808067554,0.04320148378610611
TCF7L1,-0.04318714141845703,0.011480607804764514,0.06582302712777457,0.04318714141845703
GLRA3,0.043129634112119675,0.011591234210906022,0.06638134243525723,0.043129634112119675
DAPP1,0.043060027062892914,0.011726400835472363,0.06703880225245007,0.043060027062892914
SEMA3E,0.043056752532720566,0.011732793768788408,0.06703880225245007,0.043056752532720566
EDIL3,-0.04304683208465576,0.011752180532002422,0.06707309412968582,0.04304683208465576
MAPK10,-0.04300781711935997,0.011828700221794077,0.06743301116201379,0.04300781711935997
HSD3BP3,-0.042960189282894135,0.011922710686687465,0.06789170823976237,0.042960189282894135
RCC2-AS1,-0.04293171316385269,0.01197923420227259,0.06813614368625193,0.04293171316385269
NNAT,0.04287838935852051,0.01208571796583163,0.06863524426590635,0.04287838935852051
EXOC3,-0.04287407174706459,0.012094376509039176,0.06863524426590635,0.04287407174706459
NHLH1,0.04279303550720215,0.012257909340462657,0.0694845969514235,0.04279303550720215
EFEMP1,-0.04278501123189926,0.012274208564933999,0.06949837188574494,0.04278501123189926
HEMGN,-0.04275935888290405,0.01232644345206285,0.06971535907255863,0.04275935888290405
STC2,-0.04266464337706566,0.012521018055730694,0.07073598813671533,0.04266464337706566
OTOP1,0.04260820150375366,0.012638255187599479,0.07131790173993355,0.04260820150375366
BARHL2,0.042557552456855774,0.012744285674928366,0.07183533803944436,0.042557552456855774
UNC79,0.04243781417608261,0.012998085043898105,0.07318360017412742,0.04243781417608261
PAX5,-0.04238125681877136,0.013119511392584705,0.07378436766357122,0.04238125681877136
FSIP2,-0.042368896305561066,0.01314618204229731,0.07378629590563009,0.042368896305561066
UCMA-1,-0.04236745089292526,0.013149303979989556,0.07378629590563009,0.04236745089292526
LINC01659,0.042322590947151184,0.01324652303350057,0.0742486878309523,0.042322590947151184
RDH10-AS1,-0.042309924960136414,0.013274087099848723,0.07431106768482391,0.042309924960136414
MOCOS,0.04229867830872536,0.013298604838383818,0.07431106768482391,0.04229867830872536
CXADR,-0.042297057807445526,0.013302140832825195,0.07431106768482391,0.042297057807445526
LINC02262,0.04228242114186287,0.013334116241384296,0.0744067444160097,0.04228242114186287
ANXA3,-0.04222795367240906,0.013453703787545,0.07484489524532557,0.04222795367240906
UST,-0.042223528027534485,0.013463462121585919,0.07484489524532557,0.042223528027534485
FAM111A,-0.04222235828638077,0.013466042388924345,0.07484489524532557,0.04222235828638077
LINC01950,0.042219486087560654,0.013472379866550324,0.07484489524532557,0.042219486087560654
PRODH,-0.042192649096250534,0.013531722839067246,0.07509132131402654,0.042192649096250534
FBN2,-0.04207130894064903,0.013802925815876978,0.07651157219398179,0.04207130894064903
SPHK1,-0.042064182460308075,0.013819002083073864,0.07651604357821341,0.042064182460308075
HAPLN1,-0.042032331228256226,0.013891055836740907,0.07683011125596985,0.042032331228256226
ERFL,-0.04196341335773468,0.014048097430314026,0.07761302780959602,0.04196341335773468
INF2,0.041870370507240295,0.014262595818718285,0.07871130798193539,0.041870370507240295
CNTNAP2,0.04177640751004219,0.014482141405748305,0.07974755390119628,0.04177640751004219
SCHIP1,0.0417763851583004,0.014482193983254562,0.07974755390119628,0.0417763851583004
OMA1,-0.04173252731561661,0.014585684432352792,0.08022926969321607,0.04173252731561661
TMEM123,0.0417141392827034,0.014629267838159246,0.08038076879058771,0.0417141392827034
TMT1A,-0.04168862849473953,0.014689923661483415,0.08062563797118663,0.04168862849473953
ADAMTS19-AS1,-0.04159614443778992,0.014911680474603192,0.08175320662826761,0.04159614443778992
RBM15,-0.041576240211725235,0.014959790241412235,0.08192733213083793,0.041576240211725235
RORA-2,-0.04155878350138664,0.015002096659297411,0.08206933008705167,0.04155878350138664
CBLN4,-0.04154760390520096,0.0150292457660644,0.08208331503024384,0.04154760390520096
GRIK1,-0.041544243693351746,0.0150374143280311,0.08208331503024384,0.041544243693351746
MIA,0.04150203987956047,0.0151403437335409,0.08255523661455218,0.04150203987956047
YAP1,-0.04149344563484192,0.015161379778956012,0.08258008051342236,0.04149344563484192
TAGLN3,-0.0414770282804966,0.015201635894135245,0.08270944350218426,0.0414770282804966
LHFPL3,0.04145868122577667,0.015246735012183791,0.08286484722999238,0.04145868122577667
LINC02718,0.04144057631492615,0.015291354303051143,0.08300466873247053,0.04144057631492615
LINC01619,-0.04143480956554413,0.015305590482698618,0.08300466873247053,0.04143480956554413
SGO1-AS1,-0.0414254292845726,0.015328772181959027,0.08304051611221264,0.0414254292845726
ADAMTS3,-0.04140167683362961,0.015387610366220411,0.08326923924960095,0.04140167683362961
OLFML3,-0.04138511046767235,0.015428765139285651,0.0834018793020069,0.04138511046767235
DLL3,0.04131564497947693,0.015602390044010025,0.08419474725056128,0.04131564497947693
SEMA6A-AS1,0.04131299629807472,0.015609044142041792,0.08419474725056128,0.04131299629807472
THSD7B,0.04116678610444069,0.015980250827562277,0.0861043407493705,0.04116678610444069
PLPP3,-0.04115232080221176,0.016017394535503684,0.08621177660301714,0.04115232080221176
SLC2A2,0.0409795306622982,0.016466981942313073,0.08853653059327339,0.0409795306622982
DTNB-AS1,-0.04095933213829994,0.016520253629449394,0.08872775020061191,0.04095933213829994
LINC01508,-0.04095013067126274,0.016544571744878063,0.08876322164195286,0.04095013067126274
LINC02488,-0.0408366397023201,0.016847105689507213,0.0902896755188456,0.0408366397023201
CKS1B,-0.04080492630600929,0.016932507398917024,0.09065042155552692,0.04080492630600929
LINC02699,-0.04078645631670952,0.016982420447603504,0.09082060711092974,0.04078645631670952
OAZ3,-0.0406949408352375,0.01723163925931937,0.09205516452926372,0.0406949408352375
NDN,0.04067158326506615,0.017295758969555854,0.09229930585350839,0.04067158326506615
SDHAP2,-0.04058989882469177,0.01752164156919221,0.0933955788245186,0.04058989882469177
GAS5,0.04058385267853737,0.017538463315480344,0.0933955788245186,0.04058385267853737
OBI1-AS1,0.04055246710777283,0.01762601266478447,0.09376215441957005,0.04055246710777283
LINC01936,-0.04052215814590454,0.017710922020359548,0.09409375396462326,0.04052215814590454
LINC01501,-0.040516823530197144,0.017725903760248324,0.09409375396462326,0.040516823530197144
STING1,-0.0404864139854908,0.017811518143015178,0.0944481665763482,0.0404864139854908
APCDD1,-0.040360838174819946,0.018168908921833628,0.09624144038827517,0.040360838174819946
CABS1,-0.0403316356241703,0.018252913872522494,0.0965843203962093,0.0403316356241703
LINC02460,0.04021231457591057,0.01859969828648966,0.09831549379071697,0.04021231457591057
KHDRBS3,-0.04019572585821152,0.018648363707140864,0.09846886252527172,0.04019572585821152
LINC01749,-0.040160756558179855,0.01875131616002475,0.09888758414641638,0.040160756558179855
LINC00402,0.04014204815030098,0.018806599020461945,0.09888758414641638,0.04014204815030098
NUTM2B,0.04014204815030098,0.018806599020461945,0.09888758414641638,0.04014204815030098
DUSP13B,0.04014204815030098,0.018806599020461945,0.09888758414641638,0.04014204815030098
HELT,0.040129296481609344,0.01884436148508033,0.09898228029532237,0.040129296481609344
NMNAT2,-0.03997424617409706,0.019308853726960076,0.10131588065528477,0.03997424617409706
SLIT3-1,0.03994058817625046,0.01941099581217986,0.10168411802801802,0.03994058817625046
SPC25,-0.03993251174688339,0.01943557547920735,0.10168411802801802,0.03993251174688339
EBF3,0.03993108868598938,0.01943990921389768,0.10168411802801802,0.03993108868598938
KCND3,0.03988199681043625,0.019589929333002843,0.10231970016146426,0.03988199681043625
FCRL5,-0.03987797722220421,0.019602257464579064,0.10231970016146426,0.03987797722220421
AP1M2,-0.03982938826084137,0.019751817123083326,0.10299308595605676,0.03982938826084137
FREM2-AS1,-0.03981730341911316,0.01978916927864408,0.10308058966245891,0.03981730341911316
NXF3,0.03978168964385986,0.019899604070939485,0.10354819937640473,0.03978168964385986
FUT3,-0.03974711894989014,0.020007318378128525,0.10400069750290668,0.03974711894989014
C4orf48,0.03973494470119476,0.020045371454676077,0.104090524724748,0.03973494470119476
GPR83,-0.039695125073194504,0.020170277105224073,0.10463070245784453,0.039695125073194504
RPE65,-0.03966690972447395,0.020259193044153752,0.1049832640581742,0.03966690972447395
ENTREP2,0.039629317820072174,0.02037818860875381,0.10549080900667908,0.039629317820072174
LINC02057,0.03958087041974068,0.020532445261350226,0.10617965242995457,0.03958087041974068
ARL4A,0.03953009098768234,0.02069521866068605,0.10691107289556474,0.03953009098768234
PLBD1-AS1,-0.0395066998898983,0.020770576333970395,0.1071021456395376,0.0395066998898983
MT-TY,0.03950534388422966,0.020774952217447722,0.1071021456395376,0.03950534388422966
IFITM2,-0.03938464820384979,0.02116767365390612,0.10892487803923423,0.03938464820384979
GABRG3,-0.039383333176374435,0.021171987868731618,0.10892487803923423,0.039383333176374435
ITPKB-AS1,-0.039362721145153046,0.02123970994548799,0.10916121696086185,0.039362721145153046
B4GAT1-1,-0.039290785789489746,0.021477537751372858,0.11027043204111618,0.039290785789489746
NRXN2-AS1,-0.03928297013044357,0.021503516412779682,0.11029080935971236,0.03928297013044357
MACROD2,0.03920242562890053,0.021772837313101135,0.11155796296109385,0.03920242562890053
NPHS1,0.03916015475988388,0.02191535116965911,0.1121734675292766,0.03916015475988388
NELL1,0.039124537259340286,0.02203606265943154,0.11260579511494921,0.039124537259340286
NFIC,-0.03912197798490524,0.022044758532780918,0.11260579511494921,0.03912197798490524
LINC02640,-0.0390404611825943,0.02232330083737846,0.11391248523024793,0.0390404611825943
EEF1B2P7,-0.03899947553873062,0.022464500483134014,0.11451639056051327,0.03899947553873062
CILP,-0.038986947387456894,0.02250781579437709,0.11462059445693454,0.038986947387456894
