gene,pearson_r_70d,pearson_r_115d
LCN12,0.03604285046458244,-0.01030114758759737
RNF39,-0.03603843227028847,0.0
BTG2-DT,0.0360259972512722,0.0
ESRRB,0.03602312132716179,0.006360311061143875
PCDHA4-1,-0.036018528044223785,0.06309086084365845
LINC02362,-0.03601670265197754,0.006589729338884354
LINC00332,-0.0360010527074337,0.005970458034425974
AACSP1,0.03599194809794426,0.0
PREX2,-0.03591863438487053,-0.14485964179039001
ACKR3,-0.0359036885201931,0.18987147510051727
MARCHF1,0.035876452922821045,-0.04315831512212753
LINC02643,-0.03581884503364563,0.011076255701482296
MIR2052HG,0.035805460065603256,-0.04500375688076019
SAMSN1-AS1,-0.03566206991672516,0.0
SOS1-1,0.03565701097249985,-0.12547144293785095
CA1,-0.035656824707984924,-0.06868381798267365
LINC02725,0.03562634810805321,-0.013371175155043602
IL1RAPL2,-0.03558890521526337,-0.07260766625404358
MYRF,0.035496313124895096,-0.00913185067474842
KASH5,0.035479139536619186,0.0
SLC4A10,-0.03537766635417938,-0.2148696482181549
NAALADL2-AS3,-0.03537367284297943,-0.0004945714026689529
LINC01833,-0.03534979373216629,0.014774833805859089
FRMPD4,0.035343144088983536,-0.1942370980978012
FAM111A-DT,-0.035328157246112823,-0.016041215509176254
SLC30A8,0.03532421588897705,0.032306164503097534
IRAG1-AS1,-0.03529329597949982,0.0257114190608263
HPN-AS1,-0.035283032804727554,-0.0067175328731536865
GRIK3,0.03526947274804115,-0.15378224849700928
HNF1A,-0.03525346517562866,0.004588165786117315
CYP3A4,0.03524769842624664,0.038219522684812546
PRMT8,0.035226382315158844,0.021359169855713844
FGF13-1,-0.03514669090509415,0.02515673264861107
DPYD,0.03513260930776596,-0.030760198831558228
C3orf84,-0.03508739173412323,-0.007167365401983261
FMR1NB,0.03504336625337601,0.015127231366932392
PRICKLE2-AS1,-0.03503915295004845,0.07817521691322327
INPP4B,-0.03499770537018776,-0.19330674409866333
NLGN1,0.034982360899448395,-0.20199833810329437
LINC01630,-0.03495259955525398,-0.0830007940530777
GTF2IP12,-0.03492417559027672,0.021436113864183426
FMN2,0.03492337465286255,-0.08257699012756348
IL1A,-0.0349186509847641,-0.0034845909103751183
TNFRSF13C,0.03491119295358658,0.042869459837675095
GLRA1,0.03490925207734108,-0.06990429759025574
LINC01378,0.03479599952697754,-0.02749917283654213
FAM47E,-0.03467091545462608,0.03405595198273659
DBX2,-0.03465638309717178,0.1213880181312561
MAP1B,-0.034649576991796494,-0.18683788180351257
NKD2,-0.03464437276124954,-0.013336233794689178
RERGL,-0.034626297652721405,0.05569169297814369
SCG5,0.0346100740134716,-0.012473936192691326
LINC01997,0.034596700221300125,0.003403974696993828
RNU6-199P,0.034596700221300125,0.02182220295071602
FAM86B1,-0.03457506746053696,-0.00861424207687378
CCNT2-AS1,-0.034568704664707184,-0.00834965892136097
GBGT1,0.034558966755867004,-0.05577555298805237
TNFAIP6,-0.034555643796920776,0.003666350618004799
LINC01340,0.03451036661863327,0.0012379158288240433
UPK1A-AS1,0.034459151327610016,0.0
ADRA2A,0.03443615883588791,-0.01956786960363388
PPP1R3B-DT,-0.034419190138578415,0.02263786643743515
HLA-DPB1,0.03441188484430313,-0.04343542456626892
EFNA5,0.034409765154123306,-0.22063708305358887
DOC2GP,0.034381553530693054,-0.0053046466782689095
ABRACL,-0.03438121825456619,-0.005561990663409233
LIMD1-AS1,-0.034360967576503754,0.004305566661059856
CLEC9A,-0.034319862723350525,-0.06037423387169838
GRIA2,-0.034287720918655396,-0.2445007860660553
PLA2G4E-AS1,0.03428761661052704,-0.06244061514735222
AOX2P,0.034282244741916656,0.002539366949349642
FEZF1,-0.034267570823431015,-0.05465776100754738
CXCL17,-0.034230004996061325,0.03302885219454765
MFAP4,-0.03422076255083084,0.0553966723382473
BSX,-0.034209735691547394,0.0
HAS2,0.03419823944568634,0.18267984688282013
GPR63,-0.03417821601033211,0.031376540660858154
TAFA1,0.0341501459479332,-0.017170486971735954
DDX55P1,0.03412885218858719,-0.029078911989927292
HIVEP3,0.03406375274062157,-0.13442669808864594
HOXA3,-0.034040480852127075,0.05854984372854233
FAM186B,-0.034040287137031555,-0.042881809175014496
GRIN3A,0.03400374948978424,-0.09720251709222794
LINC02119,0.033997103571891785,0.006166551262140274
MLLT3,0.03399389237165451,-0.19416676461696625
RAB3C,0.033947110176086426,-0.13243792951107025
RIT2,0.03393396735191345,-0.18306392431259155
DEAF1,-0.03390294313430786,-0.06100509315729141
WNT10B,-0.03385055810213089,-0.03485210984945297
CXXC4-AS1,-0.03384734317660332,-0.0488482341170311
C1QTNF9B,-0.033827923238277435,0.0037359818816184998
CDH6,-0.03378397598862648,-0.013682780787348747
CT75,0.0337766632437706,0.08303703367710114
PABPC1L2A,-0.033774953335523605,-0.001447521150112152
MROH8,-0.0337710864841938,-0.0456584133207798
ARHGEF5,0.03374628722667694,-0.042537614703178406
KRT18P59,-0.03374246880412102,0.024268565699458122
LINC00378,-0.033739108592271805,0.008074990473687649
CFAP157,-0.03371164947748184,0.1336282342672348
LINC01817,0.03368973731994629,0.0
SLC34A1,-0.033631592988967896,-0.027130667120218277
TRDN-AS1,0.033630289137363434,-0.005963590461760759
PLXND1,0.03362525999546051,0.08023476600646973
MT-TL1,0.03360690549015999,-0.003645130433142185
TRMT9B,-0.03360398858785629,0.006412487477064133
CHRM1,-0.033585552126169205,-0.0049582882784307
CFI,-0.033583756536245346,-0.07926079630851746
LINC01802,-0.033552784472703934,0.009168046526610851
CERS1,-0.03347490727901459,0.14011770486831665
THTPA,-0.03346226364374161,0.08619722723960876
CYP4B1,-0.03344506025314331,-0.01144946925342083
NHERF1,0.03342346101999283,0.012819547206163406
CLIC6,0.0333976224064827,0.017997704446315765
TMEM207,0.033371396362781525,0.0
PTGER4,-0.033357884734869,0.0
CD81,-0.033330224454402924,0.26303625106811523
BEST4,-0.033324819058179855,-0.06488458812236786
LINC00596,0.03329693153500557,-0.012762345373630524
VAX2,0.03329671919345856,0.025647733360528946
LINC01094,0.033273108303546906,0.07956206053495407
CARMIL2,0.03327113389968872,-0.03656549006700516
PPP1R42,-0.03326002508401871,0.1057116761803627
EGFR,0.03317515552043915,0.22821766138076782
ESPNP,-0.033139392733573914,0.0701756477355957
SDR42E1,-0.033079758286476135,-0.0282464437186718
LINC01445,0.03298256918787956,0.0
MT-CO2,0.03295814245939255,0.3188369870185852
GRIN2B,0.03292367607355118,-0.26125168800354004
ANKRD18A,-0.032920531928539276,-0.04334007203578949
OTOL1,0.032916001975536346,0.0
RUNDC3B,-0.03288225829601288,-0.14612901210784912
H3C4,-0.032868240028619766,-0.03611988574266434
VIPR2,-0.03282468020915985,0.012477559968829155
CPE,0.03279966488480568,0.28115397691726685
VXN,0.032798122614622116,-0.0022534411400556564
OTOS,-0.0327797457575798,0.04098139703273773
GATA3,0.03271099179983139,-0.04295038804411888
WSCD2,-0.03268098831176758,-0.04504196718335152
BBOX1,0.032634321600198746,0.19703638553619385
GAP43,-0.03262285515666008,-0.14304767549037933
FLRT2,0.03261313587427139,-0.1936699002981186
C1orf127,-0.03261248767375946,-0.04039592668414116
EGLN3P1,0.03257451206445694,0.0
EGFLAM-AS4,0.0325523279607296,-0.016792120411992073
SEMA6D,-0.03252468258142471,-0.033757951110601425
CRHBP,-0.032480888068675995,0.0
KCNIP2,0.03245421499013901,0.043862126767635345
LINC02519,-0.03244670480489731,-0.02704884111881256
LINC01210,0.03244602680206299,-0.01076620351523161
DMRT3,-0.032443057745695114,-0.12843187153339386
SNAP91,-0.032409027218818665,-0.15755105018615723
LGALS3,0.03240039572119713,-0.09237615764141083
LINC02582,0.032346270978450775,0.0268524419516325
TPT1P4,0.03233480080962181,0.046485040336847305
AUTS2,0.032326582819223404,-0.24524065852165222
EDRF1,-0.03231881558895111,-0.04167567566037178
FDX2,0.0323043093085289,-0.03649011254310608
PANK2-AS1,-0.0322851724922657,0.020854786038398743
TRH,-0.032277729362249374,0.025227274745702744
SNRPD2-1,0.03225168585777283,0.08993381261825562
ARAF,-0.03222926706075668,-0.029726259410381317
GSR,-0.032225996255874634,0.011564798653125763
IL27RA,0.032193318009376526,-0.00706861075013876
OSTCP1,-0.03218725323677063,0.0
MYH1,0.032149601727724075,0.0
PDYN-AS1,-0.03211788833141327,-0.013877680525183678
FCF1P7,-0.03211364150047302,0.07345488667488098
PRL,0.03210931271314621,0.00615960918366909
AHSP,-0.03210733085870743,-0.024543989449739456
MIR100HG,0.03210007771849632,0.013004260137677193
LINC01440,0.03209424391388893,-0.008529210463166237
CISTR,0.032087430357933044,0.03847595304250717
H1-1,-0.032022371888160706,0.0016953414306044579
SEC14L6,-0.03200260177254677,-0.03824341297149658
TPTE,0.03199712932109833,-0.06139548867940903
XKR4,-0.03197602927684784,-0.2247183918952942
LSP1P4,-0.031941574066877365,0.03582024574279785
GPM6A,0.031922195106744766,0.15831395983695984
MFGE8,0.03190077096223831,0.1736062914133072
PRDM13,0.0318949930369854,0.11962735652923584
LINC01533,-0.03188767284154892,-0.014103798195719719
LINC01324,-0.03187170252203941,0.0031386183109134436
LINC01393,0.03187047690153122,-0.006521628703922033
SMAD5,-0.03185391426086426,0.06408964097499847
LINC01719,0.031834956258535385,-0.033680252730846405
GATA6,-0.03178086504340172,0.0
RASD2,0.03176070377230644,0.027108769863843918
ITPKA,0.03173677623271942,0.027700914070010185
ADAMTS4,0.03173602744936943,-0.047583602368831635
BMPR1B,-0.03173443675041199,0.1050952896475792
DBH,-0.031719207763671875,-0.002867306349799037
VTRNA2-1,0.03171321749687195,0.0
TEX43,0.03167281299829483,-0.03343108668923378
DCX,-0.0316651351749897,-0.14781203866004944
LINC01720,0.03164594992995262,-0.027610573917627335
CHST11,-0.031628694385290146,-0.18532302975654602
ADGRD2,-0.03162504732608795,0.11196410655975342
IRX4,0.0316244438290596,0.03816761076450348
GRIP2,-0.03162364661693573,-0.029676910489797592
PARP4P1,0.031618788838386536,0.0
NEBL,-0.03161036595702171,-0.012402519583702087
FGFR2,-0.031599607318639755,-0.185384601354599
SKOR2,-0.03152153268456459,0.024256430566310883
RHAG,-0.0314936526119709,-0.017034735530614853
GPAT3,-0.031488560140132904,0.04147954285144806
PRSS46P,0.031478382647037506,0.04601879417896271
LINC02873,0.031476885080337524,0.0
IBTK,-0.03147565573453903,-0.06009378284215927
TM4SF18,-0.03144967555999756,-0.01918545924127102
ASCL2,-0.0314372181892395,0.03257196024060249
LDB2-1,-0.031431809067726135,-0.27276411652565
RN7SL832P,0.03141767159104347,0.007996662519872189
KCNIP4,-0.03141129016876221,-0.0793408676981926
PRKN,-0.031407181173563004,-0.07423456013202667
PGM5P4-AS1,-0.03140424191951752,-0.09033796191215515
LINC02733,-0.03140207380056381,-0.024598930031061172
NBPF7P,-0.03138843551278114,0.0
APOD,-0.031380195170640945,0.02510501816868782
HSPD1P4,0.03135901317000389,0.03850717097520828
LINC00685,0.031298939138650894,-0.043815769255161285
SUSD2,0.03129136562347412,-0.03299299255013466
FKBP10,0.03128970041871071,-0.041341982781887054
RPL10P19,-0.031273599714040756,-0.007968474179506302
PTRH2-1,-0.031271159648895264,0.0
TFAP2B,0.031244028359651566,0.11122408509254456
NPAS4,-0.031230444088578224,0.0
PRKCB,-0.031216606497764587,-0.02495996095240116
LATS2-AS1,-0.03120807744562626,-0.06045963242650032
IL33,-0.031133949756622314,-0.08845080435276031
OTOP2,-0.03112627938389778,0.0
APOBEC3F,-0.031120462343096733,-0.014799518510699272
LINC02882,0.031114522367715836,0.04485596343874931
CCL4,-0.03110860101878643,-0.01242226455360651
NTF3,-0.031105106696486473,-0.08218643069267273
IL1R1,0.031100144609808922,0.02470676228404045
FOXD3,-0.03108713962137699,0.0
NT5E,-0.031070388853549957,0.02804126963019371
WNT9B,0.031044164672493935,0.04770825430750847
SH3RF3-AS1,-0.031029051169753075,0.011643576435744762
SCG2,-0.031009674072265625,0.03213973715901375
TENM1-1,-0.030992116779088974,-0.26020175218582153
PHACTR1,0.030985917896032333,0.08204071968793869
SLA,-0.03096058964729309,-0.09209201484918594
NLRP9,-0.030945248901844025,0.03757096454501152
CASP16P,-0.03092508763074875,-0.028957482427358627
RPL39P40,-0.03092140331864357,0.04925050213932991
QKI,0.03091919980943203,0.2039600908756256
ZNF559,-0.030840927734971046,-0.06684104353189468
LINC02058,0.030790098011493683,-0.03753377124667168
SKAP2,0.030788132920861244,-0.012833600863814354
ZNF890P,0.030736515298485756,0.005440478678792715
LINC01828,-0.030732186511158943,0.011737148277461529
XACT,-0.03070065751671791,0.0433652400970459
MMD2,-0.03068387135863304,0.07698537409305573
SKOR1-AS1,0.03067960776388645,0.0
EPS8L3,-0.03065110370516777,-0.02733808197081089
TH,-0.03061862662434578,0.0
KCNJ5,0.030612923204898834,-0.049570292234420776
NR4A2,-0.030607542023062706,-0.0737910270690918
SPDEF,-0.030567368492484093,0.0
LINC01456,0.0305468887090683,-0.01064751110970974
SRC,-0.030531737953424454,-0.05386718735098839
OSMR-DT,-0.03050755150616169,-0.040423501282930374
LNCAROD,0.0304893646389246,-0.00040959566831588745
ZFHX3,-0.03047477826476097,-0.18651476502418518
KRT27,0.030462855473160744,-0.007976824417710304
CLDN10,-0.030457912012934685,0.040942005813121796
LMO1,0.030450977385044098,-0.07045575976371765
ARHGEF28,0.030444175004959106,0.06098539009690285
ARMC12,0.030419375747442245,-0.07563421130180359
FCGR2A,0.03041013702750206,-0.005861788056790829
SPOCK3,0.03034978359937668,0.023943766951560974
IGSF21,0.03034493699669838,-0.19967521727085114
PF4V1,-0.030301690101623535,0.0
MCHR2-AS1,-0.03029494732618332,0.0015652580186724663
CCKAR,-0.030290106311440468,0.0
LINC01947,0.03026447258889675,0.017288561910390854
KDM7A-DT,-0.030251791700720787,0.04744528606534004
BCAN,0.030239716172218323,0.25734248757362366
LINC01141,-0.03022817336022854,-0.033334799110889435
MT-CO3,0.030197933316230774,0.296660453081131
CNBD1,0.030197840183973312,0.0017794501036405563
EOMES,-0.03019154630601406,-0.010544599033892155
MKI67P1,-0.030176889151334763,0.017211487516760826
NETO1,0.030163291841745377,0.0012234458699822426
PLSCR2,-0.030132893472909927,0.053837522864341736
MPP7-DT,0.030118629336357117,0.0313340462744236
TMEM26,-0.030079396441578865,8.221645839512348e-05
IGSF1,0.030072899535298347,0.03140122815966606
LINC00326,0.03006487712264061,-0.015185128897428513
SH2D4A,0.030006080865859985,0.07798740267753601
VNN2,-0.029997754842042923,0.0
H1-3,-0.029959261417388916,0.010510686784982681
IL1B,-0.02995036169886589,0.0021271107252687216
CXCR4,-0.029888661578297615,0.09444397687911987
SMIM28,0.029876431450247765,0.0
FGF19,0.029874317348003387,0.035632770508527756
ONECUT3,0.02985442988574505,0.0
CRH,-0.02985108643770218,-0.02954665943980217
DUSP5,-0.02983873337507248,0.03450813144445419
FLVCR2,-0.029827341437339783,-0.004967084154486656
C16orf96,-0.02982320636510849,-0.01803812012076378
FNDC10,-0.02973782643675804,-0.054692965000867844
DDX11,-0.02971772477030754,0.07413710653781891
COX15,0.02966749668121338,-0.034146372228860855
OCM,0.02962145209312439,-0.024793392047286034
PDXDC1,-0.02955665811896324,-0.04442240297794342
SNIP1,-0.029544200748205185,-0.026957780122756958
ARMCX3-AS1,0.029543375596404076,-0.025457412004470825
TEPP,-0.02953173778951168,-0.04737928509712219
PTGES3,-0.029483705759048462,0.04914458096027374
CRYBA4,0.0294361375272274,0.00303146755322814
POTEF,-0.029423633590340614,0.0
LINC00681,0.029422303661704063,0.07508762180805206
CALCA,-0.029352178797125816,-0.10753994435071945
HLA-DPA1,-0.029337666928768158,-0.0017588569317013025
CRHR2,0.029305510222911835,-0.031189462170004845
SAMD10,-0.029278043657541275,0.0251146387308836
TRMT2B-AS1,0.02926279418170452,0.002646051347255707
LINC02945,-0.02925802394747734,-0.030251387506723404
GGTA2P-1,0.029253264889121056,-0.0319015271961689
CEP120,-0.029185457155108452,-0.04715771973133087
NLRP11,-0.029158171266317368,0.0
FRMD6-AS2,0.029135292395949364,-0.05141894891858101
SUCLA2,-0.029120024293661118,0.04200175404548645
MON2,-0.02905328944325447,-0.11087894439697266
LINC02842,0.029024140909314156,-0.02284560166299343
CASC18,0.029000040143728256,0.022263377904891968
SEPTIN7P9,-0.028989505022764206,0.019311845302581787
SCN2B,0.02893172763288021,-0.05211546644568443
GDF5-AS1,-0.028919901698827744,0.0
TC2N,-0.02889707311987877,-0.007790921255946159
CEACAM6,-0.028872031718492508,0.0
LINC01517,-0.028856666758656502,0.003598700277507305
LRMDA,0.028828363865613937,0.06938393414020538
OR4E2,-0.028794996440410614,0.0
PROK2,-0.028766203671693802,-0.03919083625078201
AGA,0.028695790097117424,0.06382787227630615
SEPTIN7P6,-0.02867985889315605,0.0
ALKAL2,-0.028668738901615143,-0.017857301980257034
LINC01363,-0.028643030673265457,0.01524247508496046
KRT23,0.02864241972565651,0.0026178956031799316
FRK,0.028626950457692146,0.01700599491596222
ETNPPL,0.0285786185413599,0.021117541939020157
PTPRD,0.02856471575796604,-0.09873321652412415
DAND5,0.028559498488903046,0.0007910048589110374
LINC00598,0.028551938012242317,-0.013563182204961777
SPATS1,-0.028519105166196823,0.019786261022090912
PLEKHG7,-0.028434623032808304,0.0
DPY19L1P2,-0.028423462063074112,0.01760822907090187
KCNC2,0.028409335762262344,-0.20499178767204285
DUXB,0.028389494866132736,-0.02528521977365017
MAL2,0.028377197682857513,-0.0398993119597435
STMN4,0.028349032625555992,-0.0519854873418808
LINC00642,0.02834806963801384,-0.0017237382708117366
TMEM63A,0.028339631855487823,0.01041589118540287
CARTPT,-0.028339531272649765,0.0
NTS,0.028335388749837875,-0.10150252282619476
FOXD4,-0.02833329513669014,0.016130052506923676
MASP1,0.028312264010310173,0.05988728255033493
SLC25A51P4,-0.028311939910054207,0.0
SNX6P1,0.028269635513424873,0.05906429514288902
SSH2,-0.028234824538230896,-0.11658567935228348
SH3GL2,0.028234511613845825,0.11424649506807327
PCDH7,0.02821391075849533,0.013986865058541298
DLL1,-0.02821032702922821,0.0824531614780426
PTMAP10,-0.028188923373818398,0.0
KRT12,0.028148537501692772,0.0
TMEM119,0.028119172900915146,0.0
MDS2,0.028111612424254417,0.021645158529281616
TLR5,-0.028093522414565086,0.058278489857912064
ITCH-AS1,0.028091680258512497,0.011356842704117298
NGF,0.028060853481292725,-0.039081133902072906
PCDH12,-0.028060439974069595,0.030598685145378113
LINC02577,-0.028041496872901917,0.0
NCAM2,0.028012052178382874,0.05705425515770912
PBX3,0.028003303334116936,0.2644171714782715
LINC01721,-0.027984512969851494,-0.006237107329070568
PHF2P2,-0.027974935248494148,0.0
LINC02373,0.02796146273612976,0.003006529062986374
DRAM1,0.027897128835320473,0.01594403013586998
LINC02388,-0.02789599448442459,-0.04235192388296127
ZFHX2-AS1,-0.027886955067515373,-0.03902425244450569
ASTN2,-0.02787456288933754,-0.10491442680358887
STYK1,-0.027855820953845978,-0.08279898017644882
COL18A1-AS1,-0.027804259210824966,0.0
KIF2A-1,-0.027801726013422012,-0.054429277777671814
HRK,-0.027749385684728622,-0.07790762186050415
TGM1,0.027742823585867882,-0.060735806822776794
CAPN6,-0.027736816555261612,-0.008538863621652126
RASGEF1A,-0.027736663818359375,-0.07599827647209167
GDPD4,0.027729254215955734,-0.0059350356459617615
LINC01934,0.027718879282474518,0.01322136353701353
MARVELD3,0.02769547700881958,-0.004295414313673973
RHOF,-0.027688495814800262,0.020185280591249466
RBM46,-0.02764996886253357,0.027578774839639664
CNTN2,0.027646929025650024,0.033653374761343
ABCA13,-0.027640093117952347,0.025906581431627274
LINC02642,-0.027567483484745026,-0.023815389722585678
CEBPD,-0.02756432071328163,0.08703461289405823
TBX18,-0.027538392692804337,-0.06234137713909149
KREMEN2,0.027510274201631546,0.005776196252554655
TECTB,0.027485515922307968,0.013609529472887516
ZPLD2P,0.027474138885736465,0.0
RNF157-AS1,-0.027466244995594025,0.005919903516769409
RSC1A1-1,-0.027433916926383972,-0.00436893105506897
MPP2,-0.027433045208454132,-0.1226472482085228
VWC2,0.02742546796798706,-0.10647392272949219
CHRNA1,0.027393989264965057,0.0
ANKRD33B,-0.027393493801355362,-0.02200828492641449
ACTL8,-0.02737363986670971,-0.04340428486466408
LINC00354,-0.027371253818273544,0.03861842304468155
NREP-AS1,-0.027357326820492744,-0.11465205997228622
LINC01435,-0.027356255799531937,-0.010605329647660255
PAX8,-0.027354858815670013,0.014083157293498516
PDZD7,0.027349110692739487,-0.09021788090467453
SULF1,-0.02734052576124668,0.10397063195705414
MLANA,0.02733425796031952,0.03686084598302841
AGBL1-AS1,-0.0273295845836401,-0.03942011296749115
LAMP3,0.027321889996528625,0.028777729719877243
RBMS3,-0.02729898691177368,0.11223088204860687
ELAVL4,-0.027294624596834183,-0.005693371407687664
NXT2,0.027287544682621956,0.018270045518875122
NDST4,-0.027285605669021606,-0.07800043374300003
FABP5P7,0.027280934154987335,0.03520771116018295
CD36,0.027272842824459076,0.16110536456108093
CERK,-0.027250859886407852,-0.035786185413599014
LINC02017,-0.027239814400672913,0.013445153832435608
HLA-DRA,-0.027236243709921837,0.05206676572561264
IZUMO2,-0.027235034853219986,-0.0282464437186718
EQTN,-0.027225039899349213,-0.05898918956518173
LINC00927,-0.027195531874895096,-0.0573834553360939
ESM1,-0.027165621519088745,-0.1229550689458847
MCOLN2,-0.027149740606546402,0.01811819337308407
RAX,-0.027117466554045677,0.05626137927174568
SRD5A2,-0.0271145049482584,0.019410504028201103
IRX3,-0.02709769457578659,0.1649819314479828
ATP1B2,-0.027071792632341385,0.11867965012788773
OTX2,0.027070075273513794,-0.07269442081451416
NTRK1,-0.027061618864536285,-0.011395612731575966
AHNAK2,-0.0270531065762043,0.018493017181754112
TEMN3-AS1,0.027046803385019302,-0.04687919467687607
STARD13-AS,-0.027046769857406616,0.08344164490699768
TMEM98,0.027022209018468857,0.06857860088348389
ARRDC2,-0.026982028037309647,-0.013081429526209831
EEF1E1P1,0.02698139101266861,0.0
PTP4A2P2,0.026960445567965508,0.0
GFI1B,0.026920247822999954,1.0961666703224182e-06
H2AC17,-0.026915963739156723,-0.015972545370459557
LINC02361,-0.026884324848651886,0.011051850393414497
POU3F1,0.02688414976000786,0.0404730960726738
LINC02172,-0.026870008558034897,0.01206338219344616
NCLP1,0.02685099095106125,-0.02845834195613861
CIBAR1P2,-0.026828741654753685,0.0
OR7A17,0.026824092492461205,0.0
TXNDC8,0.026806645095348358,0.0
SLC39A3,0.026786770671606064,0.028461646288633347
PHOX2A,-0.0267807450145483,0.0
ENDOG,-0.026750274002552032,0.07979278266429901
COX6B1P3,0.026726625859737396,0.0
COL25A1,-0.02669965848326683,-0.2580292224884033
PLP1,0.026696451008319855,0.12144691497087479
LINC02742,-0.02668243832886219,-0.02617787942290306
LINC01405,0.026682306081056595,0.010828707367181778
LINC01413,0.026682306081056595,0.0
TENM3-AS1,-0.026666922494769096,-0.05184677243232727
BCO1,-0.026666374877095222,0.0648842602968216
RPL37P6,-0.02664973959326744,0.038379453122615814
PPP1R14C,0.02661956287920475,0.22952568531036377
TEX15,0.026618586853146553,0.060806334018707275
SIPA1L1,-0.02659856528043747,-0.014675553888082504
KLKP1,0.026566246524453163,0.0
TRP-AGG2-6,-0.026565637439489365,0.019401049241423607
KCNE5,0.026561928912997246,0.2949415445327759
UNCX,0.026537533849477768,0.03075261227786541
DNMT3L,-0.026537403464317322,0.0
GPC5-AS2,0.026500893756747246,0.06600919365882874
ZNF761,0.026480650529265404,-0.014158936217427254
ARHGAP24,0.026479996740818024,0.0724601000547409
INSRR,-0.026444459334015846,-0.03656411170959473
LINC02756,0.026425838470458984,0.0
LINC02398,-0.026415755972266197,-0.05334601551294327
LRFN2,0.02641557902097702,-0.03793152794241905
LIMD2,0.02638467401266098,-0.045018911361694336
PNLDC1,-0.026370014995336533,-0.021776732057332993
GNG8,-0.02636273391544819,-0.019706301391124725
SMG1P7,-0.02636036090552807,-0.0014667604118585587
POU5F2,-0.026359500363469124,-0.06751090288162231
SMCO2,-0.026356274262070656,0.05071422457695007
FAM21EP,-0.02633732557296753,0.05002859979867935
SLC12A9-AS1,-0.026321807876229286,-0.01982853002846241
AFF2,0.026289138942956924,0.08273904025554657
HMGB1P45,-0.026286445558071136,0.0
PITX3,0.02627493441104889,0.0
CLK2,-0.026265183463692665,0.015009485185146332
HISLA,0.026234949007630348,0.041304003447294235
ADAM5,0.026221832260489464,-0.003695447463542223
CD96,-0.026214778423309326,0.015376124531030655
VLDLR-AS1,-0.02619783766567707,-0.005677246488630772
CX3CR1,0.026186516508460045,-0.0011035427451133728
TSHZ2,0.026174992322921753,-0.08001136779785156
TLX3,-0.026144186034798622,0.008965054526925087
EEF1D,0.026141952723264694,0.12302502989768982
CDH22,0.026118163019418716,-0.056636545807123184
CXCR6,-0.02611139789223671,0.027685921639204025
GTF2IP14,-0.026109162718057632,0.0
ABCG8,0.026095570996403694,-0.00041480595245957375
KLRF1,-0.026074251160025597,0.0072048120200634
CHMP4A,0.026063237339258194,0.005372835788875818
SYT4,-0.026058223098516464,-0.12397163361310959
OR2A9P,0.026022888720035553,-0.02980124205350876
SPATA41,-0.026018502190709114,0.020308930426836014
CHRNA10,-0.0260172076523304,0.0064667146652936935
BMP5,0.02601485140621662,0.08308140933513641
SAMD3,0.026011429727077484,-0.11146696656942368
SMYD3,-0.02600768394768238,-0.0028399245347827673
TEX46,0.02600080706179142,0.005210015457123518
LINC00491,0.025980079546570778,0.0
CDC42BPG,-0.025978513062000275,-0.0489172637462616
LINC02775,0.0259723998606205,-0.06567548960447311
PLEKHF2,-0.025938771665096283,0.021718857809901237
SLC14A2-AS1,-0.025923265144228935,-0.04020952433347702
RETNLB,-0.02589448355138302,0.0
SMCR8,0.02588764764368534,-0.032727859914302826
FXYD7,0.025883495807647705,-0.03609121963381767
ST6GALNAC4,-0.025868497788906097,0.024469386786222458
PRDM12,0.02586749754846096,0.0
TMEM86B,0.025862671434879303,-0.020696569234132767
MTTP,0.025845006108283997,0.08251715451478958
SLCO1B1,0.0257940161973238,-0.023834772408008575
PIK3C2G,-0.025757964700460434,0.11788606643676758
FOXO1,-0.025717025622725487,0.0439094714820385
LINC01768,-0.025703437626361847,-0.002545575611293316
UBBP1,-0.02569500543177128,0.0
CHMP1B-AS1,0.02568734437227249,0.001146242255344987
BFSP2-AS1,0.025681637227535248,0.017687752842903137
GRAP,-0.02567686140537262,0.037039533257484436
BEGAIN,-0.02567472867667675,-0.02339690551161766
LINC00906,-0.025655947625637054,-0.0010961598018184304
ARHGAP25,0.025649458169937134,0.002675222232937813
SLC25A19,0.02563324011862278,0.00868957582861185
TRDN,0.025616738945245743,-0.03537032753229141
SLC26A4,-0.025616591796278954,-0.01574307307600975
LRRN4CL,-0.025610225275158882,0.040793053805828094
MYRIP,-0.025610214099287987,-0.06956411898136139
KCND1,-0.025599919259548187,-0.027157127857208252
GNG3,-0.025598222389817238,0.014384360983967781
ABALON,0.025585977360606194,0.017258260399103165
POLR2L,0.02554396353662014,0.16414989531040192
AEN,0.025542138144373894,0.032067880034446716
CLDN14,0.02553457021713257,0.006078027188777924
PLCZ1,-0.025520870462059975,0.059501927345991135
PTGER3,-0.025500940158963203,0.008173299953341484
CPNE4,0.02549278736114502,-0.26545342803001404
RBM43,-0.02547883242368698,0.029941856861114502
MED15,-0.025476912036538124,-0.04765909165143967
S100B,-0.025461316108703613,0.24291932582855225
RPL21P44,-0.025451939553022385,0.035658545792102814
XAF1,-0.02543986588716507,-0.04334135726094246
MLKL,0.025434700772166252,0.011668747290968895
PRLR,-0.025409206748008728,-0.05558164417743683
TMEM139,0.025368403643369675,0.0008317669853568077
GPR150,-0.025358883664011955,0.0
